time,EGF_level,HRG_level,IGF1_level,HGF_level,BTC_level,isBxPc3,isBT20,isA431,isADRr,isIGROV1,isACHN,isHCC827,Cellline,pEGFR_au,pErbB2_au,pErbB3_au,pIGF1R_au,tEGFR_au,tErbB2_au,tErbB3_au,tIGF1R_au,pERK_au,pAKT_au,pS6_au,pMEK_au,pS6K1_au,pGSK3_au,FACS_EGFR,FACS_ErbB2,FACS_ErbB3,FACS_IGF1R,FACS_Met
15,0,0,0.625,0,0,0,0,1,0,0,0,0,A431,2051.616631,263.6898591,371.3701624,2815.86125,14598.4116,898.976799,113.2885183,268.3861562,0.238440886,6.753942779,11.9935632,6.586358927,NaN,NaN,,,,,
30,0,0,0.625,0,0,0,0,1,0,0,0,0,A431,1775.098572,589.7890252,301.8693957,1354.498832,22022.60894,1256.128322,183.6318811,331.1667885,0.211087443,8.79644416,16.47995771,6.801219203,NaN,NaN,,,,,
60,0,0,0.625,0,0,0,0,1,0,0,0,0,A431,3910.205192,935.973495,437.4506519,1036.14419,23918.9103,1202.934542,215.1944979,306.1685364,0.129732072,8.594056306,14.03915228,6.481111752,NaN,NaN,,,,,
120,0,0,0.625,0,0,0,0,1,0,0,0,0,A431,1710.229974,1183.700282,160.5846278,494.8258359,20270.17467,346.6293387,134.1756032,195.7156875,0.200732218,10.90176596,26.08677459,8.244449012,NaN,NaN,,,,,
240,0,0,0.625,0,0,0,0,1,0,0,0,0,A431,2206.103067,357.038722,267.8956603,601.6212846,22761.32603,463.4191947,179.038685,290.3813644,0.473804492,2.218094983,16.02493341,0.97908564,NaN,NaN,,,,,
0,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,2546.721491,525.4627562,372.2409872,251.4139594,17162.63671,1120.725815,162.6171178,308.8781595,0.121494626,5.621967263,6.622707005,6.696864659,NaN,NaN,,,,,
5,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,6695.708942,557.4187774,430.8945597,5430.78772,19628.33146,1009.454244,180.9439929,229.1021126,1.124284794,8.870167823,6.753742585,6.022888296,NaN,NaN,,,,,
10,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,6074.859402,375.2878511,373.3106693,8827.525061,17378.44128,1051.120051,149.329095,321.0054248,0.362005146,9.636558105,10.06773247,7.266243006,NaN,NaN,,,,,
15,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,7412.91831,202.8508259,305.7938684,7834.074987,16772.99054,862.8007978,127.2266471,271.1661681,0.256902752,9.36321807,9.561608907,7.039523212,NaN,NaN,,,,,
30,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,1973.925745,633.7644815,278.5417207,7535.553503,18935.19816,1245.424078,188.6917898,333.8549929,0.299548485,10.15899953,23.53135486,6.086812028,NaN,NaN,,,,,
60,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,11981.77502,740.8355497,436.8035594,6101.897014,23537.68225,1261.849307,215.3709546,281.6377399,0.129055107,10.53064864,15.81280184,7.225868327,NaN,NaN,,,,,
120,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,0,388.2571144,340.6789397,3774.17803,15424.31723,345.123025,126.485229,184.5645886,0.40933143,13.17988765,36.52066325,5.050233792,NaN,NaN,,,,,
240,0,0,2.5,0,0,0,0,1,0,0,0,0,A431,3465.19672,696.3906514,350.4494291,4405.33786,19943.57868,433.9510235,188.4116475,268.4849978,0.185855042,9.305225647,22.79604494,6.643689848,NaN,NaN,,,,,
0,0,0,10,0,0,0,0,1,0,0,0,0,A431,2425.336623,992.2973573,372.4547963,42.7561557,15062.18942,1100.930357,146.0152318,324.8276943,0.135861059,4.878656279,9.717156746,5.082695181,NaN,NaN,,,,,
