time,EGF_level,HRG_level,IGF1_level,HGF_level,BTC_level,isBxPc3,isBT20,isA431,isADRr,isIGROV1,isACHN,isHCC827,Cellline,pEGFR_au,pErbB2_au,pErbB3_au,pIGF1R_au,tEGFR_au,tErbB2_au,tErbB3_au,tIGF1R_au,pERK_au,pAKT_au,pS6_au,pMEK_au,pS6K1_au,pGSK3_au,FACS_EGFR,FACS_ErbB2,FACS_ErbB3,FACS_IGF1R,FACS_Met
8,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,146.6931187,3.752333479,0,1005.48286,25.03978909,2.124620133,0.414809143,1.902898997,1.200404708,0.453817524,1.0527052,1.348752277,0.846385189,1.329375344,,,,,
10,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,167.0990481,5.485771335,1.492933593,1208.689696,34.64610373,2.911581731,0.568698446,2.467855544,1.206847995,0.587600236,1.121304488,1.333897618,0.909696145,1.3193205,,,,,
15,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,135.279653,5.272342926,0,1018.294939,24.77209374,2.829209199,0.567168646,2.254697412,1.157682826,0.508030479,1.061284364,1.390860043,0.812797858,1.306826949,,,,,
30,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,138.5626475,3.65523626,0,705.977412,23.29962256,2.515346436,0.516356041,1.968648811,0.978358991,0.566647732,1.199678698,1.142408416,0.96536764,1.298988964,,,,,
60,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,161.6702531,4.245441737,0,677.1655165,22.21519562,2.474235435,0.526963191,2.043566003,0.683580467,0.589361067,1.11732785,0.881795033,1.031330138,1.25283925,,,,,
90,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,155.2768021,5.197502702,0,825.0956562,21.66297531,2.467717981,0.552778368,2.259442328,0.599801219,0.587977204,1.158839697,0.883814752,1.046721217,1.272961937,,,,,
120,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,162.6607271,5.560958352,0.769568889,1000.268683,24.07355516,3.2232591,1.251671922,2.346089835,0.536431393,0.563385491,1.122539051,0.817797761,1.035078372,1.244771889,,,,,
240,2.5,0,2.5,0,0,1,0,0,0,0,0,0,BxPc3,132.7420712,6.681606642,0,1170.92684,20.64650396,3.347171878,0.564973299,2.673976649,0.464181223,0.400544602,1.119201252,0.827862255,0.9829399,1.147229958,,,,,
0,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,0,2.282765128,0,0,26.83874147,2.947760831,0.551046367,2.489421787,0.237083643,0.188150664,0.641163591,0.448530405,0.5248797,0.92697818,,,,,
2,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,2.357981022,3.240089087,0.517404878,87.8739667,24.85555535,2.673801027,0.534055515,2.260115411,0.279461023,0.413836489,0.632397874,0.473522005,0.561881148,1.080329812,,,,,
4,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.140154233,4.284215772,0.657892231,247.116057,30.28532297,2.910418714,0.58685181,2.548708608,0.388019028,0.546562134,0.643568324,0.591354308,0.633775205,1.180495392,,,,,
6,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,2.541368692,4.450878276,0.085583818,70.98435246,27.80612145,2.772291891,0.522426173,2.425952847,0.413064127,0.517745702,0.691496519,0.618017997,0.688430178,1.176449114,,,,,
8,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,1.554102411,2.865408318,0,86.15137629,27.02373245,2.400120797,0.449456159,2.16734941,0.44640337,0.42540064,0.833294559,0.619175558,0.721559219,1.110705426,,,,,
10,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,2.85980554,3.586749938,0.574366606,156.3883141,34.06855379,2.993250914,0.563132864,2.580448405,0.515910341,0.484781339,0.930428296,0.649921084,0.821867896,1.211386222,,,,,
15,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,0.21880916,2.782749538,0,0,23.63362793,2.821273534,3.526654042,2.298731994,0.518549969,0.453347624,0.852150469,0.668306963,0.720104291,1.094407721,,,,,
30,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,1.335884115,2.59905016,0,51.23938296,23.96995384,2.560701354,0.991237637,2.20876469,0.463065553,0.448804444,1.100749412,0.654301146,0.892075352,1.121511201,,,,,
60,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,3.185543503,2.962409778,0.191654177,141.6462378,27.02119419,2.708300645,0.538669,2.361415446,0.336367775,0.425631327,1.07291609,0.558845506,0.936235909,1.136467614,,,,,
90,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,1.460470582,3.36521112,0,12.47338674,23.45627913,2.620488806,0.726982759,2.208268691,0.317996072,0.393738033,1.089140072,0.542359794,0.910759517,1.1475331,,,,,
120,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.548917585,2.755014799,0,12.77432996,29.77679546,2.761750978,0.556870659,2.440030561,0.345033476,0.331043967,1.084909608,0.546076726,0.862434493,1.054331825,,,,,
240,0,0.15625,0,0,0,1,0,0,0,0,0,0,BxPc3,3.313046449,2.984570504,0,53.72345638,34.55157763,2.96552788,0.513197025,2.726377124,0.275529225,0.212055194,1.039570621,0.580145419,0.789366788,0.979412847,,,,,
0,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,2.609724232,2.152710944,NaN,71.50728017,37.44180939,3.136913289,0.531813729,2.456743426,0.197287668,0.172636548,0.648729045,0.450777479,0.501951847,0.956582398,,,,,
2,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,2.139393933,3.240732774,0.147165918,21.54265892,32.25612121,2.704371756,0.541639307,2.270911182,0.25929773,0.577087281,0.659581738,0.469776281,0.542314976,1.267714856,,,,,
4,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.66640859,3.499022081,0.258169872,0,30.09810236,2.913821887,0.507499822,2.475182956,0.513245515,0.818971747,0.713045364,0.631396433,0.689184259,1.337241675,,,,,
6,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.539312734,4.172716601,0.28192882,74.67658716,30.73848133,2.693952278,0.486134026,2.419608809,0.511616924,0.768348156,0.747650459,0.685020627,0.78176464,1.393546323,,,,,
8,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,3.056756976,2.338930253,0.150358196,24.11860886,29.99109989,2.428925309,0.442014928,2.260781314,0.526828417,0.627212905,0.838342016,0.661151635,0.766773258,1.315104823,,,,,
10,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.558391051,3.017330551,0.163284655,71.8643524,34.76425054,3.072771431,0.523442426,2.568377277,0.540046857,0.704682319,0.912064465,0.668120816,0.827796888,1.312538274,,,,,
15,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,2.816888723,3.146803146,0.090255195,0,30.84464844,2.845941723,0.575039818,2.479914871,0.627798554,0.661543152,0.984721994,0.782534325,0.857532725,1.289680411,,,,,
30,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.083957739,4.293859896,0,67.19416989,26.86574818,2.211482887,0.477455031,2.177455967,0.491265688,0.694704206,1.152833964,0.682483223,0.976655114,1.287737739,,,,,
60,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.138665732,2.351706038,0.109303072,22.33246224,29.65269987,2.878250158,0.424277305,2.569787328,0.304704019,0.605194461,1.052923651,0.539524157,0.957510714,1.300831663,,,,,
90,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.903250346,3.366986673,0.189439811,80.8484158,29.86091961,2.499114697,0.874153764,2.298109163,0.330317445,0.516302635,1.082828287,0.548557753,0.951624463,1.261401839,,,,,
120,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,3.819969566,2.029247808,0,34.26231781,32.39115762,2.971663774,0.496479888,2.499011538,0.372269832,0.48281835,1.137786916,0.567787055,1.011320666,1.213288634,,,,,
240,0,0.625,0,0,0,1,0,0,0,0,0,0,BxPc3,4.867622703,3.875364313,0,55.74909103,36.84112345,2.92970678,0.524353291,2.833004975,0.29026581,0.279121028,1.11780493,0.554552271,0.86294311,1.106412036,,,,,
0,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,1.902839341,2.279711005,NaN,98.47215181,30.81582994,2.981772057,0.646882064,2.3075188,0.229771223,0.184764776,0.675545697,0.468890873,0.518443805,0.969405649,,,,,
2,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,3.761073031,6.499668582,0.98254095,326.2136566,28.1903863,2.459143812,0.447759035,1.973997023,0.300309733,0.853079209,0.686101375,0.49638585,0.614348232,1.336482612,,,,,
4,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,4.19127138,5.361429372,0.915153202,0,31.13857075,2.869195791,0.451076658,2.357031954,0.59762096,0.982205908,0.729308925,0.710220816,0.724424525,1.390530926,,,,,
6,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,6.497761462,5.096905228,0.742196586,47.67692061,25.94903674,2.384248722,0.397864977,2.244306823,0.653924751,0.9457406,0.75752756,0.75729836,0.765101403,1.380886712,,,,,
8,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,7.303410472,2.942684513,0.368184256,0,28.10380962,2.25574558,0.402411025,2.069669127,0.643970817,0.798124637,0.91030122,0.75269141,0.854873411,1.371551897,,,,,
10,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,3.360774837,4.864300223,0.705960157,48.40431768,29.79683428,2.838066448,0.453688028,2.326044213,0.651023247,0.879315167,0.983498117,0.712838069,0.897292546,1.378008719,,,,,
15,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,2.586943999,3.310412472,0.291245339,12.55509829,28.96335049,2.808210988,0.462159398,2.383820547,0.683175914,0.825483752,1.03487707,0.822473024,0.910863207,1.321420094,,,,,
30,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,2.791310214,4.139624942,2.143905201,11.98061956,25.82913386,2.188752522,0.395676164,2.048082296,0.539911761,0.841641609,1.171009046,0.69714494,1.01678857,1.32199987,,,,,
60,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,3.08310846,2.620855833,0.167988213,64.61092058,25.07792188,2.556880976,0.360127072,2.144494091,0.353107885,0.805164386,1.115270667,0.581026475,1.103921176,1.305522198,,,,,
90,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,3.700726112,3.294374918,0.066061394,0,25.94964346,2.045629998,0.407786883,1.950094994,0.390281076,0.736477846,1.120267026,0.589064027,1.073068383,1.343591768,,,,,
120,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,3.197153351,1.949891097,0.196190353,62.06782768,31.29583657,2.783795743,0.434100117,2.397870697,0.404639863,0.652558002,1.123921581,0.598687631,1.092442605,1.233646624,,,,,
240,0,2.5,0,0,0,1,0,0,0,0,0,0,BxPc3,4.292477514,3.475074318,0.200455828,168.0308372,37.24827216,2.858196616,0.444590712,2.524631847,0.316082159,0.385222688,1.147549955,0.575822621,0.989000261,1.150792476,,,,,
