time,EGF_level,HRG_level,IGF1_level,HGF_level,BTC_level,isBxPc3,isBT20,isA431,isADRr,isIGROV1,isACHN,isHCC827,Cellline,pEGFR_au,pMet_au,pERK_au,pAKT_au,FACS_EGFR,FACS_ErbB2,FACS_ErbB3,FACS_IGF1R,FACS_Met
25,3,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,887295.1323,134464.8066,90388.77696,25123.65455,,,,,
25,1,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,1069982.266,131396.9995,83753.53849,25470.08288,,,,,
25,0.111111111,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,239173.9054,123387.2463,113313.1768,41989.95949,,,,,
25,9,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,1099520.167,58480.10947,69130.16399,15783.67497,,,,,
25,3,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,1259985.685,52012.06087,70638.77227,12686.48574,,,,,
25,1,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,955680.7453,52573.02172,76057.72195,12577.5147,,,,,
25,0.333333333,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,573045.8279,49937.72683,103979.4823,21965.04327,,,,,
25,0.111111111,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,226832.6158,47025.74219,109214.8123,28952.76775,,,,,
25,0.037037037,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,134947.4206,42164.08148,88670.10801,34524.76854,,,,,
25,0,0,0,0,0,0,0,0,0,0,1,0,ACHN_DM,72797.791,30585.05624,24001.88328,5034.291027,,,,,
30,9,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,906386.3146,111624.881,,23839.09758,,,,,
30,3,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,878815.8208,120087.7394,,29571.31404,,,,,
30,1,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,841952.2325,124686.7209,,29628.92426,,,,,
30,0.111111111,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,232748.7017,110462.9085,,39235.42772,,,,,
30,9,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,863317.5272,121584.1088,,23512.63969,,,,,
30,3,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,850912.0303,125045.117,,21990.76983,,,,,
30,1,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,778194.5466,128754.6482,,24256.77164,,,,,
30,0.111111111,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,229730.4248,130933.8015,,40517.25502,,,,,
30,9,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,876531.7585,102024.0493,,21683.51534,,,,,
30,3,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,906366.7089,110227.9207,,24592.83124,,,,,
30,1,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,827689.0971,109367.2467,,23848.69928,,,,,
30,0.111111111,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,223407.5915,103376.12,,35356.33987,,,,,
30,9,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,1020844.301,47393.48586,,14198.98816,,,,,
30,3,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,962051.7542,50702.30939,,16887.46489,,,,,
30,1,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,891329.1489,44918.72107,,13483.66131,,,,,
30,0.333333333,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,549979.4779,36440.16646,,27467.68876,,,,,
30,0.111111111,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,221927.3623,26334.44091,,26001.82883,,,,,
30,0.037037037,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,145073.0792,33709.03069,,32278.99418,,,,,
30,0,0,0,0,0,0,0,0,0,0,1,0,ACHN_DM,66674.84839,20341.2027,,5297.009621,,,,,
60,9,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,920048.543,115397.4104,35590.1356,25564.8767,,,,,
60,3,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,888708.1332,118876.0805,57517.93737,27226.56553,,,,,
60,1,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,876931.0755,125919.7801,63809.2049,24311.90972,,,,,
60,0.111111111,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,198219.9898,110383.8173,75903.37674,35494.80753,,,,,
60,9,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,910706.138,127028.9604,61970.66097,29385.15982,,,,,
60,3,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,812527.6243,130475.2456,76736.46696,28901.65507,,,,,
60,1,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,797448.8561,135419.3291,71048.47166,30261.82778,,,,,
60,0.111111111,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,187603.7554,129460.5211,76880.10321,39582.02602,,,,,
60,9,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,928581.3113,111459.9553,59759.32778,31990.5202,,,,,
60,3,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,768056.0159,104823.7647,54128.78697,24894.84088,,,,,
60,1,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,942626.5005,120848.8561,70359.01768,30034.01561,,,,,
60,0.111111111,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,195486.7477,104715.8153,84952.46018,41257.11556,,,,,
60,9,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,869810.8652,61468.5789,69985.56344,26027.20141,,,,,
60,3,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,996099.8156,57782.1062,53266.30452,16680.20175,,,,,
60,1,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,842868.9078,59574.06658,63751.75041,17618.25189,,,,,
60,0.333333333,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,544107.1772,52597.83531,92450.27217,26720.72626,,,,,
60,0.111111111,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,197272.5424,39794.37665,98339.35822,33129.58109,,,,,
60,0.037037037,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,115694.4547,45432.69256,63320.84167,30945.26432,,,,,
60,0,0,0,0,0,0,0,0,0,0,1,0,ACHN_DM,96423.9498,32280.4051,7282.224629,5604.509671,,,,,
120,9,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,533645.1643,84250.90966,43364.80108,25245.20761,,,,,
120,3,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,611179.1577,108627.655,57382.76653,32951.40717,,,,,
120,1,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,585620.0065,115367.3868,62622.76999,34985.44697,,,,,
120,0.111111111,0,0,9,0,0,0,0,0,0,1,0,ACHN_DM,163967.4304,102214.8416,59123.05965,39703.97832,,,,,
120,9,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,569561.1067,110174.5952,77387.73822,31270.15476,,,,,
120,3,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,636987.929,130398.5287,61360.57937,38640.10385,,,,,
120,1,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,592423.3807,132454.7983,65510.50912,37416.37258,,,,,
120,0.111111111,0,0,3,0,0,0,0,0,0,1,0,ACHN_DM,162019.4139,116317.3455,70578.39567,48909.5243,,,,,
120,9,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,641344.0463,106081.0077,80371.09786,38342.43948,,,,,
120,3,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,637981.5153,108239.1432,73695.624,39323.62942,,,,,
120,1,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,599872.8308,118598.6678,74078.10601,42454.61751,,,,,
120,0.111111111,0,0,1,0,0,0,0,0,0,1,0,ACHN_DM,162332.6627,98121.25408,73389.6384,45910.83147,,,,,
120,9,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,687665.7251,60826.49196,78285.40805,32692.32893,,,,,
120,3,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,646654.5938,55972.46366,82588.3306,40944.24649,,,,,
120,1,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,599089.7086,52023.38353,64841.16561,35167.35297,,,,,
120,0.333333333,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,417454.3009,56699.73876,88612.42216,38397.56251,,,,,
120,0.111111111,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,166067.1768,43952.28815,71056.49818,31093.76107,,,,,
120,0.037037037,0,0,0.111111111,0,0,0,0,0,0,1,0,ACHN_DM,101787.5268,40237.73648,53462.32599,30718.92447,,,,,
