time,EGF_level,HRG_level,IGF1_level,HGF_level,BTC_level,isBxPc3,isBT20,isA431,isADRr,isIGROV1,isACHN,isHCC827,Cellline,pEGFR_au,pErbB2_au,pErbB3_au,pIGF1R_au,tEGFR_au,tErbB2_au,tErbB3_au,tIGF1R_au,pERK_au,pAKT_au,pS6_au,pMEK_au,pS6K1_au,pGSK3_au,FACS_EGFR,FACS_ErbB2,FACS_ErbB3,FACS_IGF1R,FACS_Met
15,0,2.5,0,0,0,0,1,0,0,0,0,0,BT20,1159.95108,1120.941241,1417.634035,0,5632.563219,909.1195081,72.8114667,221.3086663,0.377084086,15.52237139,6.918809306,7.466283671,NaN,NaN,,,,,
30,0,2.5,0,0,0,0,1,0,0,0,0,0,BT20,221.6378335,834.5977726,1330.333798,1119.235076,6245.095443,1050.495123,69.1779899,214.1916333,0.850526109,25.58069419,7.136825517,7.263830582,NaN,NaN,,,,,
60,0,2.5,0,0,0,0,1,0,0,0,0,0,BT20,3788.309068,956.1984995,1463.847074,60.32172024,6068.948144,891.484072,54.74429154,214.7523086,0.439926315,21.03457908,6.937771713,7.706741549,NaN,NaN,,,,,
120,0,2.5,0,0,0,0,1,0,0,0,0,0,BT20,769.7885826,703.0535511,958.0130887,0,4983.284834,278.4764773,41.01687511,159.2985441,0.47923196,18.92741003,6.386980149,8.590551345,NaN,NaN,,,,,
240,0,2.5,0,0,0,0,1,0,0,0,0,0,BT20,1529.370438,1153.333827,854.0404247,0,5651.843788,310.4465758,55.67678656,187.6546402,0.312374975,18.60832828,6.59630378,8.538861601,NaN,NaN,,,,,
0,0,10,0,0,0,0,1,0,0,0,0,0,BT20,668.7548598,177.5291986,99.23646863,0,5837.125939,935.1968351,74.35651465,182.8101748,0.13040858,11.53130398,5.23224487,7.728454664,NaN,NaN,,,,,
5,0,10,0,0,0,0,1,0,0,0,0,0,BT20,377.3106913,1311.66361,1601.229215,0,5572.044975,914.3581611,58.59788015,194.1978944,1.650510461,20.07208472,5.114129242,9.977906763,NaN,NaN,,,,,
10,0,10,0,0,0,0,1,0,0,0,0,0,BT20,0,1508.227876,1256.041284,117.8486477,4586.589196,891.3321863,56.99269528,186.9903971,0.870134157,17.57748984,4.460748711,8.864120752,NaN,NaN,,,,,
15,0,10,0,0,0,0,1,0,0,0,0,0,BT20,0,1355.663896,1605.275844,72.86496669,4954.937056,942.8562012,57.48105803,204.9538794,0.44067834,20.72937601,7.090866332,8.644624402,NaN,NaN,,,,,
30,0,10,0,0,0,0,1,0,0,0,0,0,BT20,124.8863745,831.0122601,1253.581603,125.5752423,5369.734924,1025.72507,67.21316308,214.8290454,0.613740779,19.13464249,5.134526901,8.440838937,NaN,NaN,,,,,
60,0,10,0,0,0,0,1,0,0,0,0,0,BT20,692.6029263,676.7135292,1516.604133,0,5871.866381,860.224945,58.6339502,214.0756316,0.617371491,24.22650727,7.060358172,8.378707295,NaN,NaN,,,,,
