#t G_p G_t I_l I_p Q_sto1 Q_sto2 Q_gut I_1 I_d X I_po Y aa cc EGP V_mmax U_idm E S I G HE m_3 Q_sto Ra k_empt U_id U S_po Compartment1 V_G k_1 k_2 G_b V_I m_1 m_2 m_4 m_5 m_6 HE_b I_b S_b S_b_minus k_max k_min k_abs k_gri f b d BW k_p1 k_p2 k_p3 k_p4 k_i U_ii V_m0 V_mX K_m0 p_2U part K alpha beta gamma k_e1 k_e2 D 
##CONCENTRATIONS
67 308.093466166791 204.390293727162 44.36614630014 12.32721812387 1855.4776814074112 40265.27043176387087 6499.9386425692774 89.16277117251 36.75810435762 160.724497201755 16.48506651957 6.3549979956 0.0001780627 0.0032051282 0.7034036709 8.0432410948 3.8233389620 0.000000 8.2425332598 246.544362477427 163.879503280208 0.3965269889 0.1248442374 42120.74811317128479 4.2749596457 0.0080200224 3.8233389620 4.8233389620 8.2762633182 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
68 308.173043677832 204.429068793952 44.60027683037 12.39749856370 1754.7825221155542 40043.95295237456594 6452.7993081746918 90.40674575485 37.17537215883 162.727740837149 16.51677248860 6.4147085113 0.0001780627 0.0032051282 0.6975217191 8.1185630555 3.8595271834 0.000000 8.2583862443 247.949971274008 163.921831743527 0.3960450582 0.1245930049 41798.73547449011676 4.2439564681 0.0080178538 3.8595271834 4.8595271834 8.2882678732 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
69 308.213923172460 204.434177497603 44.82144186192 12.46451634425 1659.5593557990937 39819.04399075062247 6406.4431328333803 91.65174287136 37.59915236430 164.710441837140 16.54455915781 6.4716804848 0.0001780627 0.0032051282 0.6919046341 8.1931126131 3.8950187591 0.000000 8.2722795789 249.290326885016 163.943576155564 0.3956227008 0.1243731577 41478.60334654971666 4.2134683681 0.0080159308 3.8950187591 4.8950187591 8.2983115711 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
70 308.216743999118 204.406464725122 45.02901799408 12.52803431489 1569.5088359725662 39590.85185532729520 6360.8180366727665 92.89721857484 38.02939872183 166.671067279844 16.56845038308 6.5259372485 0.0001780627 0.0032051282 0.6865500154 8.2668321297 3.9297856348 0.000000 8.2842251915 250.560686297897 163.945076595276 0.3952595542 0.1241843766 41160.36069129985844 4.1834610934 0.0080142243 3.9297856348 4.9297856348 8.3064037181 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
71 308.182140276241 204.346781703713 45.22246963701 12.58782075162 1484.3446395945591 39359.66336091403355 6315.8841151586957 94.14260170452 38.46605968409 168.608026538447 16.58850477835 6.5775017377 0.0001780627 0.0032051282 0.6814533730 8.3396617978 3.9637991477 0.000000 8.2942523892 251.756415032344 163.926670359703 0.3949547274 0.1240260880 40844.00800050859107 4.1539083988 0.0080127092 3.9637991477 4.9637991477 8.3125614927 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
72 308.110743148328 204.255983375469 45.40133248639 12.64368602213 1403.7948100759347 39125.75248312758777 6271.6025487724128 95.38729387681 38.90907904972 170.519658138875 16.60477568432 6.6263971041 0.0001780627 0.0032051282 0.6766105906 8.4115391460 3.9970297884 0.000000 8.3023878422 252.873720442587 163.888693164005 0.3947074096 0.1238977794 40529.54729320351908 4.1247847532 0.0080113630 3.9970297884 4.9970297884 8.3168042156 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
73 308.003098108793 204.134900916397 45.56489408618 12.69552212388 1327.6266912097083 38889.40676178443391 6227.8829837130043 96.63066856388 39.35840658299 172.404040612566 16.61715810616 6.6726551256 0.0001780627 0.0032051282 0.6720274638 8.4823919270 4.0294435623 0.000000 8.3085790531 253.910442477562 163.831435164251 0.3945191968 0.1238002047 40217.03345299413922 4.0960307316 0.0080101665 4.0294435623 5.0294435623 8.3191350078 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
74 307.859835415859 203.984398430613 45.71278979963 12.74317713600 1255.5937179858493 38650.87036335070297 6184.6963303047332 97.87208900265 39.81397593527 174.259448307871 16.62572153327 6.7162990394 0.0001780627 0.0032051282 0.6676989715 8.5521552564 4.0610107391 0.000000 8.3128607666 254.863542719947 163.755231604180 0.3943890327 0.1237327596 39906.46408133655495 4.0676272019 0.0080091022 4.0610107391 5.0610107391 8.3195809536 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
75 307.681571528774 203.805338463782 45.84462373827 12.78653178503 1187.4665919121796 38410.38090315678710 6142.0046624374227 99.11090334654 40.27571782191 176.084101234004 16.63050098464 6.7573539568 0.0001780627 0.0032051282 0.6636222785 8.6207622064 4.0917010547 0.000000 8.3152504923 255.730635700591 163.660410387646 0.3943163850 0.1236951294 39597.84749506896333 4.0395492203 0.0080081550 4.0917010547 5.0917010547 8.3181675220 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
76 307.468925667693 203.598586647733 45.96002488939 12.82548573697 1123.0280134425766 38168.16476715092722 6099.7712512742428 100.346448909717 40.74355802883 177.876216134771 16.63152728714 6.7958453572 0.0001780627 0.0032051282 0.6597948475 8.6881457267 4.1214846936 0.000000 8.3157636436 256.509714739390 163.547300887071 0.3943007852 0.1236870502 39291.19278059350472 4.0117726306 0.0080073114 4.1214846936 5.1214846936 8.3149219562 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
77 307.222418048183 203.364979667937 46.05885524677 12.85991034735 1062.0939364072210 37924.42912754039571 6057.9503568693153 101.578025355991 41.21742829819 179.633716940242 16.62885793108 6.8318059534 0.0001780627 0.0032051282 0.6562126473 8.7542277570 4.1503268039 0.000000 8.3144289655 257.198206946983 163.416179812863 0.3943413594 0.1237080647 38986.52306394761399 3.9842673501 0.0080065598 4.1503268039 5.1503268039 8.3098747307 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
78 306.942694926563 203.105393386478 46.14080430716 12.88973490512 1004.4651055647197 37679.37795281959552 6016.5128388453659 102.804960682091 41.69724251982 181.354896035089 16.62252662882 6.8652606898 0.0001780627 0.0032051282 0.6528730123 8.8189440909 4.1782000378 0.000000 8.3112633144 257.794698102353 163.267390918384 0.3944375952 0.1237579191 38683.84305838431465 3.9570142132 0.0080058895 4.1782000378 5.1782000378 8.3030573417 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
79 306.630372530716 202.820694024413 46.20567496355 12.91488230222 949.960336898033 37433.20189237444720 5975.4274877451689 104.026569864333 42.18291349133 183.037967972641 16.61257772646 6.8962373983 0.0001780627 0.0032051282 0.6497726928 8.8822275958 4.2050760884 0.000000 8.3062888632 258.297646044391 163.101261984424 0.3945888186 0.1238362915 38383.16222927247873 3.9299926939 0.0080052915 4.2050760884 5.2050760884 8.2945032495 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
80 306.286071544666 202.511747558739 46.25335225251 12.93529212364 898.408527209669 37186.07963442375330 5934.6666318491370 105.242164217494 42.67434939533 184.681166447782 16.59906384575 6.9247643854 0.0001780627 0.0032051282 0.6469079595 8.9440118584 4.2309275353 0.000000 8.2995319229 258.705842472764 162.918123162056 0.3947942295 0.1239428097 38084.48816163342417 3.9031845925 0.0080047577 4.2309275353 5.2309275353 8.2842482711 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
81 305.910363086702 202.179400387465 46.28410920567 12.95098381561 849.657172604900 36938.16336896020221 5894.2146722119596 106.451017551282 43.17145970464 186.282519075361 16.58209821025 6.9508724919 0.0001780627 0.0032051282 0.6442714308 9.0042227172 4.2557236405 0.000000 8.2910491051 259.019676312179 162.718278237608 0.3950521072 0.1240766374 37787.82054156510276 3.8765796498 0.0080042807 4.2557236405 5.2557236405 8.2723380527 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
82 305.503900821667 201.824523086375 46.29790476924 12.96190847201 803.550358161815 36689.61432289794175 5854.0480854720827 107.652454134746 43.67414124856 187.840409820832 16.56173272852 6.9745902623 0.0001780627 0.0032051282 0.6418594544 9.0627994093 4.2794408468 0.000000 8.2808663643 259.238169440240 162.502074905142 0.3953616625 0.1242374346 37493.16468105975946 3.8501623947 0.0080038543 4.2794408468 5.2794408468 8.2588099032 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
83 305.067325621305 201.447977069102 46.29491339472 12.96805892480 759.944053154131 36440.57710806123214 5814.1502924288125 108.845787814003 44.18228852193 189.353178936817 16.53804899850 6.9959475338 0.0001780627 0.0032051282 0.6396665914 9.1196795280 4.3020552997 0.000000 8.2690244993 259.361178496018 162.269854053885 0.3957216552 0.1244246383 37200.52116121536528 3.8239219231 0.0080034729 4.3020552997 5.3020552997 8.2437059574 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
84 304.601284430877 201.050619403167 46.27534125533 12.96945604874 718.702585844732 36191.18684402671352 5774.5069440637972 110.030337884834 44.69579193834 190.819215910536 16.51113170441 7.0149745388 0.0001780627 0.0032051282 0.6376872359 9.1748025182 4.3235445602 0.000000 8.2555658522 259.389120974806 162.021959803658 0.3961307981 0.1246376722 36909.88942987144401 3.7978487978 0.0080031314 4.3235445602 5.3235445602 8.2270694329 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
85 304.106411098401 200.633293770639 46.23928387982 12.96618850998 679.701202926053 35941.56960538643034 5735.1034397871881 111.205423569768 45.21454034001 192.236908318616 16.48105907907 7.0317019647 0.0001780627 0.0032051282 0.6359162225 9.2281077528 4.3438865983 0.000000 8.2405295395 259.323770199597 161.758729307660 0.3965879020 0.1248760203 36621.27080831248168 3.7719334162 0.0080028256 4.3438865983 5.3438865983 8.2089440860 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
86 303.583387531443 200.196854443747 46.18713845442 12.95829966607 642.816380513308 35691.84308689974569 5695.9317734799624 112.370390034416 45.73841372857 193.604829156980 16.44792968091 7.0461607464 0.0001780627 0.0032051282 0.6343471083 9.2795415763 4.3630633846 0.000000 8.2239648405 259.165993321358 161.480525282683 0.3970914689 0.1251390139 36334.65946741305379 3.7461705126 0.0080025514 4.3630633846 5.3630633846 8.1893748658 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
87 303.032897681328 199.742146212119 46.11927608949 12.94587839570 607.932476950740 35442.11697793912754 5656.9849344402401 113.524592324303 46.26728904304 194.921605998555 16.41184072013 7.0583822158 0.0001780627 0.0032051282 0.6329735570 9.3290523855 4.3810583381 0.000000 8.2059203601 258.917567914019 161.187711532621 0.3976400211 0.1254260021 36050.04945488987141 3.7205554761 0.0080023055 4.3810583381 5.3810583381 8.1684069709 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
88 302.455627030011 199.270004735307 46.03597387037 12.92900007206 574.941240610751 35192.49677865712147 5618.2535718664603 114.667401024581 46.80103998952 196.185946311363 16.37287988595 7.0683981402 0.0001780627 0.0032051282 0.6317898464 9.3765915813 4.3978567716 0.000000 8.1864399430 258.580001441257 160.880652675538 0.3982322257 0.1257364155 35767.43801926787273 3.6950821569 0.0080020848 4.3978567716 5.3978567716 8.1460838992 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
89 301.852251274934 198.781252266511 45.93727829077 12.90769503389 543.742987482709 34943.08722271090664 5579.7217364309354 115.798203255235 47.33953823075 197.396628395256 16.33111306620 7.0762407914 0.0001780627 0.0032051282 0.6307916408 9.4221132277 4.4134456714 0.000000 8.1655565331 258.153900677714 160.559708124965 0.3988670814 0.1260698643 35486.83021019361331 3.6697400651 0.0080018865 4.4134456714 5.4134456714 8.1224455226 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
90 301.223496212844 198.276714002449 45.82363300984 12.88209865552 514.237958084278 34693.97926431907399 5541.3860252137974 116.916412292902 47.88264795656 198.552598091904 16.28663968385 7.0819425776 0.0001780627 0.0032051282 0.6299724939 9.4655776883 4.4278155801 0.000000 8.1433198419 257.641973110386 160.225263943002 0.3995430768 0.1264256963 35208.21722240334930 3.6445269627 0.0080017083 4.4278155801 5.4278155801 8.0975356631 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
91 300.570087204936 197.757202445233 45.69532126046 12.85231978480 486.332904736917 34445.26255451769975 5503.2384316153266 118.021463814147 48.43023071954 199.652901456691 16.23954317012 7.0855363542 0.0001780627 0.0032051282 0.6293269725 9.5069490948 4.4409592077 0.000000 8.1197715851 257.046395695947 159.877705960072 0.4002589438 0.1268033905 34931.59545925461862 3.6194375839 0.0080015481 4.4409592077 5.4409592077 8.0713949323 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
92 299.892737500810 197.223518160837 45.55268552501 12.81843440830 459.941832331081 34197.02029184711864 5465.2717707815000 119.112796348829 48.98214602947 200.696595217703 16.18990754904 7.0870556071 0.0001780627 0.0032051282 0.6288496505 9.5461919802 4.4528698504 0.000000 8.0949537745 256.368688166080 159.517413564261 0.4010134053 0.1272024243 34656.96212417820061 3.5944672031 0.0080014038 4.4528698504 5.4528698504 8.0440650521 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
93 299.192152030531 196.676449262031 45.39610988978 12.78048951788 434.985150582880 33949.33019734456320 5427.4792095473895 120.189856567860 49.53825121392 201.682769757928 16.13781599595 7.0865344158 0.0001780627 0.0032051282 0.6285351913 9.5832721429 4.4635417772 0.000000 8.0689079980 255.609790357679 159.144761718367 0.4018051969 0.1276222846 34384.31534792744060 3.5696113263 0.0080012739 4.4635417772 5.4635417772 8.0155881885 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
