#t G_p G_t I_l I_p Q_sto1 Q_sto2 Q_gut I_1 I_d X I_po Y aa cc EGP V_mmax U_idm E S I G HE m_3 Q_sto Ra k_empt U_id U S_po Compartment1 V_G k_1 k_2 G_b V_I m_1 m_2 m_4 m_5 m_6 HE_b I_b S_b S_b_minus k_max k_min k_abs k_gri f b d BW k_p1 k_p2 k_p3 k_p4 k_i U_ii V_m0 V_mX K_m0 p_2U part K alpha beta gamma k_e1 k_e2 D 
##CONCENTRATIONS
10 191.872634921034 138.138276103207 12.16547389760 2.8235668400 44643.50488167141157 25163.62883516012153 6696.1570471975283 25.72103113354 25.01346131118 2.8497592639 9.8794277110 0.0897573728 0.0001780627 0.0032051282 1.4613976823 2.1071509483 0.8002627748 0.000000 4.9397138555 56.47133679951 102.059912192039 0.4969326988 0.1876830646 69807.13371683153673 4.4040109810 0.0505024279 0.8002627748 1.8002627748 5.9350795925 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
11 195.352486627220 138.967473830113 13.96309301124 3.2479376662 42220.62471128975449 26316.91691985431680 7559.2155093783640 25.99573489478 25.02006780078 3.9176565225 10.85890934071 0.1281805615 0.0001780627 0.0032051282 1.3934985706 2.1473038852 0.8185414315 0.000000 5.4294546704 64.95875332472 103.910897142138 0.4820445780 0.1768269352 68537.54163114406401 4.9716378927 0.0479700784 0.8185414315 1.8185414315 6.3882907263 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
12 199.145796824513 139.941713675575 15.91231545084 3.7233841338 39929.23855783016188 27363.34784679049699 8350.3413606734430 26.33916686181 25.02904957087 5.2441698124 11.78648644359 0.1751235976 0.0001780627 0.0032051282 1.3281275183 2.1971807849 0.8411780231 0.000000 5.8932432218 74.46768267680 105.928615332188 0.4679454061 0.1671062108 67292.58640462065523 5.4919552795 0.0446230013 0.8411780231 1.8411780231 6.7843274192 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
13 203.193031715356 141.063353827917 17.97395800985 4.2428100630 37762.20984778198181 28341.63544086994079 9042.8214813271970 26.75829227934 25.04095730139 6.8519217223 12.63158586730 0.2309830154 0.0001780627 0.0032051282 1.2672940111 2.2576322568 0.8685838395 0.000000 6.3157929336 84.85620126030 108.081399848594 0.4550998948 0.1586877653 66103.84528865192260 5.9473941281 0.0406047766 0.8685838395 1.8685838395 7.1095127331 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
14 207.425465170959 142.330199952318 20.09892200818 4.7964596091 35712.78945182448660 29283.16237098681086 9618.2126855816441 27.25870067988 25.05638664485 8.7573339903 13.36719988082 0.2959524084 0.0001780627 0.0032051282 1.2128060907 2.3292757580 0.9010820401 0.000000 6.6835999404 95.92919218229 110.332694239872 0.4439185618 0.1516765728 64995.95182281130110 6.3258244971 0.0362593644 0.9010820401 1.9010820401 7.3566655148 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
15 211.771326008131 143.735522102739 22.23089260288 5.3719875261 33774.59459199207049 30207.60341793338739 10070.18668908947438 27.84420823870 25.07596571699 10.96913634559 13.97455042502 0.3700129515 0.0001780627 0.0032051282 1.1659693077 2.4124395266 0.9388824604 0.000000 6.9872752125 107.439750521195 112.644322344751 0.4346868335 0.1460968951 63982.19800992545788 6.6230843224 0.0319944675 0.9388824604 1.9388824604 7.5273291627 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
16 216.163712775392 145.268565215232 24.31208306182 5.9551024485 31941.58894493194020 31121.82408326137374 10404.87573268100459 28.51649692751 25.10033952903 13.48706488291 14.44732553675 0.4529458582 0.0001780627 0.0032051282 1.1273084292 2.5071136396 0.9820584865 0.000000 7.2236627684 119.102048970375 114.980698284783 0.4275006518 0.1418781071 63063.41302819331759 6.8432067319 0.0281164865 0.9820584865 1.9820584865 7.6311416616 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
17 220.546322328244 146.915498832868 26.28992729207 6.5308669994 30208.06371088245578 32023.51698541788573 10636.61620655117076 29.27490603068 25.13015236643 16.30122122967 14.79187533762 0.5443652166 0.0001780627 0.0032051282 1.0965434559 2.6129259182 1.0305332831 0.000000 7.3959376688 130.617339988946 117.311873578853 0.4222634949 0.1388696461 62231.58069630034151 6.9956206589 0.0247681381 1.0305332831 2.0305332831 7.6820505432 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
18 224.875386037573 148.660574198719 28.12223726872 7.0852113613 28568.61988473902238 32906.48129654484364 10782.36730135317521 30.11646186105 25.16602910042 19.39243800007 15.02359531527 0.6437615363 0.0001780627 0.0032051282 1.0728092369 2.7291556688 1.0840807651 0.000000 7.5117976576 141.704227225804 119.614567041262 0.4187413512 0.1368768566 61475.10118128386966 7.0914800328 0.0219650602 1.0840807651 2.0840807651 7.6940920893 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
19 229.118415945065 150.487191788734 29.77952181138 7.6061847863 27018.15149065615697 33764.26815029632417 10858.07235323228269 31.03614365562 25.20855782589 22.73361025862 15.16189269004 0.7505435551 0.0001780627 0.0032051282 1.0549693378 2.8547837457 1.1423409833 0.000000 7.5809463450 152.123695726865 121.871497843120 0.4166392311 0.1356989673 60782.41964095248113 7.1412706631 0.0196566430 1.1423409833 2.1423409833 7.6790922606 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
20 233.251763883957 152.378711042110 31.24481707824 8.0846705031 25551.82968544499090 34591.55935715098894 10877.43744219196742 32.02731004818 25.25827559140 26.29165355652 15.22632144540 0.8640709657 0.0001780627 0.0032051282 1.0418601502 2.9885661737 1.2048453962 0.000000 7.6131607227 161.693410062546 124.070087172318 0.4156599140 0.1351531164 60143.38904259598348 7.1540069331 0.0177689656 1.2048453962 2.2048453962 7.6462876611 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
21 237.258582954140 154.319001299731 32.51221071680 8.5145799734 24165.08770164662201 35384.14310415432556 10852.11432081842395 33.08218796677 25.31565805857 30.02966754099 15.23478573005 0.9836777913 0.0001780627 0.0032051282 1.0324062952 3.1291154995 1.2710464274 0.000000 7.6173928650 170.291599467902 126.201373911776 0.4155312569 0.1350815416 59549.23080580095120 7.1373521110 0.0162265838 1.2710464274 2.2710464274 7.6028526417 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
22 241.127566683170 156.292819504229 33.58494098507 8.8927070288 22853.60661024470755 36138.66674967999279 10792.05500805208067 34.19234920193 25.38111312397 33.90899299334 15.20311225531 1.1086898924 0.0001780627 0.0032051282 1.0256497545 3.2749781365 1.3403471972 0.000000 7.6015561277 177.854140576876 128.259343980410 0.4160126937 0.1353495375 58992.27335992470034 7.0978515630 0.0149620762 1.3403471972 2.3403471972 7.5543745280 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
23 244.852040277466 158.286086891275 34.47337031759 9.2184080781 21613.30186892300480 36852.64530903405830 10705.58441751425016 35.34913767332 25.45497810072 37.89101409331 15.14493889167 1.2384395314 0.0001780627 0.0032051282 1.0207586890 3.4247021299 1.4121293757 0.000000 7.5724694458 184.368161561551 130.240446956099 0.4168969288 0.1358429074 58465.94717795705947 7.0409805207 0.0139194835 1.4121293757 2.4121293757 7.5050364193 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
