time,nExpID,input_bmp2,input_dcf,input_dorso,input_il6,input_noggin,HAMP_qpcr_scaled,SOCS3_qpcr_scaled,ID1_qpcr_scaled,ID3_qpcr_scaled,SMAD6_qpcr_scaled,Experiment
90,13,0,0,0,0,0,NaN,2.650442e-01,NaN,NaN,NaN,2015_51_Anja
90,13,0,0,0,0,0,NaN,3.913242e-01,NaN,NaN,NaN,2015_51_Anja
120,13,0,0,0,0,0,NaN,1.280556e-01,NaN,NaN,NaN,2015_51_Anja
120,13,0,0,0,0,0,NaN,2.074713e-01,NaN,NaN,NaN,2015_51_Anja
180,13,0,0,0,0,0,NaN,1.674825e-01,NaN,NaN,NaN,2015_51_Anja
180,13,0,0,0,0,0,NaN,1.358306e-01,NaN,NaN,NaN,2015_51_Anja
210,13,0,0,0,0,0,NaN,2.618893e-01,NaN,NaN,NaN,2015_51_Anja
210,13,0,0,0,0,0,NaN,1.816129e-01,NaN,NaN,NaN,2015_51_Anja
210,13,0,0,0,0,0,NaN,1.558065e-01,NaN,NaN,NaN,2015_51_Anja
360,13,0,0,0,0,0,NaN,2.179283e-01,NaN,NaN,NaN,2015_51_Anja
360,13,0,0,0,0,0,NaN,2.666667e-01,NaN,NaN,NaN,2015_51_Anja
360,13,0,0,0,0,0,NaN,2.750000e-01,NaN,NaN,NaN,2015_51_Anja
30,13,0,500,0,10,0,NaN,5.223881e+00,NaN,NaN,NaN,2015_51_Anja
30,13,0,500,0,10,0,NaN,6.058632e+00,NaN,NaN,NaN,2015_51_Anja
30,13,0,500,0,10,0,NaN,6.777778e+00,NaN,NaN,NaN,2015_51_Anja
40,13,0,500,0,10,0,NaN,7.624633e+00,NaN,NaN,NaN,2015_51_Anja
40,13,0,500,0,10,0,NaN,6.970443e+00,NaN,NaN,NaN,2015_51_Anja
40,13,0,500,0,10,0,NaN,6.666667e+00,NaN,NaN,NaN,2015_51_Anja
60,13,0,500,0,10,0,NaN,3.196721e+01,NaN,NaN,NaN,2015_51_Anja
60,13,0,500,0,10,0,NaN,3.547486e+01,NaN,NaN,NaN,2015_51_Anja
60,13,0,500,0,10,0,NaN,3.710145e+01,NaN,NaN,NaN,2015_51_Anja
80,13,0,500,0,10,0,NaN,3.000000e+01,NaN,NaN,NaN,2015_51_Anja
80,13,0,500,0,10,0,NaN,2.488152e+01,NaN,NaN,NaN,2015_51_Anja
80,13,0,500,0,10,0,NaN,2.010989e+01,NaN,NaN,NaN,2015_51_Anja
90,13,0,500,0,10,0,NaN,2.766497e+01,NaN,NaN,NaN,2015_48_Anja
90,13,0,500,0,10,0,NaN,2.312925e+01,NaN,NaN,NaN,2015_48_Anja
90,13,0,500,0,10,0,NaN,2.047714e+01,NaN,NaN,NaN,2015_48_Anja
120,13,0,500,0,10,0,NaN,6.438679e+00,NaN,NaN,NaN,2015_48_Anja
120,13,0,500,0,10,0,NaN,5.833333e+00,NaN,NaN,NaN,2015_48_Anja
120,13,0,500,0,10,0,NaN,5.272727e+00,NaN,NaN,NaN,2015_48_Anja
180,13,0,500,0,10,0,NaN,1.729345e+00,NaN,NaN,NaN,2015_48_Anja
180,13,0,500,0,10,0,NaN,1.142857e+00,NaN,NaN,NaN,2015_48_Anja
180,13,0,500,0,10,0,NaN,1.572025e+00,NaN,NaN,NaN,2015_48_Anja
210,13,0,500,0,10,0,NaN,7.084189e-01,NaN,NaN,NaN,2015_48_Anja
210,13,0,500,0,10,0,NaN,9.404517e-01,NaN,NaN,NaN,2015_48_Anja
210,13,0,500,0,10,0,NaN,9.536424e-01,NaN,NaN,NaN,2015_48_Anja
360,13,0,500,0,10,0,NaN,1.915493e+00,NaN,NaN,NaN,2015_48_Anja
360,13,0,500,0,10,0,NaN,1.869010e+00,NaN,NaN,NaN,2015_48_Anja
360,13,0,500,0,10,0,NaN,1.552901e+00,NaN,NaN,NaN,2015_48_Anja
30,13,0,0,0,10,0,NaN,4.659950e+00,NaN,NaN,NaN,2015_48_Anja
30,13,0,0,0,10,0,NaN,4.823232e+00,NaN,NaN,NaN,2015_48_Anja
30,13,0,0,0,10,0,NaN,6.472393e+00,NaN,NaN,NaN,2015_48_Anja
40,13,0,0,0,10,0,NaN,6.578073e+00,NaN,NaN,NaN,2015_48_Anja
40,13,0,0,0,10,0,NaN,7.897839e+00,NaN,NaN,NaN,2015_48_Anja
40,13,0,0,0,10,0,NaN,9.273084e+00,NaN,NaN,NaN,2015_48_Anja
60,13,0,0,0,10,0,NaN,1.165698e+01,NaN,NaN,NaN,2015_48_Anja
60,13,0,0,0,10,0,NaN,1.338279e+01,NaN,NaN,NaN,2015_48_Anja
60,13,0,0,0,10,0,NaN,1.754717e+01,NaN,NaN,NaN,2015_48_Anja
80,13,0,0,0,10,0,NaN,2.770833e+00,NaN,NaN,NaN,2015_48_Anja
80,13,0,0,0,10,0,NaN,3.017032e+00,NaN,NaN,NaN,2015_48_Anja
80,13,0,0,0,10,0,NaN,4.512195e+00,NaN,NaN,NaN,2015_48_Anja
90,13,0,0,0,10,0,NaN,2.312139e+00,NaN,NaN,NaN,2015_48_Anja
90,13,0,0,0,10,0,NaN,2.603687e+00,NaN,NaN,NaN,2015_48_Anja
90,13,0,0,0,10,0,NaN,3.443526e+00,NaN,NaN,NaN,2015_48_Anja
120,13,0,0,0,10,0,NaN,1.702432e+00,NaN,NaN,NaN,2015_48_Anja
120,13,0,0,0,10,0,NaN,1.602289e+00,NaN,NaN,NaN,2015_48_Anja
120,13,0,0,0,10,0,NaN,1.408840e+00,NaN,NaN,NaN,2015_48_Anja
180,13,0,0,0,10,0,NaN,1.747826e+00,NaN,NaN,NaN,2015_48_Anja
180,13,0,0,0,10,0,NaN,1.492857e+00,NaN,NaN,NaN,2015_48_Anja
180,13,0,0,0,10,0,NaN,1.583333e+00,NaN,NaN,NaN,2015_48_Anja
210,13,0,0,0,10,0,NaN,2.313725e+00,NaN,NaN,NaN,2015_48_Anja
210,13,0,0,0,10,0,NaN,1.774554e+00,NaN,NaN,NaN,2015_48_Anja
210,13,0,0,0,10,0,NaN,2.516340e+00,NaN,NaN,NaN,2015_48_Anja
360,13,0,0,0,10,0,NaN,1.132231e+00,NaN,NaN,NaN,2015_48_Anja
360,13,0,0,0,10,0,NaN,1.266667e+00,NaN,NaN,NaN,2015_48_Anja
360,13,0,0,0,10,0,NaN,1.462185e+00,NaN,NaN,NaN,2015_48_Anja
0,15,0,500,0,0,0,NaN,6.276276e-03,NaN,NaN,NaN,2015_48_Anja
0,15,0,500,0,0,0,NaN,3.027344e-03,NaN,NaN,NaN,2015_48_Anja
0,15,0,500,0,0,0,NaN,2.595420e-03,NaN,NaN,NaN,2015_48_Anja
100,15,0,500,0,0,0,NaN,9.100985e-02,NaN,NaN,NaN,2015_48_Anja
100,15,0,500,0,0,0,NaN,6.271845e-02,NaN,NaN,NaN,2015_48_Anja
100,15,0,500,0,0,0,NaN,7.399347e-02,NaN,NaN,NaN,2015_48_Anja
120,15,0,500,0,0,0,NaN,4.612795e-02,NaN,NaN,NaN,2015_48_Anja
120,15,0,500,0,0,0,NaN,5.162907e-02,NaN,NaN,NaN,2015_48_Anja
120,15,0,500,0,0,0,NaN,4.312697e-02,NaN,NaN,NaN,2015_48_Anja
140,15,0,500,0,0,0,NaN,2.918182e-02,NaN,NaN,NaN,2015_48_Anja
140,15,0,500,0,0,0,NaN,5.500000e-02,NaN,NaN,NaN,2015_48_Anja
140,15,0,500,0,0,0,NaN,6.672535e-02,NaN,NaN,NaN,2015_48_Anja
160,15,0,500,0,0,0,NaN,1.965958e-02,NaN,NaN,NaN,2015_48_Anja
160,15,0,500,0,0,0,NaN,2.049123e-02,NaN,NaN,NaN,2015_48_Anja
160,15,0,500,0,0,0,NaN,1.675439e-02,NaN,NaN,NaN,2015_48_Anja
180,15,0,500,0,0,0,NaN,6.862745e-02,NaN,NaN,NaN,2015_48_Anja
180,15,0,500,0,0,0,NaN,2.883621e-02,NaN,NaN,NaN,2015_48_Anja
180,15,0,500,0,0,0,NaN,2.232283e-02,NaN,NaN,NaN,2015_48_Anja
200,15,0,500,0,0,0,NaN,2.393750e-02,NaN,NaN,NaN,2015_48_Anja
200,15,0,500,0,0,0,NaN,9.744681e-03,NaN,NaN,NaN,2015_48_Anja
200,15,0,500,0,0,0,NaN,1.532544e-02,NaN,NaN,NaN,2015_48_Anja
30,15,0,500,0,0,0,NaN,6.523810e-03,NaN,NaN,NaN,2015_48_Anja
30,15,0,500,0,0,0,NaN,2.851852e-03,NaN,NaN,NaN,2015_48_Anja
30,15,0,500,0,0,0,NaN,7.134832e-03,NaN,NaN,NaN,2015_48_Anja
360,15,0,500,0,0,0,NaN,5.415282e-02,NaN,NaN,NaN,2015_48_Anja
360,15,0,500,0,0,0,NaN,5.755396e-02,NaN,NaN,NaN,2015_48_Anja
360,15,0,500,0,0,0,NaN,5.409253e-02,NaN,NaN,NaN,2015_48_Anja
40,15,0,500,0,0,0,NaN,1.141026e-02,NaN,NaN,NaN,2015_48_Anja
40,15,0,500,0,0,0,NaN,1.077381e-02,NaN,NaN,NaN,2015_48_Anja
40,15,0,500,0,0,0,NaN,6.768293e-03,NaN,NaN,NaN,2015_48_Anja
60,15,0,500,0,0,0,NaN,2.304762e-02,NaN,NaN,NaN,2015_48_Anja
60,15,0,500,0,0,0,NaN,2.805405e-02,NaN,NaN,NaN,2015_48_Anja
60,15,0,500,0,0,0,NaN,2.298429e-02,NaN,NaN,NaN,2015_48_Anja
80,15,0,500,0,0,0,NaN,1.725610e-02,NaN,NaN,NaN,2015_48_Anja
80,15,0,500,0,0,0,NaN,2.639098e-02,NaN,NaN,NaN,2015_48_Anja
80,15,0,500,0,0,0,NaN,2.844156e-02,NaN,NaN,NaN,2015_48_Anja
90,15,0,500,0,0,0,NaN,9.348697e-02,NaN,NaN,NaN,2015_48_Anja
90,15,0,500,0,0,0,NaN,6.375000e-02,NaN,NaN,NaN,2015_48_Anja
90,15,0,500,0,0,0,NaN,6.410448e-02,NaN,NaN,NaN,2015_48_Anja
100,15,0,0,0,0,0,NaN,3.616667e-02,NaN,NaN,NaN,2015_48_Anja
100,15,0,0,0,0,0,NaN,2.097087e-02,NaN,NaN,NaN,2015_48_Anja
100,15,0,0,0,0,0,NaN,1.733333e-02,NaN,NaN,NaN,2015_48_Anja
120,15,0,0,0,0,0,NaN,1.144231e-02,NaN,NaN,NaN,2015_48_Anja
120,15,0,0,0,0,0,NaN,8.344262e-03,NaN,NaN,NaN,2015_48_Anja
120,15,0,0,0,0,0,NaN,6.805075e-03,NaN,NaN,NaN,2015_48_Anja
140,15,0,0,0,0,0,NaN,9.573460e-03,NaN,NaN,NaN,2015_48_Anja
140,15,0,0,0,0,0,NaN,1.012987e-02,NaN,NaN,NaN,2015_48_Anja
140,15,0,0,0,0,0,NaN,1.229508e-02,NaN,NaN,NaN,2015_48_Anja
160,15,0,0,0,0,0,NaN,6.680162e-03,NaN,NaN,NaN,2015_48_Anja
160,15,0,0,0,0,0,NaN,6.415094e-03,NaN,NaN,NaN,2015_48_Anja
160,15,0,0,0,0,0,NaN,7.142857e-03,NaN,NaN,NaN,2015_48_Anja
180,15,0,0,0,0,0,NaN,2.075540e-02,NaN,NaN,NaN,2015_48_Anja
180,15,0,0,0,0,0,NaN,1.958678e-02,NaN,NaN,NaN,2015_48_Anja
180,15,0,0,0,0,0,NaN,1.491597e-02,NaN,NaN,NaN,2015_48_Anja
200,15,0,0,0,0,0,NaN,1.742475e-02,NaN,NaN,NaN,2015_48_Anja
200,15,0,0,0,0,0,NaN,1.251852e-02,NaN,NaN,NaN,2015_48_Anja
200,15,0,0,0,0,0,NaN,9.169675e-03,NaN,NaN,NaN,2015_48_Anja
30,15,0,0,0,0,0,NaN,3.118557e-03,NaN,NaN,NaN,2015_47_Anja
30,15,0,0,0,0,0,NaN,2.724638e-03,NaN,NaN,NaN,2015_47_Anja
30,15,0,0,0,0,0,NaN,4.692708e-03,NaN,NaN,NaN,2015_47_Anja
360,15,0,0,0,0,0,NaN,1.105802e-02,NaN,NaN,NaN,2015_47_Anja
360,15,0,0,0,0,0,NaN,7.171315e-03,NaN,NaN,NaN,2015_47_Anja
360,15,0,0,0,0,0,NaN,7.860262e-03,NaN,NaN,NaN,2015_47_Anja
40,15,0,0,0,0,0,NaN,1.261438e-02,NaN,NaN,NaN,2015_47_Anja
40,15,0,0,0,0,0,NaN,7.300614e-03,NaN,NaN,NaN,2015_47_Anja
40,15,0,0,0,0,0,NaN,5.902439e-03,NaN,NaN,NaN,2015_47_Anja
60,15,0,0,0,0,0,NaN,1.328125e-02,NaN,NaN,NaN,2015_47_Anja
60,15,0,0,0,0,0,NaN,1.071429e-02,NaN,NaN,NaN,2015_47_Anja
60,15,0,0,0,0,0,NaN,6.740158e-03,NaN,NaN,NaN,2015_47_Anja
80,15,0,0,0,0,0,NaN,7.709612e-03,NaN,NaN,NaN,2015_47_Anja
80,15,0,0,0,0,0,NaN,9.547038e-03,NaN,NaN,NaN,2015_47_Anja
80,15,0,0,0,0,0,NaN,1.891892e-03,NaN,NaN,NaN,2015_47_Anja
90,15,0,0,0,0,0,NaN,3.954686e-02,NaN,NaN,NaN,2015_47_Anja
90,15,0,0,0,0,0,NaN,1.682439e-02,NaN,NaN,NaN,2015_47_Anja
90,15,0,0,0,0,0,NaN,8.337182e-03,NaN,NaN,NaN,2015_47_Anja
100,15,0,0,0,10,0,NaN,9.609756e-02,NaN,NaN,NaN,2015_47_Anja
100,15,0,0,0,10,0,NaN,1.389222e-01,NaN,NaN,NaN,2015_47_Anja
100,15,0,0,0,10,0,NaN,1.350000e-01,NaN,NaN,NaN,2015_47_Anja
120,15,0,0,0,10,0,NaN,4.070968e-02,NaN,NaN,NaN,2015_47_Anja
120,15,0,0,0,10,0,NaN,5.784173e-02,NaN,NaN,NaN,2015_47_Anja
140,15,0,0,0,10,0,NaN,7.388664e-02,NaN,NaN,NaN,2015_47_Anja
140,15,0,0,0,10,0,NaN,4.451128e-02,NaN,NaN,NaN,2015_47_Anja
160,15,0,0,0,10,0,NaN,3.972973e-02,NaN,NaN,NaN,2015_47_Anja
160,15,0,0,0,10,0,NaN,6.742857e-02,NaN,NaN,NaN,2015_47_Anja
180,15,0,0,0,10,0,NaN,3.869159e-02,NaN,NaN,NaN,2015_47_Anja
180,15,0,0,0,10,0,NaN,4.621849e-02,NaN,NaN,NaN,2015_47_Anja
200,15,0,0,0,10,0,NaN,9.705882e-02,NaN,NaN,NaN,2015_47_Anja
200,15,0,0,0,10,0,NaN,7.843866e-02,NaN,NaN,NaN,2015_47_Anja
200,15,0,0,0,10,0,NaN,8.193833e-02,NaN,NaN,NaN,2015_47_Anja
30,15,0,0,0,10,0,NaN,2.625641e-01,NaN,NaN,NaN,2015_47_Anja
30,15,0,0,0,10,0,NaN,3.805714e-01,NaN,NaN,NaN,2015_47_Anja
30,15,0,0,0,10,0,NaN,3.971098e-01,NaN,NaN,NaN,2015_47_Anja
360,15,0,0,0,10,0,NaN,9.510490e-02,NaN,NaN,NaN,2015_47_Anja
360,15,0,0,0,10,0,NaN,1.091837e-01,NaN,NaN,NaN,2015_47_Anja
360,15,0,0,0,10,0,NaN,8.281787e-02,NaN,NaN,NaN,2015_47_Anja
40,15,0,0,0,10,0,NaN,4.426752e-01,NaN,NaN,NaN,2015_47_Anja
40,15,0,0,0,10,0,NaN,4.982578e-01,NaN,NaN,NaN,2015_47_Anja
40,15,0,0,0,10,0,NaN,8.461538e-01,NaN,NaN,NaN,2015_47_Anja
60,15,0,0,0,10,0,NaN,1.194737e+00,NaN,NaN,NaN,2015_47_Anja
60,15,0,0,0,10,0,NaN,1.097674e+00,NaN,NaN,NaN,2015_47_Anja
60,15,0,0,0,10,0,NaN,1.245902e+00,NaN,NaN,NaN,2015_47_Anja
80,15,0,0,0,10,0,NaN,1.755474e-01,NaN,NaN,NaN,2015_47_Anja
80,15,0,0,0,10,0,NaN,2.131915e-01,NaN,NaN,NaN,2015_47_Anja
80,15,0,0,0,10,0,NaN,2.814815e-01,NaN,NaN,NaN,2015_47_Anja
90,15,0,0,0,10,0,NaN,1.952681e-01,NaN,NaN,NaN,2015_47_Anja
90,15,0,0,0,10,0,NaN,2.230483e-01,NaN,NaN,NaN,2015_47_Anja
90,15,0,0,0,10,0,NaN,2.419512e-01,NaN,NaN,NaN,2015_47_Anja
100,15,0,500,0,10,0,NaN,2.027559e+00,NaN,NaN,NaN,2015_47_Anja
100,15,0,500,0,10,0,NaN,3.892086e+00,NaN,NaN,NaN,2015_47_Anja
120,15,0,500,0,10,0,NaN,2.136719e+00,NaN,NaN,NaN,2015_47_Anja
120,15,0,500,0,10,0,NaN,2.078431e+00,NaN,NaN,NaN,2015_47_Anja
140,15,0,500,0,10,0,NaN,8.242678e-01,NaN,NaN,NaN,2015_47_Anja
140,15,0,500,0,10,0,NaN,6.239669e-01,NaN,NaN,NaN,2015_47_Anja
160,15,0,500,0,10,0,NaN,4.672727e-01,NaN,NaN,NaN,2015_47_Anja
160,15,0,500,0,10,0,NaN,6.988636e-01,NaN,NaN,NaN,2015_47_Anja
180,15,0,500,0,10,0,NaN,3.833333e-01,NaN,NaN,NaN,2015_47_Anja
180,15,0,500,0,10,0,NaN,4.202247e-01,NaN,NaN,NaN,2015_47_Anja
180,15,0,500,0,10,0,NaN,3.647059e-01,NaN,NaN,NaN,2015_47_Anja
200,15,0,500,0,10,0,NaN,4.439614e-01,NaN,NaN,NaN,2015_47_Anja
200,15,0,500,0,10,0,NaN,4.313084e-01,NaN,NaN,NaN,2015_47_Anja
200,15,0,500,0,10,0,NaN,4.420513e-01,NaN,NaN,NaN,2015_47_Anja
30,15,0,500,0,10,0,NaN,3.231441e-01,NaN,NaN,NaN,2015_47_Anja
30,15,0,500,0,10,0,NaN,2.803089e-01,NaN,NaN,NaN,2015_47_Anja
30,15,0,500,0,10,0,NaN,2.071130e-01,NaN,NaN,NaN,2015_47_Anja
360,15,0,500,0,10,0,NaN,2.009132e-01,NaN,NaN,NaN,2015_47_Anja
360,15,0,500,0,10,0,NaN,1.867299e-01,NaN,NaN,NaN,2015_47_Anja
360,15,0,500,0,10,0,NaN,2.065574e-01,NaN,NaN,NaN,2015_47_Anja
40,15,0,500,0,10,0,NaN,8.398058e-01,NaN,NaN,NaN,2015_47_Anja
40,15,0,500,0,10,0,NaN,1.051948e+00,NaN,NaN,NaN,2015_47_Anja
40,15,0,500,0,10,0,NaN,1.032895e+00,NaN,NaN,NaN,2015_47_Anja
60,15,0,500,0,10,0,NaN,2.102273e+00,NaN,NaN,NaN,2015_47_Anja
60,15,0,500,0,10,0,NaN,2.074713e+00,NaN,NaN,NaN,2015_47_Anja
60,15,0,500,0,10,0,NaN,1.970060e+00,NaN,NaN,NaN,2015_47_Anja
80,15,0,500,0,10,0,NaN,2.007092e+00,NaN,NaN,NaN,2015_47_Anja
80,15,0,500,0,10,0,NaN,2.254098e+00,NaN,NaN,NaN,2015_47_Anja
80,15,0,500,0,10,0,NaN,2.125000e+00,NaN,NaN,NaN,2015_47_Anja
90,15,0,500,0,10,0,NaN,1.508287e+00,NaN,NaN,NaN,2015_47_Anja
90,15,0,500,0,10,0,NaN,1.801325e+00,NaN,NaN,NaN,2015_47_Anja
90,15,0,500,0,10,0,NaN,1.720000e+00,NaN,NaN,NaN,2015_47_Anja
0,17,0,0,0,10,0,NaN,4.170000e-03,NaN,NaN,NaN,2015_47_Anja
0,17,0,0,0,10,0,NaN,5.340000e-03,NaN,NaN,NaN,2015_47_Anja
0,17,0,0,0,10,0,NaN,6.060000e-03,NaN,NaN,NaN,2015_47_Anja
20,17,0,0,0,10,0,NaN,8.940000e-02,NaN,NaN,NaN,2015_47_Anja
20,17,0,0,0,10,0,NaN,8.370000e-02,NaN,NaN,NaN,2015_47_Anja
20,17,0,0,0,10,0,NaN,8.250000e-02,NaN,NaN,NaN,2015_47_Anja
30,17,0,0,0,10,0,NaN,1.640000e+00,NaN,NaN,NaN,2015_47_Anja
30,17,0,0,0,10,0,NaN,1.700000e+00,NaN,NaN,NaN,2015_47_Anja
30,17,0,0,0,10,0,NaN,1.710000e+00,NaN,NaN,NaN,2015_47_Anja
40,17,0,0,0,10,0,NaN,3.460000e+00,NaN,NaN,NaN,2015_47_Anja
40,17,0,0,0,10,0,NaN,3.450000e+00,NaN,NaN,NaN,2015_47_Anja
40,17,0,0,0,10,0,NaN,3.840000e+00,NaN,NaN,NaN,2015_47_Anja
60,17,0,0,0,10,0,NaN,6.430000e+00,NaN,NaN,NaN,2015_47_Anja
60,17,0,0,0,10,0,NaN,6.690000e+00,NaN,NaN,NaN,2015_47_Anja
60,17,0,0,0,10,0,NaN,7.040000e+00,NaN,NaN,NaN,2015_47_Anja
80,17,0,0,0,10,0,NaN,2.420000e+00,NaN,NaN,NaN,2015_47_Anja
80,17,0,0,0,10,0,NaN,2.450000e+00,NaN,NaN,NaN,2015_47_Anja
80,17,0,0,0,10,0,NaN,2.430000e+00,NaN,NaN,NaN,NaN
90,17,0,0,0,10,0,NaN,6.990000e-01,NaN,NaN,NaN,NaN
90,17,0,0,0,10,0,NaN,7.300000e-01,NaN,NaN,NaN,NaN
90,17,0,0,0,10,0,NaN,7.870000e-01,NaN,NaN,NaN,NaN
120,17,0,0,0,10,0,NaN,2.240000e-01,NaN,NaN,NaN,NaN
120,17,0,0,0,10,0,NaN,2.430000e-01,NaN,NaN,NaN,NaN
120,17,0,0,0,10,0,NaN,2.440000e-01,NaN,NaN,NaN,NaN
180,17,0,0,0,10,0,NaN,1.730000e-01,NaN,NaN,NaN,NaN
180,17,0,0,0,10,0,NaN,1.740000e-01,NaN,NaN,NaN,NaN
180,17,0,0,0,10,0,NaN,1.880000e-01,NaN,NaN,NaN,NaN
0,17,0,0,0,10,0,NaN,4.120000e-03,NaN,NaN,NaN,NaN
0,17,0,0,0,10,0,NaN,3.670000e-03,NaN,NaN,NaN,NaN
0,17,0,0,0,10,0,NaN,6.220000e-03,NaN,NaN,NaN,NaN
20,17,0,500,0,10,0,NaN,7.370000e-02,NaN,NaN,NaN,NaN
20,17,0,500,0,10,0,NaN,6.730000e-02,NaN,NaN,NaN,NaN
20,17,0,500,0,10,0,NaN,6.790000e-02,NaN,NaN,NaN,NaN
30,17,0,500,0,10,0,NaN,7.610000e-01,NaN,NaN,NaN,NaN
30,17,0,500,0,10,0,NaN,7.500000e-01,NaN,NaN,NaN,NaN
30,17,0,500,0,10,0,NaN,7.990000e-01,NaN,NaN,NaN,NaN
40,17,0,500,0,10,0,NaN,2.130000e+00,NaN,NaN,NaN,NaN
40,17,0,500,0,10,0,NaN,2.300000e+00,NaN,NaN,NaN,NaN
40,17,0,500,0,10,0,NaN,2.370000e+00,NaN,NaN,NaN,NaN
60,17,0,500,0,10,0,NaN,10,NaN,NaN,NaN,NaN
60,17,0,500,0,10,0,NaN,9.920000e+00,NaN,NaN,NaN,NaN
60,17,0,500,0,10,0,NaN,1.060000e+01,NaN,NaN,NaN,NaN
80,17,0,500,0,10,0,NaN,8.650000e+00,NaN,NaN,NaN,NaN
80,17,0,500,0,10,0,NaN,8.180000e+00,NaN,NaN,NaN,NaN
80,17,0,500,0,10,0,NaN,8.550000e+00,NaN,NaN,NaN,NaN
90,17,0,500,0,10,0,NaN,4.900000e+00,NaN,NaN,NaN,NaN
90,17,0,500,0,10,0,NaN,4.770000e+00,NaN,NaN,NaN,NaN
90,17,0,500,0,10,0,NaN,5.140000e+00,NaN,NaN,NaN,NaN
120,17,0,500,0,10,0,NaN,1.520000e+00,NaN,NaN,NaN,NaN
120,17,0,500,0,10,0,NaN,1.510000e+00,NaN,NaN,NaN,NaN
120,17,0,500,0,10,0,NaN,1.560000e+00,NaN,NaN,NaN,NaN
180,17,0,500,0,10,0,NaN,1.320000e-01,NaN,NaN,NaN,NaN
180,17,0,500,0,10,0,NaN,1.200000e-01,NaN,NaN,NaN,NaN
180,17,0,500,0,10,0,NaN,1.340000e-01,NaN,NaN,NaN,NaN
0,17,0,500,0,0,0,NaN,3.610000e-03,NaN,NaN,NaN,NaN
0,17,0,500,0,0,0,NaN,4.020000e-03,NaN,NaN,NaN,NaN
0,17,0,500,0,0,0,NaN,5.590000e-03,NaN,NaN,NaN,NaN
20,17,0,500,0,0,0,NaN,6.400000e-03,NaN,NaN,NaN,NaN
20,17,0,500,0,0,0,NaN,6.330000e-03,NaN,NaN,NaN,NaN
20,17,0,500,0,0,0,NaN,4.840000e-03,NaN,NaN,NaN,NaN
30,17,0,500,0,0,0,NaN,3.770000e-03,NaN,NaN,NaN,NaN
30,17,0,500,0,0,0,NaN,3.390000e-03,NaN,NaN,NaN,NaN
30,17,0,500,0,0,0,NaN,5.230000e-03,NaN,NaN,NaN,NaN
40,17,0,500,0,0,0,NaN,5.340000e-03,NaN,NaN,NaN,NaN
40,17,0,500,0,0,0,NaN,3.600000e-03,NaN,NaN,NaN,NaN
40,17,0,500,0,0,0,NaN,5.850000e-03,NaN,NaN,NaN,NaN
60,17,0,500,0,0,0,NaN,5.350000e-03,NaN,NaN,NaN,NaN
60,17,0,500,0,0,0,NaN,7.410000e-03,NaN,NaN,NaN,NaN
60,17,0,500,0,0,0,NaN,9.240000e-03,NaN,NaN,NaN,NaN
80,17,0,500,0,0,0,NaN,1.100000e-02,NaN,NaN,NaN,NaN
80,17,0,500,0,0,0,NaN,7.970000e-03,NaN,NaN,NaN,NaN
80,17,0,500,0,0,0,NaN,9.980000e-03,NaN,NaN,NaN,NaN
90,17,0,500,0,0,0,NaN,2.360000e-02,NaN,NaN,NaN,NaN
90,17,0,500,0,0,0,NaN,9.230000e-03,NaN,NaN,NaN,NaN
90,17,0,500,0,0,0,NaN,7.720000e-03,NaN,NaN,NaN,NaN
120,17,0,500,0,0,0,NaN,6.440000e-03,NaN,NaN,NaN,NaN
120,17,0,500,0,0,0,NaN,4.240000e-03,NaN,NaN,NaN,NaN
120,17,0,500,0,0,0,NaN,6.300000e-03,NaN,NaN,NaN,NaN
180,17,0,500,0,0,0,NaN,5.570000e-03,NaN,NaN,NaN,NaN
180,17,0,500,0,0,0,NaN,6.060000e-03,NaN,NaN,NaN,NaN
180,17,0,500,0,0,0,NaN,4.160000e-03,NaN,NaN,NaN,NaN
0,19,0,0,0,0,0,2.773721e-02,3.277017e-03,1.146397e-01,1.739168e-01,NaN,NaN
0,19,0,0,0,0,0,2.832298e-02,1.924364e-03,1.136345e-01,1.707373e-01,NaN,NaN
30,19,0,0,0,0,0,2.796161e-02,2.261601e-03,9.457602e-02,1.589974e-01,NaN,NaN
30,19,0,0,0,0,0,2.559494e-02,1.193954e-03,9.723219e-02,1.644368e-01,NaN,NaN
60,19,0,0,0,0,0,3.426021e-02,2.960489e-03,1.447512e-01,2.618615e-01,NaN,NaN
60,19,0,0,0,0,0,3.489272e-02,5.163530e-03,1.518685e-01,2.726225e-01,NaN,NaN
90,19,0,0,0,0,0,3.309899e-02,3.859620e-03,1.626017e-01,2.407199e-01,NaN,NaN
90,19,0,0,0,0,0,3.246502e-02,3.556529e-03,1.649574e-01,2.310574e-01,NaN,NaN
120,19,0,0,0,0,0,3.768053e-02,4.766690e-03,1.739893e-01,3.201816e-01,NaN,NaN
120,19,0,0,0,0,0,3.769895e-02,9.484838e-03,1.857630e-01,3.310951e-01,NaN,NaN
180,19,0,0,0,0,0,3.350936e-02,7.760574e-03,1.243246e-01,2.418502e-01,NaN,NaN
180,19,0,0,0,0,0,3.627168e-02,5.483819e-03,1.196295e-01,2.268176e-01,NaN,NaN
30,19,0,0,0,10,0,4.642336e-02,3.283603e-01,1.972049e-01,1.915435e-01,NaN,NaN
30,19,0,0,0,10,0,5.161688e-02,3.235981e-01,1.876075e-01,1.826443e-01,NaN,NaN
