time,nExpID,HAMP_qpcr_scaled,SOCS3_qpcr_scaled,input_apap,input_bmp2,input_il6,input_noggin,ID1_qpcr_scaled,ID3_qpcr_scaled,SMAD6_qpcr_scaled,Experiment
90,5,1.101695e-01,2.064341e+01,10,0,10,500,9.209315e-02,1.465361e-01,1.369097e+00,2017_49_Exp#87
90,5,1.081018e-01,2.494658e+01,10,0,10,500,9.213602e-02,1.485707e-01,1.341571e+00,2017_49_Exp#87
120,5,9.022142e-02,7.964860e+00,10,0,10,500,8.528744e-02,2.156856e-01,1.240545e+00,2017_49_Exp#87
120,5,8.740830e-02,7.360699e+00,10,0,10,500,9.430896e-02,2.208210e-01,1.303457e+00,2017_49_Exp#87
180,5,5.296757e-02,1.360850e+00,10,0,10,500,8.446656e-02,1.730391e-01,1.091026e+00,2017_49_Exp#87
180,5,5.815159e-02,1.271693e+00,10,0,10,500,8.657064e-02,1.749324e-01,1.110492e+00,2017_49_Exp#87
240,5,4.991856e-02,1.727286e+00,10,0,10,500,1.045008e-01,2.625474e-01,1.295464e+00,2017_49_Exp#87
240,5,6.016235e-02,1.634756e+00,10,0,10,500,9.294046e-02,2.555863e-01,1.219844e+00,2017_49_Exp#87
360,5,8.304577e-03,8.368052e-01,10,0,10,500,7.130299e-02,1.988867e-01,8.897005e-01,2017_49_Exp#87
360,5,7.533903e-03,7.707345e-01,10,0,10,500,7.230379e-02,2.005427e-01,8.585397e-01,2017_49_Exp#87
