#t E1 E2 KKK P_KKK KK P_KK PP_KK K P_K PP_K KPase KKPase E1_KKK E2_P_KKK P_KKK_KK P_KKK_P_KK PP_KK_K PP_KK_P_K KKPase_PP_KK KKPase_P_KK KPase_PP_K KPase_P_K K_PP_norm rel_K_PP_max KK_PP_norm KKK_P_norm r1a r1b r2a r2b r3a r3b r4a r4b r5a r5b r6a r6b r7a r7b r8a r8b r9a r9b r10a r10b compartment K_PP_norm_max 
##CONCENTRATIONS
42 0.0000297747 0.0002997557 0.0022701886 0.0002444691 0.2446142317 0.3503635115 0.5117315512 0.0027640641 0.0515133680 0.9605764380 0.0274371501 0.0000774473 0.000000225313 0.000000244252 0.0001993652 0.0002855076 0.0047148651 0.0878684149 0.0001320937 0.0000904590 0.0878509108 0.0047119391 0.8736894573 0.9707132137 0.5037057708 0.2431520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
43 0.0000297744 0.0002997505 0.0022734021 0.0002497347 0.2287341219 0.3435037661 0.5344764342 0.0025390560 0.0494299503 0.9628778924 0.0274325910 0.0000764028 0.000000225629 0.000000249510 0.0001904391 0.0002859490 0.0045231517 0.0880625407 0.0001361052 0.0000874920 0.0880468307 0.0045205783 0.8757706026 0.9730254715 0.5226651932 0.2420792771 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
44 0.0000297740 0.0002997454 0.0022773405 0.0002548535 0.2137455883 0.3363282368 0.5566464229 0.0023437741 0.0475547020 0.9649422917 0.0274286369 0.0000754425 0.000000226017 0.000000254620 0.0001816086 0.0002857167 0.0043507352 0.0882371339 0.0001399699 0.0000845876 0.0882229524 0.0043484107 0.8776377034 0.9750999150 0.5411452183 0.2407648565 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
45 0.0000297735 0.0002997404 0.0022819692 0.0002597918 0.1996417012 0.3289204111 0.5781652094 0.0021767274 0.0458663756 0.9667926620 0.0274252507 0.0000745604 0.000000226473 0.000000259551 0.0001729130 0.0002848400 0.0041955124 0.0883939733 0.0001436821 0.0000817575 0.0883812696 0.0041934797 0.8793116096 0.9769597095 0.5590819810 0.2392203513 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
46 0.0000297730 0.0002997357 0.0022872484 0.0002645147 0.1864111785 0.3213620120 0.5989619304 0.0020312334 0.0443446316 0.9684555517 0.0274223017 0.0000737515 0.000000226992 0.000000264266 0.0001643898 0.0002833559 0.0040556652 0.0885352198 0.0001472363 0.0000790121 0.0885238169 0.0040538814 0.8808161405 0.9786313195 0.5764167097 0.2374589983 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
47 0.0000297724 0.0002997313 0.0022931341 0.0002689872 0.1740389844 0.3137320922 0.6189724536 0.0019045215 0.0429726526 0.9699504616 0.0274197339 0.0000730108 0.000000227572 0.000000268732 0.0001560749 0.0002813075 0.0039296403 0.0886624579 0.0001506278 0.0000763614 0.0886522055 0.0039280606 0.8821688892 0.9801342919 0.5930959830 0.2354954841 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
48 0.0000297718 0.0002997271 0.0022995776 0.0002731751 0.1625060349 0.3061057159 0.6381406814 0.0017937407 0.0417357111 0.9712948823 0.0274174892 0.0000723335 0.000000228206 0.000000272913 0.0001480019 0.0002787443 0.0038160656 0.0887770895 0.0001538526 0.0000738139 0.0887678575 0.0038146533 0.8833856165 0.9814861375 0.6090730743 0.2333460843 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
49 0.0000297711 0.0002997232 0.0023065259 0.0002770459 0.1517898566 0.2985534267 0.6564184503 0.0016967202 0.0406207390 0.9725040049 0.0274155232 0.0000717152 0.000000228890 0.000000276778 0.0001402015 0.0002757210 0.0037137192 0.0888803399 0.0001569074 0.0000713774 0.0888720252 0.0037124516 0.8844800251 0.9827020807 0.6243078474 0.2310284083 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
50 0.0000297704 0.0002997197 0.0023139225 0.0002805703 0.1418645389 0.2911400125 0.6737668208 0.0016127287 0.0396161844 0.9735901249 0.0274138202 0.0000711519 0.000000229619 0.000000280297 0.0001327011 0.0002722962 0.0036215238 0.0889732585 0.0001597900 0.0000690581 0.0889657845 0.0036203953 0.8854632578 0.9837945021 0.6387678276 0.2285613929 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
51 0.0000297696 0.0002997166 0.0023217061 0.0002837225 0.1327007683 0.2839248631 0.6901555776 0.0015377218 0.0387116822 0.9745675215 0.0274122984 0.0000706396 0.000000230385 0.000000283445 0.0001255246 0.0002685330 0.0035384950 0.0890568779 0.0001624989 0.0000668615 0.0890501864 0.0035375152 0.8863480900 0.9847775954 0.6524278745 0.2259653956 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
52 0.0000297688 0.0002997138 0.0023298062 0.0002864856 0.1242629895 0.2769638465 0.7055642642 0.0014727780 0.0378981434 0.9754441762 0.0274109809 0.0000701742 0.000000231183 0.000000286204 0.0001186888 0.0002645020 0.0034638572 0.0891320261 0.0001650335 0.0000647923 0.0891260332 0.0034629859 0.8871418412 0.9856594932 0.6652709841 0.2232639892 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
53 0.0000297680 0.0002997114 0.0023381656 0.0002888450 0.1165211270 0.2702945582 0.7199852375 0.0014152261 0.0371666033 0.9762316236 0.0274098140 0.0000697525 0.000000232006 0.000000288560 0.0001122109 0.0002602579 0.0033967600 0.0891996010 0.0001673957 0.0000628518 0.0891942094 0.0033959766 0.8878548609 0.9864516941 0.6772908285 0.2204762050 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
54 0.0000297672 0.0002997095 0.0023467228 0.0002907904 0.1094415040 0.2639515470 0.7334176562 0.0013648078 0.0365109620 0.9769363199 0.0274087902 0.0000693712 0.000000232848 0.000000290503 0.0001061028 0.0002558607 0.0033366147 0.0892600858 0.0001695876 0.0000610412 0.0892552837 0.0033359262 0.8884930030 0.9871607023 0.6884866202 0.2176225750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
55 0.0000297663 0.0002997080 0.0023554128 0.0002923183 0.1029876241 0.2579637793 0.7458688210 0.0013202036 0.0359234035 0.9775672187 0.0274078857 0.0000690275 0.000000233704 0.000000292029 0.0001003693 0.0002513739 0.0032827392 0.0893143207 0.0001716118 0.0000593607 0.0893099965 0.0032821178 0.8890643460 0.9877954934 0.6988645772 0.2147247955 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
56 0.0000297654 0.0002997069 0.0023641704 0.0002934373 0.0971211984 0.2523538510 0.7573545171 0.0012811744 0.0353981961 0.9781304353 0.0274070925 0.0000687178 0.000000234566 0.000000293147 0.0000950150 0.0002468496 0.0032345662 0.0893627205 0.0001734732 0.0000578090 0.0893588846 0.0032340229 0.8895744332 0.9883622261 0.7084377308 0.2118045594 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
57 0.0000297646 0.0002997061 0.0023729374 0.0002941579 0.0918064812 0.2471357786 0.7678962978 0.0012469721 0.0349294413 0.9786324779 0.0274063979 0.0000684396 0.000000235429 0.000000293868 0.0000900361 0.0002423394 0.0031915849 0.0894059217 0.0001751763 0.0000563841 0.0894024996 0.0031911025 0.8900291479 0.9888674371 0.7172241505 0.2088812978 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
58 0.0000297637 0.0002997058 0.0023816561 0.0002944972 0.0870066923 0.2423178620 0.7775226292 0.0012167249 0.0345117877 0.9790795803 0.0274057835 0.0000681903 0.000000236287 0.000000294208 0.0000854270 0.0002378892 0.0031532910 0.0894443995 0.0001767265 0.0000550832 0.0894413543 0.0031528622 0.8904341122 0.9893173730 0.7252475386 0.2059742115 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
59 0.0000297629 0.0002997058 0.0023902725 0.0002944785 0.0826853892 0.2379022980 0.7862677343 0.0011902027 0.0341410694 0.9794761440 0.0274052442 0.0000679673 0.000000237135 0.000000294190 0.0000811785 0.0002335392 0.0031192982 0.0894785300 0.0001781303 0.0000539024 0.0894758348 0.0031189210 0.8907933157 0.9897164662 0.7325364106 0.2031013747 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
60 0.0000297620 0.0002997062 0.0023987340 0.0002941314 0.0788050782 0.2338852777 0.7941728664 0.0011669898 0.0338125503 0.9798272888 0.0274047721 0.0000677683 0.000000237968 0.000000293845 0.0000772776 0.0002293252 0.0030891773 0.0895087660 0.0001793950 0.0000528367 0.0895063828 0.0030888451 0.8911113930 0.9900698662 0.7391251705 0.2002802251 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
61 0.0000297612 0.0002997068 0.0024069991 0.0002934859 0.0753334347 0.2302585947 0.8012785368 0.0011465096 0.0335220239 0.9801377801 0.0274043556 0.0000675912 0.000000238781 0.000000293202 0.0000737100 0.0002252730 0.0030625410 0.0895355010 0.0001805277 0.0000518811 0.0895333969 0.0030622475 0.8913926475 0.9903823542 0.7450475887 0.1975246745 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
62 0.0000297604 0.0002997077 0.0024150283 0.0002925694 0.0722374709 0.2270105409 0.8076294297 0.0011286750 0.0332660849 0.9804111108 0.0274039927 0.0000674339 0.000000239572 0.000000292288 0.0000704652 0.0002214052 0.0030390756 0.0895590464 0.0001815365 0.0000510296 0.0895571896 0.0030388177 0.8916402503 0.9906574534 0.7503409068 0.1948478205 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
63 0.0000297597 0.0002997088 0.0024227888 0.0002914307 0.0694866402 0.2241253277 0.8132719857 0.0011136053 0.0330442459 0.9806477407 0.0274036842 0.0000672950 0.000000240335 0.000000291152 0.0000675127 0.0002177364 0.0030187218 0.0895793705 0.0001824277 0.0000502773 0.0895778068 0.0030185090 0.8918546229 0.9908956322 0.7550437548 0.1922606467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
64 0.0000297589 0.0002997102 0.0024302514 0.0002900947 0.0670501790 0.2215834019 0.8182562670 0.0011001883 0.0328493474 0.9808556750 0.0274034122 0.0000671723 0.000000241070 0.000000289819 0.0000648447 0.0002142783 0.0030008672 0.0895973344 0.0001832114 0.0000496163 0.0895959179 0.0030006698 0.8920429941 0.9911049222 0.7591980666 0.1897728080 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
65 0.0000297582 0.0002997117 0.0024373950 0.0002885959 0.0649012338 0.2193657876 0.8226283705 0.0010887009 0.0326804164 0.9810358665 0.0274031773 0.0000670644 0.000000241773 0.000000288324 0.0000624417 0.0002110374 0.0029853705 0.0896128230 0.0001838950 0.0000490406 0.0896116176 0.0029852051 0.8922062367 0.9912862930 0.7628420492 0.1873914257 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
66 0.0000297576 0.0002997133 0.0024442026 0.0002869686 0.0630142948 0.2174516031 0.8264345678 0.0010788370 0.0325347375 0.9811911968 0.0274029760 0.0000669700 0.000000242443 0.000000286700 0.0000602839 0.0002080157 0.0029720124 0.0896261923 0.0001844860 0.0000485439 0.0896251543 0.0029718698 0.8923469592 0.9914426428 0.7660143821 0.1851220731 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
67 0.0000297569 0.0002997150 0.0024506623 0.0002852438 0.0613654452 0.2158190187 0.8297206557 0.0010704321 0.0324100249 0.9813241448 0.0274028041 0.0000668877 0.000000243078 0.000000284979 0.0000583532 0.0002052126 0.0029605749 0.0896376274 0.0001849922 0.0000481201 0.0896367424 0.0029604535 0.8924674060 0.9915764653 0.7687532085 0.1829687386 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
68 0.0000297563 0.0002997168 0.0024567667 0.0002834516 0.0599313572 0.2144446348 0.8325333774 0.0010633141 0.0323040227 0.9814371298 0.0274026585 0.0000668163 0.000000243679 0.000000283190 0.0000566309 0.0002026239 0.0029508523 0.0896473396 0.0001854214 0.0000477624 0.0896465916 0.0029507499 0.8925697678 0.9916901945 0.7710974923 0.1809339285 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
69 0.0000297558 0.0002997186 0.0024625131 0.0002816210 0.0586887363 0.2133029432 0.8349215601 0.0010573253 0.0322145566 0.9815324793 0.0274025357 0.0000667545 0.000000244245 0.000000281363 0.0000550977 0.0002002425 0.0029426453 0.0896555293 0.0001857816 0.0000474640 0.0896549044 0.0029425598 0.8926561531 0.9917861729 0.7730879302 0.1790184504 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
70 0.0000297552 0.0002997205 0.0024679026 0.0002797669 0.0576254149 0.2123798867 0.8369114421 0.0010523777 0.0321404303 0.9816114743 0.0274024342 0.0000667017 0.000000244775 0.000000279512 0.0000537431 0.0001980630 0.0029358443 0.0896623076 0.0001860772 0.0000472211 0.0896617920 0.0029357738 0.8927277220 0.9918656895 0.7747463926 0.1772220054 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
71 0.0000297547 0.0002997223 0.0024729382 0.0002779134 0.0567217097 0.2116521790 0.8385460157 0.0010483236 0.0320796471 0.9816762531 0.0274023508 0.0000666569 0.000000245270 0.000000277662 0.0000525495 0.0001960760 0.0029302666 0.0896678605 0.0001863157 0.0000470274 0.0896674401 0.0029302091 0.8927864110 0.9919308960 0.7761087154 0.1755435539 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
72 0.0000297543 0.0002997242 0.0024776268 0.0002760769 0.0559623688 0.2111004261 0.8398599541 0.0010450905 0.0320310348 0.9817280633 0.0274022841 0.0000666193 0.000000245732 0.000000275829 0.0000515030 0.0001942718 0.0029258039 0.0896722916 0.0001865025 0.0000468782 0.0896719577 0.0029257582 0.8928333508 0.9919830485 0.7772037935 0.1739807912 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
73 0.0000297538 0.0002997260 0.0024819753 0.0002742745 0.0553314305 0.2107045305 0.8408893402 0.0010425827 0.0319931868 0.9817684058 0.0274022321 0.0000665881 0.000000246160 0.000000274030 0.0000505892 0.0001926408 0.0029223271 0.0896757297 0.0001866436 0.0000467683 0.0896754754 0.0029222925 0.8928699010 0.9920236576 0.7780617005 0.1725314257 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
74 0.0000297534 0.0002997277 0.0024859960 0.0002725176 0.0548153455 0.2104459841 0.8416662442 0.0010406861 0.0319646063 0.9817988790 0.0274021926 0.0000665625 0.000000246555 0.000000272276 0.0000497960 0.0001911716 0.0029197008 0.0896783205 0.0001867445 0.0000466930 0.0896781323 0.0029196751 0.8928975094 0.9920543320 0.7787091749 0.1711913408 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
75 0.0000297531 0.0002997294 0.0024896999 0.0002708178 0.0544009108 0.2103072024 0.8422214789 0.0010393288 0.0319441699 0.9818206803 0.0274021641 0.0000665420 0.000000246920 0.000000270579 0.0000491110 0.0001898537 0.0029178211 0.0896801641 0.0001868102 0.0000466477 0.0896800328 0.0029178031 0.8929172609 0.9920762768 0.7791718953 0.1699568399 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
76 0.0000297527 0.0002997311 0.0024931011 0.0002691832 0.0540766219 0.2102720867 0.8425826751 0.0010384548 0.0319309396 0.9818348081 0.0274021454 0.0000665260 0.000000247254 0.000000268947 0.0000485234 0.0001886760 0.0029166012 0.0896813418 0.0001868454 0.0000466286 0.0896812640 0.0029165906 0.8929300601 0.9920904974 0.7794728861 0.1688232688 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
77 0.0000297524 0.0002997326 0.0024962148 0.0002676182 0.0538330105 0.2103272227 0.8427727265 0.0010379911 0.0319239586 0.9818422831 0.0274021351 0.0000665140 0.000000247561 0.000000267385 0.0000480239 0.0001876282 0.0029159545 0.0896819477 0.0001868537 0.0000466323 0.0896819149 0.0029159501 0.8929368317 0.9920980210 0.7796312354 0.1677855668 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
78 0.0000297522 0.0002997341 0.0024990550 0.0002661289 0.0536596898 0.2104581746 0.8428164758 0.0010378775 0.0319223078 0.9818440839 0.0274021319 0.0000665054 0.000000247840 0.000000265898 0.0000476026 0.0001866998 0.0029157968 0.0896820658 0.0001868394 0.0000466553 0.0896820706 0.0029157974 0.8929384621 0.9920998325 0.7796676483 0.1668389917 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
79 0.0000297519 0.0002997355 0.0025016378 0.0002647164 0.0535488531 0.2106538727 0.8427328199 0.0010380799 0.0319253702 0.9818408643 0.0274021352 0.0000664999 0.000000248094 0.000000264488 0.0000472520 0.0001858813 0.0029160709 0.0896817499 0.0001868054 0.0000466947 0.0896817886 0.0029160762 0.8929355441 0.9920965904 0.7795978718 0.1659782432 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
80 0.0000297517 0.0002997368 0.0025039783 0.0002633824 0.0534926244 0.2109033921 0.8425405734 0.0010385459 0.0319324168 0.9818334019 0.0274021439 0.0000664970 0.000000248324 0.000000263156 0.0000469643 0.0001851635 0.0029167104 0.0896810689 0.0001867550 0.0000467480 0.0896811365 0.0029167196 0.8929287820 0.9920890773 0.7794375897 0.1651982517 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
81 0.0000297515 0.0002997381 0.0025060919 0.0002621276 0.0534837907 0.2111967422 0.8422569538 0.0010392302 0.0319427998 0.9818223873 0.0274021571 0.0000664966 0.000000248532 0.000000261903 0.0000467327 0.0001845374 0.0029176561 0.0896800836 0.0001866908 0.0000468126 0.0896801745 0.0029176685 0.8929188015 0.9920779886 0.7792011536 0.1644938727 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
82 0.0000297513 0.0002997393 0.0025079936 0.0002609506 0.0535164560 0.2115260424 0.8418957536 0.0010401074 0.0319560575 0.9818083094 0.0274021742 0.0000664981 0.000000248719 0.000000260728 0.0000465512 0.0001839951 0.0029188654 0.0896788345 0.0001866152 0.0000468867 0.0896789454 0.0029188805 0.8929060457 0.9920638161 0.7789000572 0.1638601307 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
83 0.0000297511 0.0002997404 0.0025096983 0.0002598509 0.0535843706 0.2118828718 0.8414716563 0.0010411404 0.0319716469 0.9817917467 0.0274021945 0.0000665014 0.000000248887 0.000000259630 0.0000464138 0.0001835285 0.0029202885 0.0896773720 0.0001865305 0.0000469681 0.0896774996 0.0029203059 0.8928910386 0.9920471426 0.7785465393 0.1632920878 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
84 0.0000297510 0.0002997414 0.0025112200 0.0002588264 0.0536824744 0.2122607067 0.8409962562 0.0010422976 0.0319891288 0.9817731680 0.0274022173 0.0000665062 0.000000249037 0.000000258607 0.0000463153 0.0001831307 0.0029218855 0.0896757374 0.0001864385 0.0000470552 0.0896758780 0.0029219046 0.8928742050 0.9920284396 0.7781502647 0.1627849993 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
85 0.0000297508 0.0002997423 0.0025125719 0.0002578743 0.0538064901 0.2126542932 0.8404790957 0.0010435599 0.0320081771 0.9817529190 0.0274022424 0.0000665123 0.000000249170 0.000000257656 0.0000462516 0.0001827954 0.0029236262 0.0896739600 0.0001863409 0.0000471468 0.0896741108 0.0029236468 0.8928558582 0.9920080553 0.7777191857 0.1623345081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
86 0.0000297507 0.0002997432 0.0025137676 0.0002569923 0.0539517545 0.2130577531 0.8399307273 0.0010449035 0.0320284161 0.9817313990 0.0274022691 0.0000665194 0.000000249288 0.000000256775 0.0000462180 0.0001825161 0.0029254763 0.0896720742 0.0001862393 0.0000472413 0.0896722329 0.0029254980 0.8928363599 0.9919863918 0.7772620976 0.1619360937 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
87 0.0000297506 0.0002997440 0.0025148201 0.0002561778 0.0541139865 0.2134658188 0.8393607097 0.0010463052 0.0320494966 0.9817089797 0.0274022970 0.0000665274 0.000000249391 0.000000255962 0.0000462102 0.0001822866 0.0029274037 0.0896701119 0.0001861351 0.0000473375 0.0896702767 0.0029274262 0.8928160470 0.9919638231 0.7767869670 0.1615854141 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
