timepoint,well,indsyn,pptase,590,800,Indconc,Indconcnorm,IndconcNormRange,Bacnorm,ExpID,typeID
2435,B10,synT5,sfp,0.531120019,0.363369994,-0.003449939,-0.006453671,0.003461591,0.819157324,1,T5
2440,B10,synT5,sfp,0.531999984,0.364069992,-0.003599774,-0.006721014,0.003365919,0.820735354,1,T5
2445,B10,synT5,sfp,0.53227997,0.363249989,-0.002113443,-0.003954846,0.004314967,0.818886792,1,T5
2450,B10,synT5,sfp,0.53307997,0.364020012,-0.00244626,-0.004567955,0.004102458,0.820622682,1,T5
2455,B10,synT5,sfp,0.533289994,0.363769988,-0.001868414,-0.003491329,0.004471423,0.820059044,1,T5
2460,B10,synT5,sfp,0.534969994,0.36390001,-0.000379694,-0.000709245,0.005421997,0.820352156,1,T5
2465,B10,synT5,sfp,0.534650001,0.365010005,-0.002332652,-0.004343998,0.004174999,0.822854457,1,T5
2470,B10,synT5,sfp,0.535190027,0.36543,-0.002410499,-0.004483811,0.004125292,0.823801267,1,T5
2475,B10,synT5,sfp,0.534979988,0.36531,-0.002444,-0.004547621,0.004103901,0.823530745,1,T5
2480,B10,synT5,sfp,0.535830008,0.366549993,-0.00341819,-0.006338807,0.003481863,0.826326105,1,T5
2485,B10,synT5,sfp,0.536449973,0.36652,-0.002754102,-0.005107717,0.003905895,0.82625849,1,T5
2490,B10,synT5,sfp,0.537299983,0.365679999,-0.000668328,-0.001242318,0.005237699,0.824364846,1,T5
2495,B10,synT5,sfp,0.53820999,0.366750007,-0.001332458,-0.002469608,0.00481364,0.826777003,1,T5
2500,B10,synT5,sfp,0.538410006,0.366239996,-0.000382142,-0.000709257,0.005420434,0.825627268,1,T5
2505,B10,synT5,sfp,0.537960016,0.36723,-0.002288571,-0.004236145,0.004203145,0.827859068,1,T5
2510,B10,synT5,sfp,0.538219978,0.367509992,-0.002440517,-0.004513955,0.004106125,0.828490262,1,T5
2515,B10,synT5,sfp,0.538970029,0.367779994,-0.002087679,-0.003858515,0.004331418,0.829098937,1,T5
2520,B10,synT5,sfp,0.539770009,0.367979995,-0.001581929,-0.002922183,0.004654348,0.829549806,1,T5
2525,B10,synT5,sfp,0.539879999,0.368119998,-0.001677903,-0.003098289,0.004593067,0.829865419,1,T5
2530,B10,synT5,sfp,0.540290022,0.368869994,-0.002371234,-0.004369639,0.004150363,0.831556161,1,T5
2535,B10,synT5,sfp,0.540300023,0.368670008,-0.002067025,-0.003811118,0.004344606,0.831105326,1,T5
2540,B10,synT5,sfp,0.541029987,0.368800008,-0.00152831,-0.002816858,0.004688585,0.83139839,1,T5
2545,B10,synT5,sfp,0.54112002,0.369609995,-0.002629885,-0.004836572,0.00398521,0.833224371,1,T5
2550,B10,synT5,sfp,0.54142001,0.369570015,-0.002271079,-0.00417715,0.004214314,0.833134243,1,T5
2555,B10,synT5,sfp,0.542029997,0.369829991,-0.002043553,-0.003756024,0.004359593,0.833720314,1,T5
2560,B10,synT5,sfp,0.542369988,0.369540001,-0.001276946,-0.002348852,0.004849085,0.833066582,1,T5
2565,B10,synT5,sfp,0.542319971,0.369749994,-0.001635892,-0.003007398,0.004619892,0.833539975,1,T5
2570,B10,synT5,sfp,0.543470011,0.36996,-0.000794801,-0.001460321,0.005156944,0.834013398,1,T5
2575,B10,synT5,sfp,0.542829977,0.370100015,-0.001640818,-0.003013601,0.004616747,0.834329038,1,T5
2580,B10,synT5,sfp,0.54381999,0.370870006,-0.001783574,-0.003268992,0.004525595,0.836064856,1,T5
2585,B10,synT5,sfp,0.543880024,0.370739986,-0.001532262,-0.002809364,0.004686062,0.835771748,1,T5
2590,B10,synT5,sfp,0.544090009,0.370570007,-0.001072213,-0.001966777,0.004979811,0.835388558,1,T5
2595,B10,synT5,sfp,0.543909981,0.371080013,-0.002002534,-0.003668232,0.004385785,0.836538283,1,T5
2600,B10,synT5,sfp,0.545529982,0.370949984,-0.000191241,-0.000350437,0.005542327,0.836245154,1,T5
2605,B10,synT5,sfp,0.544909996,0.371310002,-0.001340866,-0.002454671,0.004808271,0.837056755,1,T5
2610,B10,synT5,sfp,0.544519992,0.371030012,-0.001318963,-0.002416396,0.004822257,0.836425563,1,T5
2615,B10,synT5,sfp,0.545709974,0.371719987,-0.001144034,-0.002092029,0.004933952,0.837980997,1,T5
2620,B10,synT5,sfp,0.546069998,0.371340006,-0.000225004,-0.000411872,0.005520769,0.837124393,1,T5
2625,B10,synT5,sfp,0.547290009,0.372570013,-0.000814512,-0.001486053,0.005144358,0.83989724,1,T5
2630,B10,synT5,sfp,0.546050023,0.372390012,-0.001789691,-0.003266815,0.004521689,0.839491458,1,T5
2635,B10,synT5,sfp,0.546430023,0.372519999,-0.001600919,-0.002921221,0.004642223,0.839784491,1,T5
2640,B10,synT5,sfp,0.54723001,0.37363999,-0.002448601,-0.004454605,0.004100963,0.842309324,1,T5
2645,B10,synT5,sfp,0.54813003,0.373319993,-0.00107782,-0.001962499,0.004976231,0.841587945,1,T5
2650,B10,synT5,sfp,0.547640017,0.373010004,-0.001111795,-0.002026043,0.004954538,0.840889127,1,T5
2655,B10,synT5,sfp,0.547970006,0.373419989,-0.001384952,-0.002521052,0.004780122,0.841813369,1,T5
2660,B10,synT5,sfp,0.548850019,0.373970014,-0.001314106,-0.002388571,0.004825358,0.843053309,1,T5
2665,B10,synT5,sfp,0.549890007,0.374450003,-0.000980251,-0.001779458,0.005038531,0.844135364,1,T5
2670,B10,synT5,sfp,0.549370016,0.373819989,-0.0005734,-0.001042653,0.005298312,0.842715103,1,T5
2675,B10,synT5,sfp,0.550769977,0.375249998,-0.001277189,-0.002313551,0.00484893,0.84593882,1,T5
2680,B10,synT5,sfp,0.551180001,0.375630011,-0.00142622,-0.002580898,0.004753771,0.846795496,1,T5
2685,B10,synT5,sfp,0.551709982,0.376649994,-0.002396782,-0.004325487,0.004134051,0.849094879,1,T5
2690,B10,synT5,sfp,0.552620005,0.376079989,-0.0006482,-0.001171583,0.005250551,0.847809898,1,T5
2695,B10,synT5,sfp,0.552349977,0.376220006,-0.001124213,-0.002031193,0.004946608,0.848125544,1,T5
2700,B10,synT5,sfp,0.552879991,0.376430014,-0.00090315,-0.001630873,0.005087761,0.84859897,1,T5
2705,B10,synT5,sfp,0.553090018,0.37627999,-0.000472417,-0.000853412,0.005362791,0.848260768,1,T5
2710,B10,synT5,sfp,0.55381997,0.376800011,-0.000507491,-0.000915507,0.005340396,0.849433068,1,T5
2715,B10,synT5,sfp,0.554469995,0.376950004,-7.81E-05,-0.000140884,0.005614553,0.849771202,1,T5
2720,B10,synT5,sfp,0.553930005,0.377049997,-0.000765221,-0.001379535,0.005175831,0.849996619,1,T5
2725,B10,synT5,sfp,0.554160021,0.376840001,-0.000226272,-0.000408148,0.00551996,0.849523219,1,T5
2730,B10,synT5,sfp,0.554339995,0.377049989,-0.000355219,-0.000640386,0.005437625,0.849996601,1,T5
2735,B10,synT5,sfp,0.554189996,0.377380008,-0.000990724,-0.001784508,0.005031843,0.850740574,1,T5
2740,B10,synT5,sfp,0.554679975,0.377290004,-0.000368336,-0.000663611,0.005429249,0.850537675,1,T5
2745,B10,synT5,sfp,0.554739983,0.377569988,-0.000720225,-0.001296628,0.005204561,0.851168852,1,T5
2750,B10,synT5,sfp,0.555520023,0.377639997,-4.32E-05,-7.77E-05,0.005636867,0.851326677,1,T5
2755,B10,synT5,sfp,0.555560016,0.377930004,-0.000429829,-0.000773087,0.005389985,0.85198045,1,T5
2760,B10,synT5,sfp,0.556540002,0.377299994,0.001476993,0.002660947,0.006607525,0.850560197,1,T5
2765,B10,synT5,sfp,0.556220012,0.377809997,0.000406716,0.000731748,0.005924133,0.851709913,1,T5
2770,B10,synT5,sfp,0.556859976,0.378060005,0.000678882,0.001220612,0.006097916,0.852273515,1,T5
2775,B10,synT5,sfp,0.556599985,0.378060011,0.000418882,0.000753139,0.005931902,0.852273528,1,T5
2780,B10,synT5,sfp,0.55713999,0.378580003,0.000193902,0.000348152,0.005788248,0.853445765,1,T5
2785,B10,synT5,sfp,0.558189977,0.378910015,0.000758394,0.001360516,0.006148687,0.854189721,1,T5
2790,B10,synT5,sfp,0.557549997,0.378870009,0.000177269,0.000318044,0.005777627,0.854099534,1,T5
2795,B10,synT5,sfp,0.557440016,0.378800015,0.000170259,0.000305524,0.005773152,0.853941745,1,T5
2800,B10,synT5,sfp,0.557829993,0.378920001,0.00038372,0.000688353,0.00590945,0.854212233,1,T5
2805,B10,synT5,sfp,0.558179996,0.379070005,0.000513045,0.000919985,0.005992027,0.854550392,1,T5
2810,B10,synT5,sfp,0.558949991,0.378949996,0.00145959,0.002618144,0.006596412,0.854279852,1,T5
2815,B10,synT5,sfp,0.558559993,0.379530001,0.00021632,0.000387432,0.005802562,0.855587378,1,T5
2820,B10,synT5,sfp,0.55958997,0.380419984,-6.30E-05,-0.000112564,0.005624214,0.857593697,1,T5
2825,B10,synT5,sfp,0.559750024,0.380299988,0.000273589,0.000489009,0.00583913,0.857323186,1,T5
2830,B10,synT5,sfp,0.559670024,0.380540006,-0.000159512,-0.00028493,0.005562587,0.857864265,1,T5
2835,B10,synT5,sfp,0.559790008,0.380010003,0.000740183,0.001324003,0.006137058,0.856669462,1,T5
2840,B10,synT5,sfp,0.560110014,0.380970005,-0.000352113,-0.000628254,0.005439608,0.858833627,1,T5
2845,B10,synT5,sfp,0.561170027,0.381449987,1.78E-06,3.17E-06,0.005665573,0.859915667,1,T5
2850,B10,synT5,sfp,0.561010028,0.381969986,-0.000923216,-0.001642929,0.005074948,0.861087918,1,T5
2855,B10,synT5,sfp,0.561719979,0.380950008,0.001287271,0.002296923,0.006486383,0.858788548,1,T5
2860,B10,synT5,sfp,0.561339998,0.380719989,0.001245682,0.002224057,0.006459828,0.858270007,1,T5
2865,B10,synT5,sfp,0.561810025,0.381340002,0.000803579,0.001432389,0.006177538,0.859667723,1,T5
2870,B10,synT5,sfp,0.562280029,0.38172999,0.000699855,0.001246224,0.006111308,0.860546886,1,T5
2875,B10,synT5,sfp,0.562110028,0.381109986,0.001441969,0.002571876,0.006585161,0.85914919,1,T5
2880,B10,synT5,sfp,0.562060011,0.381319992,0.001083002,0.001930564,0.006355954,0.859622615,1,T5
2885,B10,synT5,sfp,0.562759992,0.381819995,0.001047406,0.001864665,0.006333225,0.860749789,1,T5
2890,B10,synT5,sfp,0.564080011,0.382689993,0.001087532,0.0019317,0.006358847,0.862711055,1,T5
2895,B10,synT5,sfp,0.564000002,0.383610003,-0.000345944,-0.000613,0.005443547,0.864785063,1,T5
2900,B10,synT5,sfp,0.564590003,0.382919994,0.001259159,0.002235204,0.006468434,0.863229553,1,T5
2905,B10,synT5,sfp,0.565229998,0.383509989,0.001031187,0.001827701,0.006322869,0.864559599,1,T5
2910,B10,synT5,sfp,0.56587998,0.384239989,0.000607233,0.001074231,0.006052167,0.866205263,1,T5
2915,B10,synT5,sfp,0.566640028,0.384060013,0.001632052,0.002888546,0.006706532,0.865799536,1,T5
2920,B10,synT5,sfp,0.567070006,0.384700007,0.001120505,0.001979868,0.006379901,0.867242297,1,T5
2925,B10,synT5,sfp,0.567089974,0.384229986,0.001831942,0.003240895,0.006834166,0.866182714,1,T5
2930,B10,synT5,sfp,0.567509998,0.384669991,0.001604655,0.002835554,0.006689039,0.867174631,1,T5
2935,B10,synT5,sfp,0.567930011,0.384849993,0.001759859,0.003108358,0.00678814,0.867580416,1,T5
2940,B10,synT5,sfp,0.568850007,0.385610013,0.001561755,0.002753018,0.006661646,0.869293756,1,T5
2945,B10,synT5,sfp,0.568439996,0.385599997,0.00116648,0.002056292,0.006409256,0.869271175,1,T5
2950,B10,synT5,sfp,0.568789974,0.386170004,0.000677894,0.00119324,0.006097286,0.870556162,1,T5
2955,B10,synT5,sfp,0.569539995,0.386020014,0.001648573,0.002902972,0.006717081,0.870218033,1,T5
2960,B10,synT5,sfp,0.569729994,0.385619994,0.00242706,0.004278243,0.007214159,0.869316254,1,T5
2965,B10,synT5,sfp,0.570819992,0.386689992,0.001942934,0.003415385,0.006905036,0.871728389,1,T5
2970,B10,synT5,sfp,0.570370027,0.386349995,0.001993155,0.003506748,0.006937103,0.870961922,1,T5
2975,B10,synT5,sfp,0.571019975,0.385900004,0.003305105,0.005821768,0.007774806,0.869947492,1,T5
2980,B10,synT5,sfp,0.571360023,0.386520011,0.002733033,0.004806372,0.007409528,0.871345194,1,T5
2985,B10,synT5,sfp,0.570520001,0.386070004,0.002555036,0.00449858,0.007295874,0.870330728,1,T5
2990,B10,synT5,sfp,0.571330004,0.386440011,0.002820705,0.004961581,0.007465508,0.871164848,1,T5
2995,B10,synT5,sfp,0.571299981,0.386950011,0.002040399,0.003584303,0.006967269,0.872314557,1,T5
3000,B10,synT5,sfp,0.571609988,0.386409994,0.003144848,0.005532174,0.00767248,0.871097179,1,T5
3005,B10,synT5,sfp,0.571329998,0.387049988,0.001923335,0.003377788,0.006892522,0.872539939,1,T5
3010,B10,synT5,sfp,0.571810028,0.387509987,0.00172664,0.003028749,0.006766928,0.87357693,1,T5
3015,B10,synT5,sfp,0.572279976,0.387520011,0.002181841,0.003827133,0.007057582,0.873599527,1,T5
3020,B10,synT5,sfp,0.573309972,0.387599997,0.003094165,0.005426306,0.007640118,0.873779844,1,T5
3025,B10,synT5,sfp,0.572579975,0.386919991,0.003364556,0.005910865,0.007812767,0.872246883,1,T5
3030,B10,synT5,sfp,0.572669999,0.387650006,0.002380622,0.004174411,0.007184508,0.873892579,1,T5
3035,B10,synT5,sfp,0.573079971,0.387649992,0.002790615,0.004893331,0.007446295,0.873892549,1,T5
3040,B10,synT5,sfp,0.574039976,0.387650009,0.003750594,0.00657665,0.008059259,0.873892588,1,T5
3045,B10,synT5,sfp,0.573610014,0.38812001,0.002629192,0.004604694,0.007343224,0.874952127,1,T5
3050,B10,synT5,sfp,0.57381003,0.388219998,0.002682112,0.004696166,0.007377014,0.875177533,1,T5
3055,B10,synT5,sfp,0.57415002,0.388090002,0.003213345,0.005628199,0.007716216,0.874884478,1,T5
3060,B10,synT5,sfp,0.574300025,0.388350008,0.002980844,0.005217475,0.00756776,0.875470618,1,T5
3065,B10,synT5,sfp,0.574710016,0.388080011,0.003788039,0.00663495,0.008083168,0.874861956,1,T5
3070,B10,synT5,sfp,0.575100006,0.388499989,0.003560181,0.006229105,0.007937677,0.875808725,1,T5
3075,B10,synT5,sfp,0.575390022,0.389460003,0.002437878,0.004254941,0.007221066,0.877972917,1,T5
3080,B10,synT5,sfp,0.574490026,0.388329985,0.003200301,0.005601888,0.007707887,0.87542548,1,T5
3085,B10,synT5,sfp,0.574429993,0.388170008,0.003375617,0.005911202,0.00781983,0.875064839,1,T5
3090,B10,synT5,sfp,0.576130019,0.388569998,0.0044872,0.007849658,0.008529595,0.87596655,1,T5
3095,B10,synT5,sfp,0.575930019,0.388680009,0.004125359,0.00721463,0.008298553,0.87621455,1,T5
3100,B10,synT5,sfp,0.576510027,0.388550002,0.004896625,0.008566323,0.00879102,0.875921472,1,T5
3105,B10,synT5,sfp,0.576309994,0.388720001,0.004446499,0.007775454,0.008503606,0.876304707,1,T5
3110,B10,synT5,sfp,0.576090026,0.389309999,0.003358559,0.005864108,0.007808938,0.877634758,1,T5
3115,B10,synT5,sfp,0.57616001,0.388389999,0.004781995,0.008369232,0.008717827,0.875560773,1,T5
3120,B10,synT5,sfp,0.57620002,0.389170011,0.003674495,0.006418045,0.008010668,0.877319179,1,T5
3125,B10,synT5,sfp,0.576449983,0.388970005,0.004218696,0.007372362,0.008358151,0.876868298,1,T5
3130,B10,synT5,sfp,0.576379984,0.388999999,0.004104572,0.007172372,0.00828528,0.876935914,1,T5
3135,B10,synT5,sfp,0.576040009,0.388430002,0.004603146,0.008055388,0.008603628,0.875650951,1,T5
3140,B10,synT5,sfp,0.576520001,0.389119995,0.004068058,0.007106374,0.008261965,0.877206426,1,T5
3145,B10,synT5,sfp,0.576210027,0.389090008,0.003802199,0.006642465,0.00809221,0.877138825,1,T5
3150,B10,synT5,sfp,0.576930024,0.389080013,0.0045369,0.007926195,0.008561329,0.877116293,1,T5
3155,B10,synT5,sfp,0.576659974,0.389059994,0.004296299,0.00750624,0.008407701,0.877071165,1,T5
3160,B10,synT5,sfp,0.576620016,0.389649996,0.003388364,0.005910985,0.007827968,0.878401226,1,T5
3165,B10,synT5,sfp,0.57759001,0.388829992,0.005564703,0.009728071,0.0092176,0.876552663,1,T5
3170,B10,synT5,sfp,0.577860028,0.389090002,0.005452208,0.009525041,0.00914577,0.877138813,1,T5
3175,B10,synT5,sfp,0.577829978,0.389480007,0.004848404,0.008461711,0.00876023,0.878018013,1,T5
3180,B10,synT5,sfp,0.578139985,0.390000013,0.004393407,0.0076574,0.008469707,0.87919028,1,T5
3185,B10,synT5,sfp,0.578279991,0.389810009,0.004812937,0.008392699,0.008737584,0.878761947,1,T5
3190,B10,synT5,sfp,0.579089981,0.389099996,0.006667459,0.011647793,0.009921729,0.877161341,1,T5
3195,B10,synT5,sfp,0.579389995,0.389269999,0.006717373,0.011729867,0.0099536,0.877544585,1,T5
3200,B10,synT5,sfp,0.57913997,0.389449999,0.006202541,0.010825861,0.009624871,0.877950367,1,T5
3205,B10,synT5,sfp,0.578909989,0.390029995,0.005119302,0.008921899,0.008933204,0.879257871,1,T5
3210,B10,synT5,sfp,0.579420014,0.389119999,0.006968064,0.012172312,0.01011367,0.877206436,1,T5
3215,B10,synT5,sfp,0.579070007,0.389429993,0.006162011,0.010755672,0.009598991,0.877905266,1,T5
3220,B10,synT5,sfp,0.578879987,0.389669994,0.005618915,0.009801668,0.009252215,0.878446309,1,T5
3225,B10,synT5,sfp,0.579660022,0.389610004,0.006487203,0.011318057,0.009806632,0.878311071,1,T5
3230,B10,synT5,sfp,0.579560021,0.389729993,0.006210682,0.010832282,0.009630069,0.878581566,1,T5
3235,B10,synT5,sfp,0.579140022,0.390310002,0.004937405,0.008598715,0.008817059,0.8798891,1,T5
3240,B10,synT5,sfp,0.579679988,0.389919992,0.006051132,0.010548863,0.009528193,0.879009886,1,T5
3245,B10,synT5,sfp,0.579540011,0.389340007,0.006764398,0.011809858,0.009983627,0.877702406,1,T5
3250,B10,synT5,sfp,0.579439978,0.389629994,0.006237752,0.010882288,0.009647353,0.878356134,1,T5
3255,B10,synT5,sfp,0.580570026,0.389949995,0.006897031,0.012022583,0.010068315,0.879077524,1,T5
3260,B10,synT5,sfp,0.580089992,0.389750005,0.006711213,0.011704676,0.009949667,0.878626678,1,T5
3265,B10,synT5,sfp,0.579979985,0.390109999,0.006071602,0.010579393,0.009541264,0.879438225,1,T5
3270,B10,synT5,sfp,0.579370025,0.389489985,0.006373771,0.011123583,0.009734204,0.878040508,1,T5
3275,B10,synT5,sfp,0.580459999,0.389940012,0.006801691,0.011856694,0.010007438,0.879055019,1,T5
3280,B10,synT5,sfp,0.579780018,0.389410003,0.00690143,0.012046934,0.010071124,0.8778602,1,T5
3285,B10,synT5,sfp,0.580389974,0.389819986,0.006908241,0.01204614,0.010075473,0.878784441,1,T5
3290,B10,synT5,sfp,0.579470029,0.390039996,0.00566463,0.00987204,0.009281405,0.879280416,1,T5
3295,B10,synT5,sfp,0.580429974,0.390129989,0.006492182,0.011311647,0.009809812,0.879483291,1,T5
3300,B10,synT5,sfp,0.581489996,0.390319999,0.007272673,0.012665366,0.010308169,0.879911635,1,T5
3305,B10,synT5,sfp,0.581029989,0.389890008,0.007445243,0.012980198,0.010418358,0.878942294,1,T5
3310,B10,synT5,sfp,0.580059977,0.38925999,0.007402081,0.012925833,0.010390798,0.877522021,1,T5
3315,B10,synT5,sfp,0.581349994,0.389670002,0.008088909,0.014110341,0.01082935,0.878446327,1,T5
3320,B10,synT5,sfp,0.581190003,0.389870013,0.007634674,0.013311138,0.010539313,0.878897217,1,T5
3325,B10,synT5,sfp,0.581580018,0.39065,0.006877214,0.011966558,0.010055661,0.88065557,1,T5
3330,B10,synT5,sfp,0.580350015,0.389850006,0.006824119,0.011898537,0.010021759,0.878852116,1,T5
3335,B10,synT5,sfp,0.581260022,0.390319989,0.007042713,0.012264891,0.010161335,0.879911613,1,T5
3340,B10,synT5,sfp,0.582419976,0.390390006,0.008099662,0.014103039,0.010836216,0.880069455,1,T5
3345,B10,synT5,sfp,0.581999992,0.39043999,0.007606144,0.013242035,0.010521096,0.880182136,1,T5
3350,B10,synT5,sfp,0.582300009,0.390589998,0.007685477,0.013375014,0.010571752,0.880520304,1,T5
3355,B10,synT5,sfp,0.582669979,0.39048999,0.008202575,0.014278573,0.010901928,0.880294852,1,T5
3360,B10,synT5,sfp,0.581740002,0.389660009,0.008493619,0.014816699,0.011087765,0.878423798,1,T5
3365,B10,synT5,sfp,0.581200023,0.389810009,0.007732968,0.013484589,0.010602075,0.878761949,1,T5
3370,B10,synT5,sfp,0.581830018,0.389970013,0.008127575,0.014166882,0.010854039,0.87912265,1,T5
3375,B10,synT5,sfp,0.583120003,0.390809996,0.008181823,0.014230788,0.010888677,0.881016252,1,T5
3380,B10,synT5,sfp,0.582539973,0.390049993,0.008719867,0.015196169,0.011232228,0.879302953,1,T5
3385,B10,synT5,sfp,0.583050006,0.390260012,0.008920932,0.015538199,0.011360611,0.879776405,1,T5
3390,B10,synT5,sfp,0.582260008,0.390639985,0.007571939,0.013175737,0.010499256,0.880632991,1,T5
3395,B10,synT5,sfp,0.583100027,0.38992001,0.009471145,0.016510928,0.011711932,0.879009927,1,T5
3400,B10,synT5,sfp,0.582549983,0.390060011,0.008715138,0.015187537,0.011229208,0.879325537,1,T5
3405,B10,synT5,sfp,0.581940018,0.389849992,0.008414143,0.014670903,0.011037018,0.878852084,1,T5
3410,B10,synT5,sfp,0.582900016,0.390490008,0.008432584,0.014678959,0.011048793,0.880294894,1,T5
3415,B10,synT5,sfp,0.583190028,0.389959995,0.009502323,0.016563581,0.01173184,0.879100066,1,T5
3420,B10,synT5,sfp,0.582709989,0.390169999,0.008713337,0.015180118,0.011228058,0.879573486,1,T5
3425,B10,synT5,sfp,0.582889972,0.389579988,0.009761311,0.017031623,0.011897208,0.878243405,1,T5
3430,B10,synT5,sfp,0.583449993,0.390859994,0.008438258,0.014674932,0.011052415,0.881128966,1,T5
3435,B10,synT5,sfp,0.582340022,0.389749995,0.008961257,0.015628861,0.01138636,0.878626657,1,T5
3440,B10,synT5,sfp,0.583730027,0.390360006,0.009453847,0.016462196,0.011700887,0.880001825,1,T5
3445,B10,synT5,sfp,0.583020005,0.390290004,0.008846808,0.015407908,0.011313282,0.879844017,1,T5
3450,B10,synT5,sfp,0.583029996,0.389620013,0.009842453,0.017171436,0.011949019,0.878333634,1,T5
3455,B10,synT5,sfp,0.583480021,0.389590009,0.010336617,0.018034958,0.012264552,0.878265996,1,T5
3460,B10,synT5,sfp,0.583699976,0.390220006,0.009629756,0.016774527,0.011813208,0.879686218,1,T5
3465,B10,synT5,sfp,0.583809993,0.39038999,0.009489702,0.016523363,0.011723782,0.880069419,1,T5
3470,B10,synT5,sfp,0.583180013,0.389699992,0.00987481,0.017224351,0.011969679,0.878513933,1,T5
3475,B10,synT5,sfp,0.58459999,0.390519993,0.010088446,0.017560041,0.01210609,0.880362489,1,T5
3480,B10,synT5,sfp,0.58388002,0.390380003,0.009574421,0.0166713,0.011777876,0.880046906,1,T5
3485,B10,synT5,sfp,0.584220006,0.390299986,0.010032124,0.01747185,0.012070128,0.879866519,1,T5
3490,B10,synT5,sfp,0.584610024,0.390660002,0.009892506,0.017212815,0.011980979,0.880678117,1,T5
3495,B10,synT5,sfp,0.584499972,0.390329989,0.010267952,0.01788119,0.012220707,0.879934157,1,T5
3500,B10,synT5,sfp,0.585179986,0.390489989,0.010712583,0.018647851,0.012504612,0.88029485,1,T5
3505,B10,synT5,sfp,0.58509998,0.390440009,0.010706105,0.01863896,0.012500476,0.880182178,1,T5
3510,B10,synT5,sfp,0.58400999,0.390119994,0.010086902,0.017575355,0.012105104,0.879460759,1,T5
3515,B10,synT5,sfp,0.585179997,0.390369986,0.010889135,0.018961011,0.012617344,0.880024323,1,T5
3520,B10,synT5,sfp,0.58520998,0.389850006,0.011684083,0.020372373,0.013124933,0.878852116,1,T5
3525,B10,synT5,sfp,0.586090017,0.390439986,0.011696174,0.020362639,0.013132653,0.880182128,1,T5
3530,B10,synT5,sfp,0.585370021,0.39094,0.010240585,0.017805705,0.012203233,0.881309326,1,T5
3535,B10,synT5,sfp,0.585699985,0.390580006,0.011100153,0.019318059,0.012752083,0.880497779,1,T5
3540,B10,synT5,sfp,0.58473999,0.390490006,0.010272561,0.017881886,0.012223651,0.880294889,1,T5
3545,B10,synT5,sfp,0.586030017,0.390279989,0.011871554,0.020676441,0.013244636,0.87982144,1,T5
3550,B10,synT5,sfp,0.586220016,0.391079996,0.010884626,0.01891875,0.012614465,0.881624923,1,T5
3555,B10,synT5,sfp,0.585430026,0.390859995,0.01041829,0.018118395,0.012316701,0.881128968,1,T5
3560,B10,synT5,sfp,0.586650015,0.391230003,0.011093944,0.019275175,0.012748118,0.881963089,1,T5
3565,B10,synT5,sfp,0.585369993,0.389789992,0.011932386,0.020808517,0.013283479,0.878716823,1,T5
0,C10,synT5,sfp,0.00199,0.001789997,-0.000643345,-0.244307022,0.004769526,0.00403525,2,T5
5,C10,synT5,sfp,0.00139,0.001990002,-0.001537581,-0.525205127,0.00419854,0.004486128,2,T5
10,C10,synT5,sfp,0.001389999,0.001880003,-0.001375758,-0.497425442,0.004301867,0.004238154,2,T5
15,C10,synT5,sfp,0.001530004,0.001569998,-0.000779692,-0.337573348,0.004682466,0.0035393,2,T5
20,C10,synT5,sfp,0.001450001,0.001769997,-0.001153922,-0.443147506,0.004443513,0.003990165,2,T5
25,C10,synT5,sfp,0.001659997,0.00171,-0.000855661,-0.340134099,0.004633958,0.003854911,2,T5
30,C10,synT5,sfp,0.00155,0.001909997,-0.001259882,-0.44837532,0.004375856,0.00430577,2,T5
35,C10,synT5,sfp,0.001310004,0.001420002,-0.000779025,-0.37291249,0.004682891,0.00320116,2,T5
40,C10,synT5,sfp,0.001649996,0.001889999,-0.001130467,-0.406575121,0.00445849,0.004260689,2,T5
45,C10,synT5,sfp,0.001579999,0.001669998,-0.000876811,-0.356889919,0.004620454,0.003764734,2,T5
50,C10,synT5,sfp,0.001700002,0.001590002,-0.000639121,-0.273231017,0.004772223,0.003584395,2,T5
55,C10,synT5,sfp,0.001560002,0.001640005,-0.000852683,-0.353416609,0.00463586,0.003697118,2,T5
60,C10,synT5,sfp,0.001309998,0.001720002,-0.001220374,-0.482290378,0.004401082,0.00387746,2,T5
65,C10,synT5,sfp,0.001170004,0.001819997,-0.001507476,-0.563020354,0.004217763,0.004102882,2,T5
70,C10,synT5,sfp,0.001439998,0.002120003,-0.001678834,-0.538289472,0.004108347,0.004779195,2,T5
75,C10,synT5,sfp,0.001630001,0.001790003,-0.001003353,-0.381017127,0.004539654,0.004035264,2,T5
80,C10,synT5,sfp,0.001579998,0.00213,-0.001553542,-0.495778567,0.004188349,0.004801732,2,T5
85,C10,synT5,sfp,0.001630004,0.001770001,-0.000973924,-0.374021179,0.004558445,0.003990173,2,T5
90,C10,synT5,sfp,0.001460003,0.001910001,-0.001349885,-0.480405319,0.004318387,0.00430578,2,T5
95,C10,synT5,sfp,0.001540003,0.001739999,-0.001019788,-0.398387132,0.00452916,0.003922539,2,T5
100,C10,synT5,sfp,0.001680003,0.002100003,-0.001409407,-0.456205772,0.004280382,0.004734109,2,T5
105,C10,synT5,sfp,0.001759999,0.001900003,-0.001035182,-0.370345218,0.004519331,0.004283242,2,T5
110,C10,synT5,sfp,0.001729998,0.002209999,-0.001521232,-0.46789424,0.004208979,0.004982077,2,T5
