timepoint,well,indsyn,pptase,590,800,Indconc,Indconcnorm,IndconcNormRange,Bacnorm,ExpID,typeID
1410,E10,synT5,sfp,0.437199998,0.296419991,0.001123204,0.002575702,0.004706502,0.668229657,4,T5
1415,E10,synT5,sfp,0.437520004,0.296719988,0.00100187,0.002295139,0.004629029,0.668905952,4,T5
1420,E10,synT5,sfp,0.437960028,0.297569991,0.000191417,0.000437255,0.00411154,0.670822141,4,T5
1425,E10,synT5,sfp,0.439689975,0.297919988,0.001406467,0.003209035,0.004887371,0.671611151,4,T5
1430,E10,synT5,sfp,0.439859993,0.298419995,0.000840903,0.001915413,0.004526248,0.672738334,4,T5
1435,E10,synT5,sfp,0.440849979,0.299079996,0.000859932,0.001954436,0.004538399,0.674226196,4,T5
1440,E10,synT5,sfp,0.441320003,0.299980012,5.90E-06,1.34E-05,0.003993085,0.676255135,4,T5
1445,E10,synT5,sfp,0.442069977,0.299919992,0.000844173,0.001913245,0.004528336,0.676119829,4,T5
1450,E10,synT5,sfp,0.442770007,0.300760013,0.00030841,0.000697033,0.004186242,0.678013516,4,T5
1455,E10,synT5,sfp,0.443970002,0.301270006,0.000758132,0.001710541,0.004473398,0.679163211,4,T5
1460,E10,synT5,sfp,0.443730027,0.301329986,0.000429917,0.000969811,0.004263827,0.679298426,4,T5
1465,E10,synT5,sfp,0.444309973,0.301830005,0.000274263,0.000617661,0.004164439,0.680425636,4,T5
1470,E10,synT5,sfp,0.445519994,0.302209987,0.000925276,0.002081168,0.004580122,0.681282242,4,T5
1475,E10,synT5,sfp,0.446150008,0.302379997,0.00130518,0.002934012,0.004822697,0.681665502,4,T5
1480,E10,synT5,sfp,0.446269992,0.30339001,-6.07E-05,-0.000136022,0.003950552,0.683942407,4,T5
1485,E10,synT5,sfp,0.448220019,0.304090004,0.000859522,0.001921319,0.004538137,0.685520429,4,T5
1490,E10,synT5,sfp,0.448109991,0.30383,0.001131999,0.00253256,0.004712118,0.684934293,4,T5
1495,E10,synT5,sfp,0.44860998,0.304019988,0.001352487,0.003023957,0.004852904,0.68536259,4,T5
1500,E10,synT5,sfp,0.449269995,0.304770014,0.000909105,0.002027619,0.004569797,0.687053399,4,T5
1505,E10,synT5,sfp,0.449589992,0.305309993,0.000434716,0.000967851,0.004266891,0.688270691,4,T5
1510,E10,synT5,sfp,0.450339999,0.305329993,0.001155299,0.002571991,0.004726996,0.688315779,4,T5
1515,E10,synT5,sfp,0.451159985,0.305990007,0.001004309,0.002231025,0.004630586,0.689803671,4,T5
1520,E10,synT5,sfp,0.45182001,0.307059995,9.02E-05,0.000199735,0.004046928,0.69221578,4,T5
1525,E10,synT5,sfp,0.452910013,0.307370016,0.000724144,0.001601429,0.004451695,0.692914671,4,T5
1530,E10,synT5,sfp,0.453539983,0.307680006,0.000898074,0.001984072,0.004562753,0.693613491,4,T5
1535,E10,synT5,sfp,0.453649974,0.307509988,0.001258186,0.002781186,0.004792691,0.693230214,4,T5
1540,E10,synT5,sfp,0.454419982,0.307830004,0.001557403,0.003439018,0.004983746,0.693951638,4,T5
1545,E10,synT5,sfp,0.45545001,0.308959996,0.00092505,0.002035202,0.004579978,0.696499017,4,T5
1550,E10,synT5,sfp,0.455580027,0.309579992,0.000142963,0.000313904,0.004080602,0.697896694,4,T5
1555,E10,synT5,sfp,0.456210025,0.309569989,0.000787677,0.001729552,0.004492262,0.697874145,4,T5
1560,E10,synT5,sfp,0.456680022,0.310190012,0.000345529,0.000757184,0.004209944,0.699271884,4,T5
1565,E10,synT5,sfp,0.457849999,0.310860012,0.000529839,0.001158574,0.004327629,0.700782289,4,T5
1570,E10,synT5,sfp,0.458299973,0.31085,0.000994543,0.002174789,0.00462435,0.700759716,4,T5
1575,E10,synT5,sfp,0.459049996,0.311639993,0.000582372,0.001270257,0.004361171,0.702540625,4,T5
1580,E10,synT5,sfp,0.459499983,0.311779987,0.000826407,0.001801733,0.004516993,0.702856219,4,T5
1585,E10,synT5,sfp,0.459369976,0.312130003,0.000181476,0.00039521,0.004105193,0.703645271,4,T5
1590,E10,synT5,sfp,0.45996998,0.312810013,-0.000218914,-0.000475704,0.003849537,0.70517824,4,T5
1595,E10,synT5,sfp,0.460959979,0.312989996,0.000506304,0.001099576,0.004312601,0.705583984,4,T5
1600,E10,synT5,sfp,0.462280013,0.313359994,0.001282018,0.002780963,0.004807908,0.706418081,4,T5
1605,E10,synT5,sfp,0.462739987,0.313750006,0.001168227,0.002530975,0.00473525,0.7072973,4,T5
1610,E10,synT5,sfp,0.463789991,0.314109994,0.001688637,0.003654258,0.005067542,0.708108832,4,T5
1615,E10,synT5,sfp,0.463749998,0.314799999,0.000633546,0.001368005,0.004393847,0.709664335,4,T5
1620,E10,synT5,sfp,0.463810008,0.314700004,0.000840663,0.001815806,0.004526095,0.709438913,4,T5
1625,E10,synT5,sfp,0.464250014,0.315810002,-0.000352299,-0.000758281,0.003764368,0.711941219,4,T5
1630,E10,synT5,sfp,0.465059985,0.315960012,0.000236987,0.000509843,0.004140637,0.71227939,4,T5
1635,E10,synT5,sfp,0.466429986,0.316819994,0.000341829,0.000733399,0.00420758,0.714218078,4,T5
1640,E10,synT5,sfp,0.467260002,0.316729985,0.001304261,0.002799109,0.004822111,0.714015168,4,T5
1645,E10,synT5,sfp,0.467559978,0.31720999,0.00089808,0.001924477,0.004562757,0.715097258,4,T5
1650,E10,synT5,sfp,0.467759973,0.317659993,0.000436054,0.000933088,0.004267745,0.716111717,4,T5
1655,E10,synT5,sfp,0.468459979,0.317959999,0.000694708,0.001485164,0.0044329,0.71678803,4,T5
1660,E10,synT5,sfp,0.468660002,0.318350011,0.000320967,0.000685331,0.00419426,0.717667247,4,T5
1665,E10,synT5,sfp,0.469789983,0.319259989,0.00011224,0.000238973,0.004060984,0.71971864,4,T5
1670,E10,synT5,sfp,0.470390014,0.318859989,0.001300727,0.002772878,0.004819854,0.718816908,4,T5
1675,E10,synT5,sfp,0.470419987,0.31919001,0.000845193,0.001799912,0.004528988,0.719560884,4,T5
1680,E10,synT5,sfp,0.470870004,0.319840003,0.000338976,0.000720411,0.004205759,0.721026186,4,T5
1685,E10,synT5,sfp,0.471999972,0.319990007,0.001248266,0.002651643,0.004786357,0.721364345,4,T5
1690,E10,synT5,sfp,0.471919998,0.320099986,0.001006496,0.002137327,0.004631982,0.721612276,4,T5
1695,E10,synT5,sfp,0.473019995,0.321000004,0.000782437,0.001656871,0.004488917,0.723641216,4,T5
1700,E10,synT5,sfp,0.473450018,0.320840014,0.001447828,0.003067418,0.004913781,0.723280545,4,T5
1705,E10,synT5,sfp,0.473759981,0.321800003,0.000345508,0.000729822,0.00420993,0.725444682,4,T5
1710,E10,synT5,sfp,0.474790028,0.322500001,0.000345757,0.000728763,0.004210089,0.72702271,4,T5
1715,E10,synT5,sfp,0.474939986,0.32280999,3.97E-05,8.35E-05,0.004014651,0.727721528,4,T5
1720,E10,synT5,sfp,0.475389975,0.323470001,-0.000481307,-0.001011422,0.003681994,0.729209414,4,T5
1725,E10,synT5,sfp,0.475660026,0.323120008,0.000303635,0.000638752,0.004183193,0.728420412,4,T5
1730,E10,synT5,sfp,0.476930003,0.323290014,0.001323508,0.00278278,0.004834401,0.728803662,4,T5
1735,E10,synT5,sfp,0.47713001,0.323590009,0.001082179,0.002273257,0.004680307,0.729479952,4,T5
1740,E10,synT5,sfp,0.476720002,0.324050006,-4.55E-06,-9.55E-06,0.00398641,0.73051694,4,T5
1745,E10,synT5,sfp,0.478799994,0.324160014,0.001913603,0.004012702,0.005211186,0.730764934,4,T5
1750,E10,synT5,sfp,0.477950006,0.324779998,0.000151528,0.000317137,0.00408607,0.732162586,4,T5
1755,E10,synT5,sfp,0.479339984,0.325939989,-0.000165009,-0.000344123,0.003883956,0.734777592,4,T5
1760,E10,synT5,sfp,0.480310021,0.325760012,0.001069801,0.002232285,0.004672404,0.734371864,4,T5
1765,E10,synT5,sfp,0.480369971,0.326799988,-0.000400205,-0.000832425,0.003733779,0.736716317,4,T5
1770,E10,synT5,sfp,0.481439981,0.326930002,0.000478535,0.000994956,0.00429487,0.737009412,4,T5
1775,E10,synT5,sfp,0.482190011,0.32735,0.000610688,0.001268094,0.004379252,0.737956228,4,T5
1780,E10,synT5,sfp,0.483209983,0.328049989,0.000600874,0.001245053,0.004372986,0.739534237,4,T5
1785,E10,synT5,sfp,0.483750021,0.328539987,0.000420055,0.000869085,0.004257529,0.740638856,4,T5
1790,E10,synT5,sfp,0.48435998,0.328489996,0.001103556,0.002283583,0.004693957,0.740526161,4,T5
1795,E10,synT5,sfp,0.484970009,0.32941,0.000360126,0.000743126,0.004219264,0.742600156,4,T5
1800,E10,synT5,sfp,0.485709999,0.329809995,0.000511666,0.00105455,0.004316025,0.743501878,4,T5
1805,E10,synT5,sfp,0.486389997,0.329810011,0.001191641,0.002455988,0.004750201,0.743501913,4,T5
1810,E10,synT5,sfp,0.486319987,0.330210009,0.000533175,0.00109755,0.004329759,0.744403644,4,T5
1815,E10,synT5,sfp,0.487399991,0.330969995,0.00049513,0.001016892,0.004305466,0.746116906,4,T5
1820,E10,synT5,sfp,0.487099986,0.330999998,0.000150986,0.000310065,0.004085724,0.746184542,4,T5
1825,E10,synT5,sfp,0.488480011,0.331930001,0.000162842,0.000333475,0.004093294,0.74828108,4,T5
1830,E10,synT5,sfp,0.489769987,0.332660013,0.000378864,0.000774153,0.004231228,0.749926772,4,T5
1835,E10,synT5,sfp,0.489669971,0.332839994,1.41E-05,2.87E-05,0.003998301,0.750332508,4,T5
1840,E10,synT5,sfp,0.490309988,0.332690011,0.000874734,0.001787231,0.00454785,0.749994396,4,T5
1845,E10,synT5,sfp,0.490999991,0.33313,0.00091745,0.001872032,0.004575125,0.750986278,4,T5
1850,E10,synT5,sfp,0.490219978,0.333120002,0.000152145,0.000310457,0.004086464,0.750963739,4,T5
1855,E10,synT5,sfp,0.490400011,0.332790001,0.000817657,0.001670111,0.004511405,0.750219808,4,T5
1860,E10,synT5,sfp,0.492129979,0.333520012,0.001473672,0.003003472,0.004930283,0.751865496,4,T5
1865,E10,synT5,sfp,0.492059994,0.333710001,0.001124186,0.002289884,0.00470713,0.752293795,4,T5
1870,E10,synT5,sfp,0.492690001,0.334040005,0.001268711,0.002581717,0.004799411,0.753037733,4,T5
1875,E10,synT5,sfp,0.493660022,0.334709986,0.001253093,0.002544832,0.004789439,0.754548093,4,T5
1880,E10,synT5,sfp,0.492830025,0.334340008,0.000967387,0.001966784,0.004607011,0.753714039,4,T5
1885,E10,synT5,sfp,0.493119989,0.334540001,0.000963132,0.001956962,0.004604294,0.75416489,4,T5
1890,E10,synT5,sfp,0.495239989,0.335769999,0.001273626,0.002578367,0.00480255,0.756937718,4,T5
1895,E10,synT5,sfp,0.494799975,0.335250009,0.001598593,0.003241257,0.005010047,0.755765486,4,T5
1900,E10,synT5,sfp,0.495120016,0.336100012,0.000668156,0.001351306,0.004415946,0.757681677,4,T5
1905,E10,synT5,sfp,0.495639972,0.335840006,0.001570619,0.003178944,0.004992185,0.757095537,4,T5
1910,E10,synT5,sfp,0.496720027,0.336249995,0.00204752,0.004139143,0.005296695,0.758019789,4,T5
1915,E10,synT5,sfp,0.495020023,0.335700005,0.001156632,0.002342008,0.004727847,0.756779927,4,T5
1920,E10,synT5,sfp,0.496680027,0.336649995,0.001419062,0.002865282,0.004895413,0.758921522,4,T5
1925,E10,synT5,sfp,0.496649977,0.3368,0.001168333,0.002357974,0.004735318,0.759259684,4,T5
1930,E10,synT5,sfp,0.49726998,0.337519986,0.000729132,0.001468423,0.004454881,0.760882773,4,T5
1935,E10,synT5,sfp,0.498259984,0.3371,0.002336997,0.004712419,0.005481531,0.759935984,4,T5
1940,E10,synT5,sfp,0.497700014,0.337339987,0.001423971,0.002869313,0.004898548,0.760476995,4,T5
1945,E10,synT5,sfp,0.498420011,0.337900002,0.001320104,0.002655611,0.004832227,0.761739456,4,T5
1950,E10,synT5,sfp,0.499450015,0.338750013,0.001099619,0.002206518,0.004691443,0.763655664,4,T5
1955,E10,synT5,sfp,0.498959974,0.338049994,0.001639408,0.003296482,0.005036108,0.762077587,4,T5
1960,E10,synT5,sfp,0.499900006,0.33827,0.002255779,0.004532916,0.005429672,0.762573554,4,T5
1965,E10,synT5,sfp,0.50033998,0.338989993,0.001636538,0.003281586,0.005034276,0.76419666,4,T5
1970,E10,synT5,sfp,0.501169998,0.338660014,0.002952005,0.005925126,0.005874224,0.763452776,4,T5
1975,E10,synT5,sfp,0.500540028,0.339550001,0.001012733,0.002027384,0.004635965,0.765459105,4,T5
1980,E10,synT5,sfp,0.499450015,0.338379987,0.001643981,0.003302454,0.005039028,0.762821501,4,T5
1985,E10,synT5,sfp,0.50195003,0.339720013,0.002172624,0.004347183,0.005376576,0.765842368,4,T5
1990,E10,synT5,sfp,0.501809994,0.34009,0.001488283,0.002974653,0.004939612,0.766676442,4,T5
1995,E10,synT5,sfp,0.501479973,0.33963,0.001834988,0.003672584,0.00516099,0.76563945,4,T5
2000,E10,synT5,sfp,0.502430008,0.340370012,0.001696359,0.003387747,0.005072472,0.767307683,4,T5
2005,E10,synT5,sfp,0.502159986,0.340350007,0.001455767,0.002907438,0.00491885,0.767262586,4,T5
2010,E10,synT5,sfp,0.503960029,0.34096,0.002358422,0.004701784,0.005495211,0.768637713,4,T5
2015,E10,synT5,sfp,0.502710024,0.340849987,0.001270262,0.002533229,0.004800401,0.768389708,4,T5
2020,E10,synT5,sfp,0.503189996,0.340660001,0.00202973,0.004050062,0.005285336,0.767961416,4,T5
2025,E10,synT5,sfp,0.503510006,0.34054001,0.002526264,0.005042607,0.005602381,0.767690917,4,T5
2030,E10,synT5,sfp,0.504900027,0.342589998,0.000900456,0.001786621,0.004564274,0.772312274,4,T5
2035,E10,synT5,sfp,0.504869973,0.341969986,0.00178253,0.00354318,0.005127494,0.77091456,4,T5
2040,E10,synT5,sfp,0.504720025,0.341949997,0.001661989,0.003303772,0.005050526,0.770869497,4,T5
2045,E10,synT5,sfp,0.506240012,0.341929988,0.003211412,0.006384154,0.00603986,0.77082439,4,T5
2050,E10,synT5,sfp,0.506210024,0.342630015,0.002151583,0.004268519,0.005363141,0.772402484,4,T5
2055,E10,synT5,sfp,0.506359993,0.342789988,0.002066208,0.00409723,0.005308627,0.772763118,4,T5
2060,E10,synT5,sfp,0.505460004,0.343000001,0.000857259,0.001698878,0.004536692,0.773236558,4,T5
2065,E10,synT5,sfp,0.505889986,0.342449998,0.002096376,0.00416118,0.00532789,0.771996666,4,T5
2070,E10,synT5,sfp,0.508169984,0.343930005,0.002199069,0.004346235,0.005393461,0.775333097,4,T5
2075,E10,synT5,sfp,0.507710003,0.343369995,0.002562944,0.005073659,0.005625802,0.774070647,4,T5
2080,E10,synT5,sfp,0.508730008,0.344159995,0.002420744,0.004781157,0.005535005,0.775851571,4,T5
2085,E10,synT5,sfp,0.507780021,0.343909991,0.001838549,0.003633917,0.005163263,0.775287979,4,T5
2090,E10,synT5,sfp,0.509779976,0.344380001,0.003147051,0.006211699,0.005998765,0.776347538,4,T5
2095,E10,synT5,sfp,0.508859991,0.344179989,0.002521314,0.004979501,0.005599221,0.775896643,4,T5
2100,E10,synT5,sfp,0.509189972,0.344609992,0.002218697,0.004376375,0.005405994,0.776866015,4,T5
2105,E10,synT5,sfp,0.508859991,0.344349998,0.002271205,0.004483331,0.005439522,0.776279901,4,T5
2110,E10,synT5,sfp,0.509560028,0.344379998,0.002927108,0.005777572,0.005858327,0.776347531,4,T5
2115,E10,synT5,sfp,0.508139976,0.343670008,0.002551554,0.005046701,0.005618529,0.774746977,4,T5
2120,E10,synT5,sfp,0.509970029,0.345069995,0.002322023,0.004574081,0.00547197,0.777903014,4,T5
2125,E10,synT5,sfp,0.510839972,0.345379998,0.002735907,0.005384541,0.005736242,0.778601864,4,T5
2130,E10,synT5,sfp,0.510129984,0.345279998,0.002173033,0.004277987,0.005376837,0.778376432,4,T5
2135,E10,synT5,sfp,0.510909975,0.345769995,0.002232167,0.004388175,0.005414595,0.779481049,4,T5
2140,E10,synT5,sfp,0.512129975,0.346419985,0.002495938,0.004897511,0.005583018,0.780946343,4,T5
2145,E10,synT5,sfp,0.513890016,0.346770009,0.003741044,0.007333238,0.00637804,0.781735413,4,T5
2150,E10,synT5,sfp,0.511420022,0.345649988,0.002918762,0.005739931,0.005852998,0.779210513,4,T5
2155,E10,synT5,sfp,0.51272999,0.346829993,0.002492772,0.004885516,0.005580996,0.781870638,4,T5
2160,E10,synT5,sfp,0.514220017,0.34671,0.004159326,0.008154571,0.00664512,0.781600134,4,T5
2165,E10,synT5,sfp,0.513559996,0.347170011,0.002822562,0.005526444,0.005791573,0.782637152,4,T5
2170,E10,synT5,sfp,0.514459997,0.34814,0.002295568,0.004482092,0.005455078,0.784823832,4,T5
2175,E10,synT5,sfp,0.514250016,0.347530006,0.002982978,0.005834481,0.005894001,0.783448701,4,T5
2180,E10,synT5,sfp,0.514460017,0.347760014,0.002854604,0.005579698,0.005812032,0.783967215,4,T5
2185,E10,synT5,sfp,0.514780014,0.347749999,0.003189334,0.006234151,0.006025763,0.783944639,4,T5
2190,E10,synT5,sfp,0.515230023,0.348500007,0.002535972,0.004946365,0.00560858,0.785635408,4,T5
2195,E10,synT5,sfp,0.516509998,0.349319994,0.002609628,0.005078081,0.00565561,0.787483931,4,T5
2200,E10,synT5,sfp,0.515560015,0.347920012,0.003719221,0.007266363,0.006364105,0.784327904,4,T5
2205,E10,synT5,sfp,0.516219981,0.348680012,0.003261117,0.006357463,0.006071598,0.786041198,4,T5
2210,E10,synT5,sfp,0.516699998,0.349390008,0.002696626,0.00524632,0.005711161,0.787641768,4,T5
2215,E10,synT5,sfp,0.517550027,0.349499994,0.003384851,0.006583198,0.006150604,0.787889711,4,T5
2220,E10,synT5,sfp,0.517330005,0.349380007,0.003341347,0.006500819,0.006122826,0.78761922,4,T5
2225,E10,synT5,sfp,0.517959977,0.34946001,0.003853622,0.007495768,0.006449923,0.787799575,4,T5
2230,E10,synT5,sfp,0.518110009,0.350070007,0.003106261,0.00603153,0.005972719,0.789174712,4,T5
2235,E10,synT5,sfp,0.519529986,0.351010014,0.00314335,0.006087203,0.005996402,0.791293802,4,T5
2240,E10,synT5,sfp,0.516809972,0.349569997,0.00254181,0.004942577,0.005612308,0.788047522,4,T5
2245,E10,synT5,sfp,0.518819971,0.35054,0.003124795,0.006059383,0.005984554,0.790234233,4,T5
2250,E10,synT5,sfp,0.520219982,0.350699986,0.004289443,0.008313993,0.006728202,0.790594896,4,T5
2255,E10,synT5,sfp,0.520009975,0.351590015,0.002770074,0.005355493,0.005758059,0.792601317,4,T5
2260,E10,synT5,sfp,0.521160021,0.351439994,0.004140824,0.008009033,0.006633306,0.792263119,4,T5
2265,E10,synT5,sfp,0.520560025,0.351779992,0.00304064,0.005875413,0.005930819,0.793029589,4,T5
2270,E10,synT5,sfp,0.520519973,0.351470011,0.003456615,0.00668509,0.006196427,0.792330789,4,T5
2275,E10,synT5,sfp,0.521519977,0.351810013,0.003956428,0.007644332,0.006515566,0.793097266,4,T5
2280,E10,synT5,sfp,0.520029976,0.351890001,0.002348752,0.004537062,0.005489037,0.793277587,4,T5
2285,E10,synT5,sfp,0.520209993,0.351989992,0.002381668,0.004599339,0.005510054,0.793502999,4,T5
2290,E10,synT5,sfp,0.52077999,0.352299997,0.002495603,0.004815123,0.005582804,0.794201854,4,T5
2295,E10,synT5,sfp,0.519850009,0.351530001,0.002698397,0.005217806,0.005712291,0.792466026,4,T5
2300,E10,synT5,sfp,0.522199983,0.352490006,0.003636066,0.007011798,0.006311009,0.794630197,4,T5
2305,E10,synT5,sfp,0.52142003,0.353180012,0.001841013,0.003543279,0.005164836,0.796185702,4,T5
2310,E10,synT5,sfp,0.52225999,0.353129984,0.002754571,0.005302295,0.005748159,0.796072923,4,T5
2315,E10,synT5,sfp,0.522899986,0.353070013,0.003482794,0.006705196,0.006213143,0.795937726,4,T5
2320,E10,synT5,sfp,0.523620018,0.353539992,0.003511419,0.006751318,0.00623142,0.796997217,4,T5
2325,E10,synT5,sfp,0.524490005,0.354389999,0.003130921,0.006005307,0.005988466,0.798913416,4,T5
2330,E10,synT5,sfp,0.525740017,0.354710008,0.003910154,0.007493158,0.006486019,0.799634824,4,T5
2335,E10,synT5,sfp,0.526070017,0.354680013,0.004284282,0.008210806,0.006724907,0.799567204,4,T5
2340,E10,synT5,sfp,0.52486002,0.354559993,0.003250851,0.00623235,0.006065043,0.79929664,4,T5
2345,E10,synT5,sfp,0.52654999,0.354950011,0.004367048,0.008363061,0.006777754,0.80017587,4,T5
2350,E10,synT5,sfp,0.527589992,0.356080007,0.003744662,0.007148411,0.00638035,0.802723258,4,T5
2355,E10,synT5,sfp,0.527209995,0.355700009,0.003923698,0.007498185,0.006494667,0.801866615,4,T5
2360,E10,synT5,sfp,0.525489977,0.355319995,0.002762734,0.005285231,0.005753372,0.801009939,4,T5
2365,E10,synT5,sfp,0.52636999,0.355810013,0.002921861,0.00558195,0.005854977,0.802114601,4,T5
2370,E10,synT5,sfp,0.526439982,0.355940003,0.002800618,0.005348372,0.005777561,0.802407643,4,T5
2375,E10,synT5,sfp,0.525870017,0.356550013,0.001333239,0.002541746,0.004840614,0.80378281,4,T5
2380,E10,synT5,sfp,0.526039982,0.35582999,0.002562463,0.004895078,0.005625495,0.802159637,4,T5
2385,E10,synT5,sfp,0.526820003,0.356509987,0.00234211,0.004465603,0.005484796,0.803692578,4,T5
2390,E10,synT5,sfp,0.528659988,0.356590012,0.004064366,0.007747617,0.006584487,0.803872981,4,T5
2395,E10,synT5,sfp,0.529100029,0.357329994,0.003415786,0.006497791,0.006170357,0.805541148,4,T5
2400,E10,synT5,sfp,0.528630023,0.356859994,0.003637219,0.00692813,0.006311745,0.80448161,4,T5
2405,E10,synT5,sfp,0.529869974,0.357240013,0.004318106,0.008216328,0.006746504,0.8053383,4,T5
2410,E10,synT5,sfp,0.529770009,0.357530004,0.003791524,0.007208515,0.006410272,0.805992036,4,T5
2415,E10,synT5,sfp,0.529440029,0.357619997,0.00332915,0.006327849,0.006115038,0.806194911,4,T5
2420,E10,synT5,sfp,0.530230029,0.358250014,0.003192304,0.00605707,0.00602766,0.807615179,4,T5
2425,E10,synT5,sfp,0.531590027,0.358900008,0.003596066,0.00681081,0.006285469,0.809080484,4,T5
2430,E10,synT5,sfp,0.531850017,0.358949997,0.003782515,0.007162938,0.00640452,0.809193175,4,T5
2435,E10,synT5,sfp,0.530519979,0.359269999,0.001981709,0.003749414,0.005254673,0.809914566,4,T5
2440,E10,synT5,sfp,0.532799997,0.359069997,0.004555958,0.008624722,0.006898377,0.809463695,4,T5
2445,E10,synT5,sfp,0.53377998,0.359849991,0.004388457,0.008289625,0.006791425,0.811222062,4,T5
2450,E10,synT5,sfp,0.533579993,0.359820001,0.00423259,0.007995864,0.006691901,0.811154454,4,T5
2455,E10,synT5,sfp,0.53339001,0.359970013,0.003821917,0.007217046,0.006429679,0.811492631,4,T5
2460,E10,synT5,sfp,0.534869977,0.360199992,0.004963552,0.009366847,0.007158633,0.81201108,4,T5
2465,E10,synT5,sfp,0.533549997,0.360109997,0.003775968,0.007127506,0.006400339,0.811808202,4,T5
2470,E10,synT5,sfp,0.534889977,0.360929999,0.003909606,0.007362996,0.00648567,0.81365676,4,T5
2475,E10,synT5,sfp,0.534380008,0.361010002,0.00328194,0.006179537,0.006084894,0.813837113,4,T5
2480,E10,synT5,sfp,0.533929991,0.361649985,0.001890416,0.003553149,0.005196381,0.815279849,4,T5
2485,E10,synT5,sfp,0.536249999,0.361920012,0.003813175,0.007161742,0.006424097,0.81588858,4,T5
2490,E10,synT5,sfp,0.536000005,0.362079997,0.003327819,0.006247406,0.006114188,0.816249241,4,T5
2495,E10,synT5,sfp,0.537809983,0.362549996,0.004446361,0.008336454,0.006828397,0.817308774,4,T5
2500,E10,synT5,sfp,0.537710009,0.363139988,0.003478422,0.006511075,0.006210351,0.818638815,4,T5
2505,E10,synT5,sfp,0.53876003,0.363130005,0.004543129,0.008504279,0.006890186,0.81861631,4,T5
2510,E10,synT5,sfp,0.538520028,0.36300999,0.004479688,0.008388294,0.006849677,0.818345755,4,T5
2515,E10,synT5,sfp,0.539670026,0.363679999,0.004644005,0.008679961,0.006954596,0.819856179,4,T5
2520,E10,synT5,sfp,0.540170016,0.363780013,0.00499686,0.009336903,0.0071799,0.820081645,4,T5
2525,E10,synT5,sfp,0.539879999,0.364119989,0.004206689,0.007853087,0.006675362,0.820848064,4,T5
2530,E10,synT5,sfp,0.540389979,0.364470009,0.00420174,0.007836314,0.006672202,0.821637125,4,T5
2535,E10,synT5,sfp,0.539299976,0.36377,0.004141551,0.007738926,0.006633771,0.820059071,4,T5
2540,E10,synT5,sfp,0.539730009,0.363999987,0.004233241,0.007905259,0.006692316,0.820577538,4,T5
2545,E10,synT5,sfp,0.54172,0.36521001,0.004443111,0.008269686,0.006826322,0.823305335,4,T5
2550,E10,synT5,sfp,0.540820029,0.364069997,0.005220266,0.009746579,0.007322549,0.820735364,4,T5
2555,E10,synT5,sfp,0.541730007,0.365129986,0.004570846,0.008509295,0.006907883,0.823124933,4,T5
2560,E10,synT5,sfp,0.542269971,0.36533999,0.004801863,0.008934229,0.007055392,0.823598353,4,T5
2565,E10,synT5,sfp,0.542520005,0.365449996,0.004890062,0.009095591,0.007111708,0.823846342,4,T5
2570,E10,synT5,sfp,0.543170021,0.365959991,0.004789801,0.008896688,0.00704769,0.824996044,4,T5
2575,E10,synT5,sfp,0.54212998,0.36540001,0.004573574,0.008508083,0.006909625,0.823733657,4,T5
2580,E10,synT5,sfp,0.542719986,0.365569991,0.004913514,0.009136211,0.007126683,0.824116852,4,T5
2585,E10,synT5,sfp,0.542680004,0.365340014,0.00521186,0.009697059,0.007317182,0.823598407,4,T5
2590,E10,synT5,sfp,0.542990005,0.365870002,0.004742173,0.008810389,0.007017278,0.824793177,4,T5
2595,E10,synT5,sfp,0.543410017,0.365379991,0.005883062,0.010944682,0.007745756,0.823688529,4,T5
2600,E10,synT5,sfp,0.544630012,0.366849989,0.004940476,0.009154292,0.007143898,0.827002396,4,T5
2605,E10,synT5,sfp,0.544109982,0.366710014,0.00462637,0.008575553,0.006943336,0.826686845,4,T5
2610,E10,synT5,sfp,0.542820008,0.366330007,0.003895442,0.007228177,0.006476626,0.825830181,4,T5
2615,E10,synT5,sfp,0.543510027,0.366420002,0.004453065,0.008260843,0.006832678,0.82603306,4,T5
2620,E10,synT5,sfp,0.54446997,0.366239994,0.005677826,0.010538064,0.00761471,0.825627263,4,T5
2625,E10,synT5,sfp,0.546789985,0.367670005,0.005894087,0.010896898,0.007752796,0.828850985,4,T5
2630,E10,synT5,sfp,0.544049989,0.366889994,0.0043016,0.00796964,0.006735965,0.827092579,4,T5
2635,E10,synT5,sfp,0.543329985,0.366620003,0.003978792,0.007376997,0.006529846,0.826483931,4,T5
2640,E10,synT5,sfp,0.544330005,0.367840011,0.003184004,0.005883818,0.00602236,0.829234235,4,T5
2645,E10,synT5,sfp,0.544730002,0.366819987,0.005084604,0.00942212,0.007235926,0.826934762,4,T5
2650,E10,synT5,sfp,0.544740012,0.367009992,0.004815089,0.008918071,0.007063837,0.827363096,4,T5
2655,E10,synT5,sfp,0.544470021,0.366920013,0.00467747,0.008665311,0.006975965,0.827160253,4,T5
2660,E10,synT5,sfp,0.546650011,0.367369992,0.006195476,0.011463455,0.007945238,0.828174655,4,T5
2665,E10,synT5,sfp,0.548490013,0.369149987,0.005416846,0.009974432,0.007448069,0.83218736,4,T5
2670,E10,synT5,sfp,0.547669972,0.36802001,0.006259166,0.011560845,0.007985906,0.829640013,4,T5
