time,nExpID,input_apap,input_bmp2,input_dcf,input_il6,input_noggin,pSMAD_wb_scaled,tpSTAT3_wb_scaled,cpSTAT3_wb_scaled,npSTAT3_wb_scaled,on_Gel_scaled,ctSTAT3_wb_scaled,ntSTAT3_wb_scaled,Fraction,experiment
30,21,10,0,0,10,0,1.263874e+01,1.140720e+01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
60,21,10,0,0,10,0,1.400369e+01,3.621307e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
120,21,10,0,0,10,0,1.583916e+01,1.564857e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
240,21,10,0,0,10,0,6.715829e+00,9.128692e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
30,21,0,25,0,0,0,9.441882e+00,9.037180e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
60,21,0,25,0,0,0,2.064544e+01,2.701314e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
120,21,0,25,0,0,0,2.706980e+01,9.687728e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
240,21,0,25,0,0,0,3.589637e+01,1.406527e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
30,21,10,0,0,10,500,9.038460e-01,9.291720e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
60,21,10,0,0,10,500,8.901314e-01,4.931661e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
120,21,10,0,0,10,500,4.978638e-01,7.847362e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
240,21,10,0,0,10,500,2.098720e-01,4.799752e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2018_03
0,22,0,0,0,0,0,1.029822e+01,1.804533e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
30,22,0,0,0,10,0,1.363227e+01,2.969151e+01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
60,22,0,0,0,10,0,1.262509e+01,4.515831e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
120,22,0,0,0,10,0,1.105388e+01,8.802791e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
240,22,0,0,0,10,0,1.084931e+01,8.926027e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
30,22,10,0,0,0,0,1.393909e+01,8.025817e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
60,22,10,0,0,0,0,1.468018e+01,9.202987e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
120,22,10,0,0,0,0,1.932646e+01,1.113616e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
240,22,10,0,0,0,0,4.919791e+00,1.202115e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
30,22,10,0,0,10,0,1.084956e+01,3.328150e+01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
60,22,10,0,0,10,0,2.393559e+01,9.332631e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
120,22,10,0,0,10,0,2.323275e+01,1.622393e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
240,22,10,0,0,10,0,4.971381e+00,6.986245e-01,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
30,22,0,25,0,0,0,1.318054e+01,1.614983e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
60,22,0,25,0,0,0,2.841185e+01,1.111376e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
120,22,0,25,0,0,0,6.909240e+01,2.339806e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
240,22,0,25,0,0,0,4.967118e+01,1.394476e+00,NaN,NaN,NaN,NaN,NaN,NaN,Anja_2017_42
0,24,0,0,0,0,0,2.509553e+00,1.240670e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
20,24,0,0,0,10,0,1.111458e+00,3.847321e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
40,24,0,0,0,10,0,7.084455e-01,8.971179e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
60,24,0,0,0,10,0,7.701467e-01,4.846312e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
120,24,0,0,0,10,0,9.899947e-01,2.082294e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
20,24,0,0,500,10,0,7.525088e-01,2.588343e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
40,24,0,0,500,10,0,1.166965e+00,1.482991e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
60,24,0,0,500,10,0,1.271299e+00,4.007509e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
120,24,0,0,500,10,0,3.834146e-01,1.181155e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
20,24,0,0,500,10,500,2.624589e-01,2.582169e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
40,24,0,0,500,10,500,3.479137e-01,2.750144e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
60,24,0,0,500,10,500,2.642151e-01,8.907220e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
120,24,0,0,500,10,500,1.737209e-01,1.070904e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
20,24,0,0,0,0,500,2.909815e-01,1.215861e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
40,24,0,0,0,0,500,2.211083e-01,1.211442e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
60,24,0,0,0,0,500,2.992644e-01,1.011230e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
120,24,0,0,0,0,500,2.462347e-01,1.053756e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_31
0,25,0,0,0,0,0,4.968222e+00,9.935961e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
20,25,0,0,500,10,0,9.083081e+00,1.328017e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
40,25,0,0,500,10,0,6.746127e+00,5.830487e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
60,25,0,0,500,10,0,1.169612e+01,3.726956e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
120,25,0,0,500,10,0,8.282208e+00,1.203386e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
20,25,0,0,500,10,500,1.420559e+00,2.021658e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
40,25,0,0,500,10,500,9.699514e-01,1.017901e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
60,25,0,0,500,10,500,1.775047e-01,1.649823e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
120,25,0,0,500,10,500,8.561920e-01,1.068947e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
20,25,0,25,0,0,0,9.692178e+00,1.696120e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
40,25,0,25,0,0,0,2.184427e+01,1.142568e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
60,25,0,25,0,0,0,4.760990e+01,1.187590e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
120,25,0,25,0,0,0,4.350754e+01,2.042831e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
20,25,0,25,0,0,500,9.886430e-01,1.540573e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
40,25,0,25,0,0,500,9.471770e-01,4.785524e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
60,25,0,25,0,0,500,7.233794e-01,1.890286e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
120,25,0,25,0,0,500,1.741012e+00,1.301385e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
20,25,0,0,0,10,0,8.982294e+00,2.444434e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
40,25,0,0,0,10,0,7.405707e+00,9.072920e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
60,25,0,0,0,10,0,1.098961e+01,3.506224e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
120,25,0,0,0,10,0,1.045612e+01,1.914317e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_32
0,26,0,0,0,0,0,3.204558e+01,5.793122e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
20,26,0,0,0,10,0,2.649591e+01,2.524462e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
40,26,0,0,0,10,0,3.531416e+01,1.510188e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
60,26,0,0,0,10,0,3.007429e+01,4.630472e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
120,26,0,0,0,10,0,4.567013e+01,2.640701e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
20,26,0,0,500,10,0,3.479677e+01,2.753017e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
40,26,0,0,500,10,0,5.250877e+01,1.382833e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
60,26,0,0,500,10,0,2.938132e+01,3.564390e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
120,26,0,0,500,10,0,4.480534e+01,6.829660e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
20,26,0,0,500,10,500,3.158120e+00,1.374777e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
40,26,0,0,500,10,500,3.811868e+00,1.262451e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
60,26,0,0,500,10,500,4.327933e+00,6.061065e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
120,26,0,0,500,10,500,1.372988e+00,6.223116e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
20,26,0,0,0,0,500,3.490011e+00,1.813855e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
40,26,0,0,0,0,500,1.563030e+00,3.460517e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
60,26,0,0,0,0,500,2.144794e+00,7.067359e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
120,26,0,0,0,0,500,1.778153e+00,3.077407e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_33
0,27,0,0,0,0,0,1.451923e+01,8.399317e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
20,27,0,0,0,10,0,1.105971e+01,1.988502e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
40,27,0,0,0,10,0,1.076355e+01,5.198572e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
60,27,0,0,0,10,0,1.161613e+01,2.354889e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
120,27,0,0,0,10,0,1.182959e+01,2.484652e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
20,27,0,0,500,10,0,7.349929e+00,1.631354e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
40,27,0,0,500,10,0,1.711839e+01,9.127467e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
60,27,0,0,500,10,0,2.018772e+01,3.927646e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
120,27,0,0,500,10,0,2.295543e+01,5.929611e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
20,27,0,0,500,10,500,4.721592e-01,1.418241e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
40,27,0,0,500,10,500,7.403698e-01,1.163088e+01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
60,27,0,0,500,10,500,4.070596e-01,4.106292e+00,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
120,27,0,0,500,10,500,2.359541e-01,6.743538e-01,NaN,NaN,1.000000e-06,NaN,NaN,NaN,Anja_2017_38
