#t IFNb_mRNA IFNb_env STATP2n SOCS1m IRF7m IRF7Pn IFNa_mRNA IFNa_env TNFam TNFenv STATm STAT NS IC1 IC2 IC2ifa TJ J1 J2 J3 J4 J5 J6 J7 J8 J9 J10 J11 J12 default c2 compartment w r5 n3 bm sp delta1 n1 sv delta2 n2 TJtot K3 K9 delta r0 k15 tao1 C vmax2 NA K2 K5 tao3 r3 k8 tao4 k11 k14 tao6 k12 k16 tao8 vmax17 K17 r1 rmax20 K20 tao9 vmax19 K19 r4 k26 tao12 k28 tao13 
##CONCENTRATIONS
68 0.0013115404 0.0016458488 0.0000000850919 0.0000000243343 0.000000 0.000000217202 0.000000209008 0.000000142332 0.0022790309 0.0019751670 0.00000528973 0.0442275517 0.9999946518 0.3636366730 1.0000000000 1.0000000000 0.0000260351 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000571412 0.00000000575619 0.00000000624564 0.0000135172 0.0000466429 0.000000 -0.000139 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
69 0.0013115406 0.0016695211 0.0000000859358 0.0000000243363 0.000000 0.000000222946 0.000000214795 0.000000148664 0.0022923084 0.0020218968 0.00000529018 0.0440913648 0.9999950283 0.3636366513 1.0000000000 1.0000000000 0.0000263048 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000577245 0.00000000581810 0.00000000641856 0.0000130681 0.0000468157 0.000000 -0.000133 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
70 0.0013115406 0.0016931935 0.0000000867736 0.0000000243384 0.000000 0.000000228747 0.000000220644 0.000000155170 0.0023051566 0.0020687966 0.00000529062 0.0439615329 0.9999953734 0.3636366313 1.0000000000 1.0000000000 0.0000265723 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000583036 0.00000000587956 0.00000000659331 0.0000126368 0.0000469821 0.000000 -0.000127 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
71 0.0013115406 0.0017168659 0.0000000876055 0.0000000243403 0.000000 0.000000234606 0.000000226554 0.000000161851 0.0023175921 0.0021158606 0.00000529105 0.0438377480 0.9999956901 0.3636366130 1.0000000000 1.0000000000 0.0000268377 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000588786 0.00000000594057 0.00000000676990 0.0000122230 0.0000471426 0.000000 -0.000121 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
72 0.0013115405 0.0017405382 0.0000000884316 0.0000000243423 0.000000 0.000000240523 0.000000232525 0.000000168710 0.0023296306 0.0021630827 0.00000529149 0.0437197290 0.9999959812 0.3636365961 1.0000000000 1.0000000000 0.0000271011 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000594496 0.00000000600113 0.00000000694831 0.0000118264 0.0000472973 0.000000 -0.000115 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
73 0.0013115404 0.0017642106 0.0000000892518 0.0000000243443 0.000000 0.000000246496 0.000000238556 0.000000175748 0.0023412861 0.0022104571 0.00000529192 0.0436072066 0.9999962491 0.3636365806 1.0000000000 1.0000000000 0.0000273623 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000600166 0.00000000606127 0.00000000712851 0.0000114473 0.0000474466 0.000000 -0.000110 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
74 0.0013115403 0.0017878830 0.0000000900664 0.0000000243463 0.000000 0.000000252526 0.000000244648 0.000000182968 0.0023525708 0.0022579783 0.00000529235 0.0434999179 0.9999964957 0.3636365664 1.0000000000 1.0000000000 0.0000276216 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000605796 0.00000000612098 0.00000000731051 0.0000110861 0.0000475906 0.000000 -0.000105 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
75 0.0013115403 0.0018115553 0.0000000908753 0.0000000243482 0.000000 0.000000258612 0.000000250798 0.000000190370 0.0023634953 0.0023056407 0.00000529277 0.0433976053 0.9999967232 0.3636365532 1.0000000000 1.0000000000 0.0000278788 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000611389 0.00000000618027 0.00000000749428 0.0000107437 0.0000477295 0.000000 -0.000100 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
76 0.0013115404 0.0018352277 0.0000000916787 0.0000000243501 0.000000 0.000000264754 0.000000257008 0.000000197957 0.0023740683 0.0023534390 0.00000529319 0.0433000154 0.9999969332 0.3636365411 1.0000000000 1.0000000000 0.0000281340 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000616943 0.00000000623915 0.00000000767981 0.0000104213 0.0000478635 0.000000 -0.000095 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
77 0.0013115399 0.0018589001 0.0000000924766 0.0000000243520 0.000000 0.000000270951 0.000000263277 0.000000205730 0.0023843612 0.0024013763 0.00000529362 0.0432072291 0.9999971272 0.3636365298 1.0000000000 1.0000000000 0.0000283873 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000622459 0.00000000629762 0.00000000786710 0.0000100987 0.0000479935 0.000000 -0.000091 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
78 0.0013115389 0.0018825725 0.0000000932690 0.0000000243539 0.000000 0.000000277203 0.000000269604 0.000000213691 0.0023943785 0.0024494475 0.00000529404 0.0431189943 0.9999973067 0.3636365194 1.0000000000 1.0000000000 0.0000286387 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000627938 0.00000000635568 0.00000000805614 0.00000977835 0.0000481197 0.000000 -0.000087 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
79 0.0013115376 0.0019062449 0.0000000940561 0.0000000243558 0.000000 0.000000283510 0.000000275989 0.000000221842 0.0024041155 0.0024976461 0.00000529446 0.0430350211 0.9999974729 0.3636365098 1.0000000000 1.0000000000 0.0000288881 0.00000000107017 0.0000236723 0.000000 0.000000 0.000000 0.00000000633380 0.00000000641336 0.00000000824690 0.00000946525 0.0000482419 0.000000 -0.000083 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
80 0.0013115361 0.0019299174 0.0000000948379 0.0000000243577 0.000000 0.000000289872 0.000000282431 0.000000230185 0.0024135835 0.0025459682 0.00000529488 0.0429551106 0.9999976270 0.3636365009 1.0000000000 1.0000000000 0.0000291356 0.00000000147586 0.0000236723 0.000000 0.000000 0.000000 0.00000000638785 0.00000000647064 0.00000000843939 0.00000915905 0.0000483604 0.000000 -0.000079 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
81 0.0013115345 0.0019535898 0.0000000956144 0.0000000243596 0.000000 0.000000296287 0.000000288931 0.000000238721 0.0024227921 0.0025944100 0.00000529530 0.0428790621 0.9999977699 0.3636364927 1.0000000000 1.0000000000 0.0000293813 0.00000000191945 0.0000236723 0.000000 0.000000 0.000000 0.00000000644155 0.00000000652753 0.00000000863358 0.00000885979 0.0000484753 0.000000 -0.000075 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
82 0.0013115328 0.0019772623 0.0000000963859 0.0000000243614 0.000000 0.000000302756 0.000000295487 0.000000247452 0.0024317488 0.0026429674 0.00000529571 0.0428066712 0.9999979026 0.3636364850 1.0000000000 1.0000000000 0.0000296251 0.00000000236955 0.0000236723 0.000000 0.000000 0.000000 0.00000000649490 0.00000000658404 0.00000000882946 0.00000856801 0.0000485867 0.000000 -0.000072 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
83 0.0013115313 0.0020009347 0.0000000971523 0.0000000243632 0.000000 0.000000309278 0.000000302100 0.000000256380 0.0024404590 0.0026916363 0.00000529612 0.0427377278 0.9999980259 0.3636364778 1.0000000000 1.0000000000 0.0000298670 0.00000000278355 0.0000236722 0.000000 0.000000 0.000000 0.00000000654790 0.00000000664018 0.00000000902703 0.00000828484 0.0000486948 0.000000 -0.000068 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
84 0.0013115301 0.0020246072 0.0000000979138 0.0000000243651 0.000000 0.000000315853 0.000000308769 0.000000265506 0.0024489259 0.0027404123 0.00000529652 0.0426720141 0.9999981407 0.3636364712 1.0000000000 1.0000000000 0.0000301072 0.00000000310636 0.0000236722 0.000000 0.000000 0.000000 0.00000000660056 0.00000000669594 0.00000000922626 0.00000801205 0.0000487996 0.000000 -0.000065 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
85 0.0013115295 0.0020482796 0.0000000986703 0.0000000243669 0.000000 0.000000322480 0.000000315493 0.000000274832 0.0024571502 0.0027892912 0.00000529692 0.0426093025 0.9999982475 0.3636364650 1.0000000000 1.0000000000 0.0000303455 0.00000000326930 0.0000236722 0.000000 0.000000 0.000000 0.00000000665288 0.00000000675134 0.00000000942715 0.00000775210 0.0000489011 0.000000 -0.000062 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
86 0.0013115298 0.0020719520 0.0000000994221 0.0000000243687 0.000000 0.000000329159 0.000000322272 0.000000284360 0.0024651301 0.0028382680 0.00000529731 0.0425493540 0.9999983470 0.3636364593 1.0000000000 1.0000000000 0.0000305821 0.00000000318880 0.0000236722 0.000000 0.000000 0.000000 0.00000000670487 0.00000000680638 0.00000000962969 0.00000750820 0.0000489994 0.000000 -0.000059 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
87 0.0013115313 0.0020956243 0.000000100169 0.0000000243705 0.000000 0.000000335890 0.000000329106 0.000000294092 0.0024728607 0.0028873377 0.00000529768 0.0424919158 0.9999984399 0.3636364539 1.0000000000 1.0000000000 0.0000308170 0.00000000276527 0.0000236722 0.000000 0.000000 0.000000 0.00000000675654 0.00000000686105 0.00000000983386 0.00000728442 0.0000490943 0.000000 -0.000056 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
88 0.0013115297 0.0021192968 0.000000100911 0.0000000243723 0.000000 0.000000342673 0.000000335995 0.000000304028 0.0024804845 0.0029365233 0.00000529808 0.0424383176 0.9999985265 0.3636364489 1.0000000000 1.0000000000 0.0000310501 0.00000000320255 0.0000236722 0.000000 0.000000 0.000000 0.00000000680785 0.00000000691537 0.0000000100397 0.00000703509 0.0000491878 0.000000 -0.000054 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
89 0.0013115268 0.0021429693 0.000000101648 0.0000000243740 0.000000 0.000000349508 0.000000342939 0.000000314170 0.0024879491 0.0029858111 0.00000529848 0.0423878306 0.9999986075 0.3636364442 1.0000000000 1.0000000000 0.0000312815 0.00000000399941 0.0000236722 0.000000 0.000000 0.000000 0.00000000685882 0.00000000696933 0.0000000102471 0.00000678002 0.0000492790 0.000000 -0.000051 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
90 0.0013115238 0.0021666419 0.000000102380 0.0000000243758 0.000000 0.000000356393 0.000000349936 0.000000324521 0.0024952222 0.0030351915 0.00000529888 0.0423399518 0.9999986831 0.3636364398 1.0000000000 1.0000000000 0.0000315112 0.00000000483743 0.0000236722 0.000000 0.000000 0.000000 0.00000000690947 0.00000000702294 0.0000000104562 0.00000653232 0.0000493677 0.000000 -0.000049 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
91 0.0013115207 0.0021903144 0.000000103107 0.0000000243775 0.000000 0.000000363329 0.000000356987 0.000000335081 0.0025023020 0.0030846607 0.00000529928 0.0422945216 0.9999987539 0.3636364357 1.0000000000 1.0000000000 0.0000317392 0.00000000567910 0.0000236721 0.000000 0.000000 0.000000 0.00000000695979 0.00000000707621 0.0000000106668 0.00000629459 0.0000494539 0.000000 -0.000047 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
