#t EGF R Ra R2 RP PLCg RPLCg RPLCgP PLCgP Grb RG SOS RGS GS Shc RSh RShP ShP RShG ShG RShGS ShGS PLCgl v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 compartment 
##CONCENTRATIONS
44 580.557510689243 0.5575106892 16.28428087794 27.37867699817 3.3029571005 3.5452459509 0.8095299256 3.4679477272 3.7997745103 14.64623669463 2.0881679372 1.7662237897 0.6041886616 1.7414697954 1.7642124199 0.1043417435 2.6211500485 79.59035887684 0.6118823268 35.41993683106 0.5902617473 29.29785600602 93.37750188599 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
45 580.563272661579 0.5632726616 16.44197825838 27.80854419399 3.3503144660 3.0744924334 0.7186537428 3.1490550840 3.7309932084 14.59991287817 2.1279932563 1.7658505362 0.6127027524 1.7373745780 1.6387622420 0.0983290887 2.4823383231 79.85855381104 0.5910361130 35.44690828874 0.5584075197 29.32566461375 94.32680553137 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
46 580.568462173242 0.5684621732 16.58342467360 28.19367865341 3.3925472972 2.6659295240 0.6361944707 2.8511408012 3.6650862674 14.55981022513 2.1671928695 1.7657056700 0.6214260419 1.7339038477 1.5383302797 0.0933303996 2.3653408726 80.08533143230 0.5731925702 35.46551000523 0.5300126002 29.34895184013 95.18164893673 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
47 580.573105364239 0.5731053642 16.70949617322 28.53639360704 3.4297850970 2.3123813930 0.5619925916 2.5750436272 3.6026277253 14.52496677039 2.2056434535 1.7657426605 0.6303016333 1.7309434526 1.4580889921 0.0892789117 2.2674221730 80.27706523296 0.5580218028 35.47711063384 0.5048163341 29.36819591942 95.94795466287 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
48 580.577234744158 0.5772347442 16.82120413344 28.83902470833 3.4621929495 2.0069579162 0.4959230651 2.3210827022 3.5440215950 14.49457199847 2.2432361498 1.7659221297 0.6392762675 1.7283995038 1.3938787025 0.0861215270 2.1861699040 80.43931378608 0.5451995278 35.48291445366 0.4825537600 29.38384833904 96.63201472149 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
49 580.580884447391 0.5808844474 16.91954407265 29.10417748816 3.4905185481 1.7436795602 0.4373237823 2.0892811448 3.4895423432 14.46793412165 2.2798769149 1.7662103701 0.6483007659 1.7261963462 1.3424537584 0.0835142810 2.1194037842 80.57693632508 0.5344234045 35.48397592895 0.4629656261 29.39632689175 97.24017316953 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
50 580.584089882993 0.5840898830 17.00559068805 29.33543660152 3.5150467429 1.5173318502 0.3854372275 1.8790882033 3.4393436528 14.44445931705 2.3154898002 1.7665795178 0.6573307032 1.7242688065 1.3013629133 0.0814027332 2.0646992741 80.69408370635 0.5254253439 35.48120505663 0.4458030847 29.40601788779 97.77879906616 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
51 580.586888632645 0.5868886326 17.08046680892 29.53562169264 3.5359378213 1.3227519961 0.3399689886 1.6896409280 3.3934547990 14.42365562030 2.3500134759 1.7670066563 0.6663258029 1.7225646496 1.2682474131 0.0798098264 2.0202297534 80.79427255580 0.5179500535 35.47538750658 0.4308239365 29.41327895465 98.25418328835 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
52 580.589319195199 0.5893191952 17.14527696202 29.70802438101 3.5540392345 1.1559522341 0.3000087618 1.5198211712 3.3518003893 14.40512358090 2.3834005231 1.7674732057 0.6752501505 1.7210432265 1.2417856639 0.0784123455 1.9841892495 80.88043022221 0.5117610529 35.46718804881 0.4177950514 29.41843836576 98.67241744373 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
53 580.591419490552 0.5914194906 17.20111386369 29.85615282115 3.5694298535 1.0133351228 0.2649254619 1.3682333338 3.3142158829 14.38852422621 2.4156207173 1.7679642090 0.6840727631 1.7196707025 1.2208079823 0.0772966411 1.9548478778 80.95493590797 0.5066549336 35.45716433199 0.4064989197 29.42179340562 99.03929019870 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
54 580.593225928329 0.5932259283 17.24899824533 29.98218069500 3.5822390017 0.8911770521 0.2345779784 1.2335383704 3.2804828101 14.37358336793 2.4466542417 1.7684679371 0.6927662939 1.7184231315 1.2038983217 0.0765026574 1.9312528003 81.01977325560 0.5024443957 35.44578593169 0.3967314786 29.42361115895 99.36022378903 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
55 580.594771479169 0.5947714792 17.28981281038 30.08864210013 3.5931242446 0.7867077573 0.2082272602 1.1144407517 3.2503695478 14.36007001983 2.4764904031 1.7689752482 0.7013070455 1.7172780160 1.1903422774 0.0757915519 1.9124027636 81.07660889151 0.4989745692 35.43344025610 0.3883071653 29.42413252502 99.64025468294 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
56 580.596086022517 0.5960860225 17.32440009676 30.17830261301 3.6021716516 0.6975187722 0.1853107414 1.0095135664 3.2236245772 14.34778168413 2.5051301772 1.7694791648 0.7096752653 1.7162176111 1.1795387871 0.0752306340 1.8972370672 81.12679824959 0.4961242814 35.42044302207 0.3810609428 29.42356701590 99.88403234285 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
57 580.597197694981 0.5971976950 17.35355287484 30.25304808574 3.6095174175 0.6212144542 0.1656183932 0.9173799014 3.1999749259 14.33655851634 2.5325821150 1.7699743419 0.7178543399 1.7152308041 1.1707703955 0.0748465365 1.8851585344 81.17145030897 0.4937786832 35.40705502741 0.3748407084 29.42209980568 100.095812325227 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
58 580.598132448010 0.5981324480 17.37796755423 30.31492297813 3.6156906082 0.5561151567 0.1485532036 0.8367360834 3.1791422669 14.32626780961 2.5588608969 1.7704568396 0.7258306540 1.7143067740 1.1638014537 0.0744589654 1.8755428766 81.21146283877 0.4918433152 35.39348481790 0.3695104175 29.41989531491 100.279453289385 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
59 580.598913735255 0.5989137353 17.39829704337 30.36607964481 3.6206153971 0.5007167073 0.1337577668 0.7662577343 3.1608456365 14.31679795267 2.5839900856 1.7709240349 0.7335939172 1.7134374642 1.1583768240 0.0741890621 1.8677215125 81.24753202106 0.4902405942 35.37989540241 0.3649488961 29.41709568766 100.438422155075 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
60 580.599562279502 0.5995622795 17.41508066986 30.40720601263 3.6245065979 0.4531716457 0.1212602727 0.7049263781 3.1448265763 14.30805364911 2.6079937286 1.7713741515 0.7411354301 1.7126168089 1.1538249335 0.0739930605 1.8617028401 81.28027878264 0.4889046531 35.36642212074 0.3610495516 29.41382405794 100.575815127130 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
61 580.600095693479 0.6000956935 17.42880672311 30.44062897317 3.6277487382 0.4129185776 0.1102062727 0.6516256907 3.1308519645 14.29995223721 2.6309020412 1.7718060368 0.7484493500 1.7118393156 1.1504797765 0.0737421539 1.8567340393 81.31018697437 0.4877907279 35.35316103043 0.3577208045 29.41018449304 100.694397494460 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
62 580.600530954425 0.6005309544 17.43994785784 30.46686157343 3.6300160273 0.3783561705 0.1009925637 0.6053548991 3.1186780562 14.29243101193 2.6527489875 1.7722191608 0.7555317581 1.7111023888 1.1476564591 0.0736651747 1.8528656237 81.33762688883 0.4868458953 35.34019326605 0.3548780911 29.40626860127 100.796618310450 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
63 580.600881693402 0.6008816934 17.44882698360 30.48703951710 3.6316744833 0.3487419853 0.0931119155 0.5654015665 3.1081102441 14.28542702028 2.6735675377 1.7726133747 0.7623800000 1.7104008064 1.1453301738 0.0735964644 1.8498786716 81.36297005450 0.4860428343 35.32757598241 0.3524526711 29.40215314791 100.884634288525 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
64 580.601159540603 0.6011595406 17.45578721640 30.50231223051 3.6330505668 0.3235571495 0.0861978304 0.5309155782 3.0989695439 14.27888871056 2.6933933174 1.7729887447 0.7689931670 1.7097320767 1.1435961549 0.0734484198 1.8474753547 81.38648734221 0.4853562002 35.31535051663 0.3503839565 29.39790205504 100.960359898109 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
65 580.601376261053 0.6013762611 17.46115186927 30.51329318280 3.6338174420 0.3018770438 0.0804366599 0.5011505281 3.0910661711 14.27277547041 2.7122652066 1.7733456371 0.7753720001 1.7090950088 1.1421049738 0.0734150424 1.8456102808 81.40837738890 0.4847582741 35.30354668592 0.3486173178 29.39357003611 101.025469597054 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
66 580.601541699250 0.6015416992 17.46518887452 30.52131120435 3.6343663286 0.2837046327 0.0752355169 0.4754071998 3.0842377281 14.26705135469 2.7302210975 1.7736846181 0.7815182807 1.7084878572 1.1412574053 0.0733385955 1.8438936064 81.42878898299 0.4842352179 35.29217694792 0.3471076656 29.38920157854 101.081414922611 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
67 580.601664845920 0.6016648459 17.46811416561 30.52614808855 3.6345935287 0.2680749563 0.0709265291 0.4532189639 3.0783329914 14.26168648174 2.7472981795 1.7740063674 0.7874344177 1.7079095764 1.1405520738 0.0732856072 1.8426230556 81.44786791880 0.4837675120 35.28125419414 0.3458146119 29.38483502656 101.129446559309 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
68 580.601751908410 0.6017519084 17.47009579180 30.52859359793 3.6345742273 0.2547506802 0.0672324011 0.4341220217 3.0732418421 14.25665037994 2.7635339852 1.7743116057 0.7931238525 1.7073581643 1.1400722281 0.0732502243 1.8415923632 81.46575156641 0.4833476093 35.27077963127 0.3447058674 29.38050051005 101.170653054889 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
69 580.601808803480 0.6018088035 17.47129010818 30.52905913597 3.6343545855 0.2433862484 0.0640693042 0.4177040762 3.0688581796 14.25191743378 2.7789653118 1.7746010691 0.7985906431 1.7068322922 1.1397694862 0.0732240621 1.8407628828 81.48254924978 0.4829672121 35.26075111146 0.3437533304 29.37622266519 101.205982191547 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
70 580.601840505723 0.6018405057 17.47183158352 30.52789825444 3.6339806087 0.2336997801 0.0613633298 0.4036023789 3.0650897284 14.24746510550 2.7936281383 1.7748754995 0.8038394480 1.7063308307 1.1396122900 0.0732040302 1.8400944788 81.49835272341 0.4826198210 35.25116243467 0.3429334672 29.37202075466 101.236244782826 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
71 580.601851414390 0.6018514144 17.47183709633 30.52542011950 3.6334836266 0.2254442052 0.0590511199 0.3914974469 3.0618534558 14.24327294476 2.8075576748 1.7751356316 0.8088753259 1.7058526972 1.1395719312 0.0731884924 1.8395558843 81.51324233484 0.4823001220 35.24200489003 0.3422259324 29.36791041289 101.262153772314 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
72 580.601845264904 0.6018452649 17.47140487228 30.52188712724 3.6328885553 0.2184112602 0.0570764433 0.3811153564 3.0590771694 14.23932260733 2.8207880609 1.7753821849 0.8137037102 1.7053968532 1.1396253926 0.0731772744 1.8391207294 81.52728783537 0.4820040073 35.23326750937 0.3416136672 29.36390358454 101.284319770710 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
73 580.601825439590 0.6018254396 17.47062411245 30.51753456073 3.6322200918 0.2124114858 0.0553881832 0.3722043964 3.0566945999 14.23559685743 2.8333526947 1.7756158639 0.8183301928 1.7049623070 1.1397522119 0.0731692686 1.8387667508 81.54055382049 0.4817278585 35.22493845326 0.3410812264 29.36001040994 101.303301334734 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
74 580.601794669066 0.6017946691 17.46956627991 30.51255124841 3.6314966652 0.2072918576 0.0539438669 0.3645565813 3.0546503738 14.23208053336 2.8452836700 1.7758373479 0.8227606881 1.7045481245 1.1399367229 0.0731641495 1.8384772624 81.55309488132 0.4814690961 35.21700404838 0.3406162975 29.35623754195 101.319557320302 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
75 580.601755203030 0.6017552030 17.46829043850 30.50709086149 3.6307340860 0.2029245239 0.0527083584 0.3579951214 3.0528974614 14.22875998876 2.8566117924 1.7760472860 0.8270012860 1.7041534255 1.1401663983 0.0731612311 1.8382399582 81.56495890497 0.4812257372 35.20944976758 0.3402087470 29.35258925553 101.333474534922 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
76 580.601708924688 0.6017089247 17.46684597005 30.50128103819 3.6299451679 0.1992009525 0.0516519405 0.3523682789 3.0513954458 14.22562277798 2.8673665739 1.7762462940 0.8310581628 1.7037773676 1.1404309045 0.0731600542 1.8380450480 81.57618887559 0.4809961939 35.20226074824 0.3398500944 29.34906808120 101.345383382270 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
77 580.601657446640 0.6016574466 17.46527503016 30.49523009958 3.6291406546 0.1960269184 0.0507487393 0.3475434475 3.0501088996 14.22265738109 2.8775763665 1.7764349582 0.8349375227 1.7034191366 1.1407214972 0.0731602734 1.8378844486 81.58682418751 0.4807791419 35.19542206879 0.3395330675 29.34567531507 101.355571995128 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
78 580.601602151129 0.6016021511 17.46361367014 30.48902999025 3.6283296095 0.1933203284 0.0499761680 0.3434042075 3.0490066517 14.21985307557 2.8872684929 1.7766138390 0.8386455822 1.7030779442 1.1410307865 0.0731615974 1.8377515508 81.59690116008 0.4805734768 35.18891879368 0.3392514140 29.34241122063 101.364292644390 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
79 580.601544144318 0.6015441443 17.46189061648 30.48275314881 3.6275190927 0.1910135857 0.0493155410 0.3398538988 3.0480627368 14.21720012946 2.8964688494 1.7767834608 0.8421885368 1.7027530357 1.1413529490 0.0731638017 1.8376413363 81.60645246438 0.4803783284 35.18273615358 0.3390000858 29.33927488095 101.371754237669 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
80 580.601484350673 0.6014843507 17.46012981293 30.47645938784 3.6267148870 0.1890486080 0.0487507430 0.3368090889 3.0472547177 14.21468951647 2.9052021475 1.7769443193 0.8455725163 1.7024436833 1.1416831581 0.0731666914 1.8375496982 81.61550831586 0.4801929541 35.17685970130 0.3387748040 29.33626467709 101.378136842318 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
81 580.601423476448 0.6014234764 17.45834947320 30.47019341945 3.6259212315 0.1873788371 0.0482688304 0.3342024377 3.0465644705 14.21231312142 2.9134914412 1.7770968706 0.8488035173 1.7021491988 1.1420177743 0.0731701195 1.8374735695 81.62409581537 0.4800167537 35.17127555429 0.3385722049 29.33337820841 101.383585424305 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
82 580.601362275892 0.6013622759 17.45656906998 30.46400326995 3.6251427032 0.1859551885 0.0478561650 0.3319630697 3.0459729222 14.21006263041 2.9213601460 1.7772415797 0.8518875648 1.7018688850 1.1423528977 0.0731739292 1.8374096584 81.63224274086 0.4798490966 35.16596970668 0.3383887241 29.33061324638 101.388252654515 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
83 580.601301185282 0.6013011853 17.45479972834 30.45791501717 3.6243816469 0.1847455415 0.0475037881 0.3300439721 3.0454674003 14.20793115872 2.9288288994 1.7773788471 0.8548304061 1.7016021127 1.1426863371 0.0731780305 1.8373561190 81.63997209035 0.4796895441 35.16092924493 0.3382221199 29.32796651425 101.392239298038 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
84 580.601240707177 0.6012407072 17.45305431140 30.45195930591 3.6236408719 0.1837142282 0.0472017588 0.3283931272 3.0450338872 14.20591151568 2.9359189471 1.7775090876 0.8576378525 1.7013482372 1.1430155474 0.0731823191 1.8373108129 81.64730787309 0.4795376192 35.15614100560 0.3380698761 29.32543494660 101.395656998509 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
85 580.601181143725 0.6011811437 17.45134042278 30.44615308946 3.6229218122 0.1828365325 0.0469431868 0.3269742213 3.0446625857 14.20399757906 2.9426491528 1.7776326628 0.8603153866 1.7011066717 1.1433390353 0.0731867287 1.8372724019 81.65427062427 0.4793929443 35.15159298662 0.3379302927 29.32301498622 101.398583473783 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
86 580.601122746591 0.6011227466 17.44966434056 30.44050979561 3.6222255379 0.1820903559 0.0467218917 0.3257545248 3.0443446565 14.20218340370 2.9490381291 1.7777499280 0.8628684924 1.7008768356 1.1436555868 0.0731912052 1.8372398145 81.66088025432 0.4792551797 35.14727321551 0.3378018854 29.32070285854 101.401088571063 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
87 580.601065740022 0.6010657400 17.44803164285 30.43504123389 3.6215529743 0.1814555212 0.0465322317 0.3247043825 3.0440721023 14.20046345231 2.9551032187 1.7778612136 0.8653023718 1.7006581832 1.1439640941 0.0731956976 1.8372119603 81.66715547408 0.4791239763 35.14317056625 0.3376832616 29.31849496982 101.403235762389 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
88 580.601010226006 0.6010102260 17.44644469250 30.42975073873 3.6209041846 0.1809183246 0.0463703565 0.3238032206 3.0438393581 14.19883270728 2.9608607982 1.7779668269 0.8676221455 1.7004501909 1.1442641120 0.0732001800 1.8371883166 81.67311323332 0.4789990608 35.13927426061 0.3375735391 29.31638729756 101.405068740099 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
89 580.600956361030 0.6009563610 17.44490730906 30.42464568063 3.6202796607 0.1804626367 0.0462317527 0.3230272891 3.0436400253 14.19728619215 2.9663267121 1.7780670677 0.8698327167 1.7002523532 1.1445548738 0.0732046134 1.8371680257 81.67877046123 0.4788801153 35.13557404821 0.3374715986 29.31437626377 101.406638296189 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
